GEN,reach,cum.phi,cum.phi.se,LCI,UCI,group,release,mean_rel_date,GenRKM,GenLat,GenLon,Region,Survival estimate (SE),reach_num,count,release_site
RBDD_Rel,0.5,1,0,0,0,1,2019-05-16_RBDD_Rel,2019-05-16,461.57,40.15444,-122.20249,Upper Sac R,1 (NA),0.5,250,RBDD_Rel
Altube,1,0.997,0.004,0.96,1,1,2019-05-16_RBDD_Rel,2019-05-16,460.4,40.15348,-122.1887,Upper Sac R,0.997 (0.004),1,247,RBDD_Rel
Mill_Ck_Conf,2,0.969,0.011,0.94,0.98,1,2019-05-16_RBDD_Rel,2019-05-16,441.31,40.0327,-122.11987,Upper Sac R,0.969 (0.011),2,223,RBDD_Rel
Abv_WoodsonBr,3,0.952,0.014,0.92,0.97,1,2019-05-16_RBDD_Rel,2019-05-16,425.15,39.920094,-122.08446000000001,Upper Sac R,0.952 (0.014),3,238,RBDD_Rel
GCID_Main,4,0.876,0.022,0.83,0.91,1,2019-05-16_RBDD_Rel,2019-05-16,405.71,39.79698,-122.04706,Upper Sac R,0.876 (0.022),4,168,RBDD_Rel
Blw_IrvineFinch,5,0.813,0.025,0.76,0.86,1,2019-05-16_RBDD_Rel,2019-05-16,394.66,39.73146,-121.97483,Upper Sac R,0.813 (0.025),5,202,RBDD_Rel
BlwOrd,6,0.755,0.027,0.7,0.8,1,2019-05-16_RBDD_Rel,2019-05-16,361.72,39.56548,-122.0018,Upper Sac R,0.755 (0.027),6,159,RBDD_Rel
ButteBr,7,0.733,0.028,0.68,0.78,1,2019-05-16_RBDD_Rel,2019-05-16,344.1,39.4569,-121.995,Lower Sac R,0.733 (0.028),7,168,RBDD_Rel
Colusa AC3,8,0.72,0.028,0.66,0.77,1,2019-05-16_RBDD_Rel,2019-05-16,331.15,39.359877499999996,-122.01365999999999,Lower Sac R,0.72 (0.028),8,179,RBDD_Rel
Colusa AC2,9,0.692,0.029,0.63,0.75,1,2019-05-16_RBDD_Rel,2019-05-16,318.61,39.28007,-122.01891,Lower Sac R,0.692 (0.029),9,173,RBDD_Rel
Colusa BC2,10,0.656,0.03,0.6,0.71,1,2019-05-16_RBDD_Rel,2019-05-16,296.27,39.184963,-121.943214,Lower Sac R,0.656 (0.03),10,163,RBDD_Rel
Colusa BC3,11,0.649,0.03,0.59,0.7,1,2019-05-16_RBDD_Rel,2019-05-16,287.2,39.13132,-121.936554,Lower Sac R,0.649 (0.03),11,161,RBDD_Rel
Colusa BC4,12,0.62,0.031,0.56,0.68,1,2019-05-16_RBDD_Rel,2019-05-16,280.4,39.09362,-121.89405,Lower Sac R,0.62 (0.031),12,155,RBDD_Rel
AbvTisdale,13,0.612,0.031,0.55,0.67,1,2019-05-16_RBDD_Rel,2019-05-16,269.23,39.0364,-121.82918,Lower Sac R,0.612 (0.031),13,153,RBDD_Rel
BlwTisdale,14,0.593,0.031,0.53,0.65,1,2019-05-16_RBDD_Rel,2019-05-16,261.4,38.98941,-121.80463,Lower Sac R,0.593 (0.031),14,134,RBDD_Rel
BlwChinaBend,15,0.56,0.031,0.5,0.62,1,2019-05-16_RBDD_Rel,2019-05-16,240.61,38.88406,-121.81713,Lower Sac R,0.56 (0.031),15,140,RBDD_Rel
Knights_RST,16,0.544,0.032,0.48,0.6,1,2019-05-16_RBDD_Rel,2019-05-16,222.05,38.79248,-121.69087,Lower Sac R,0.544 (0.032),16,136,RBDD_Rel
Abv_FremontWeir,17,0.544,0.032,0.48,0.6,1,2019-05-16_RBDD_Rel,2019-05-16,215.18,38.76009,-121.67145,Lower Sac R,0.544 (0.032),17,136,RBDD_Rel
Blw_FremontWeir,18,0.544,0.032,0.48,0.6,1,2019-05-16_RBDD_Rel,2019-05-16,210.36,38.77015,-121.6322,Lower Sac R,0.544 (0.032),18,135,RBDD_Rel
TowerBridge,19,0.524,0.032,0.46,0.59,1,2019-05-16_RBDD_Rel,2019-05-16,172,38.5802,-121.508,Lower Sac R,0.524 (0.032),19,128,RBDD_Rel
SacTrawl,20,0.515,0.032,0.45,0.58,1,2019-05-16_RBDD_Rel,2019-05-16,166.815,38.539519999999996,-121.51444000000001,Lower Sac R,0.515 (0.032),20,123,RBDD_Rel
Freeport,21,0.49,0.034,0.42,0.56,1,2019-05-16_RBDD_Rel,2019-05-16,152.43,38.46467,-121.50501,Lower Sac R,0.49 (0.034),21,102,RBDD_Rel
Chipps,22,0.291,0.029,0.24,0.35,1,2019-05-16_RBDD_Rel,2019-05-16,71.47999999999999,38.046132,-121.912643,West Delta,0.291 (0.029),22,70,RBDD_Rel
Benicia,23,0.268,0.028,0.22,0.33,1,2019-05-16_RBDD_Rel,2019-05-16,52.14,38.0423015,-122.1236,Carquinez Strait,0.268 (0.028),23,67,RBDD_Rel
GoldenGateE,24,0.231,0.027,0.18,0.29,1,2019-05-16_RBDD_Rel,2019-05-16,1.71,37.82794,-122.46168,SF Bay,0.231 (0.027),24,42,RBDD_Rel
RBDD_Rel,0.5,1,0,0,0,2,2019-05-23_RBDD_Rel,2019-05-23,461.57,40.15444,-122.20249,Upper Sac R,1 (NA),0.5,250,RBDD_Rel
Altube,1,0.968,0.011,0.94,0.98,2,2019-05-23_RBDD_Rel,2019-05-23,460.4,40.15348,-122.1887,Upper Sac R,0.968 (0.011),1,229,RBDD_Rel
Mill_Ck_Conf,2,0.968,0.011,0.94,0.98,2,2019-05-23_RBDD_Rel,2019-05-23,441.31,40.0327,-122.11987,Upper Sac R,0.968 (0.011),2,223,RBDD_Rel
Abv_WoodsonBr,3,0.933,0.016,0.89,0.96,2,2019-05-23_RBDD_Rel,2019-05-23,425.15,39.920094,-122.08446000000001,Upper Sac R,0.933 (0.016),3,231,RBDD_Rel
