GEN,reach,cum.phi,cum.phi.se,LCI,UCI,group,release,mean_rel_date,GenRKM,GenLat,GenLon,Region,Survival estimate (SE),reach_num,count,release_site
GCID_Main,4,0.756,0.029,0.7,0.81,2,2019-05-23_RBDD_Rel,2019-05-23,405.71,39.79698,-122.04706,Upper Sac R,0.756 (0.029),4,162,RBDD_Rel
Blw_IrvineFinch,5,0.672,0.03,0.61,0.73,2,2019-05-23_RBDD_Rel,2019-05-23,394.66,39.73146,-121.97483,Upper Sac R,0.672 (0.03),5,166,RBDD_Rel
BlwOrd,6,0.621,0.031,0.56,0.68,2,2019-05-23_RBDD_Rel,2019-05-23,361.72,39.56548,-122.0018,Upper Sac R,0.621 (0.031),6,134,RBDD_Rel
ButteBr,7,0.617,0.031,0.56,0.68,2,2019-05-23_RBDD_Rel,2019-05-23,344.1,39.4569,-121.995,Lower Sac R,0.617 (0.031),7,137,RBDD_Rel
Colusa AC3,8,0.564,0.031,0.5,0.62,2,2019-05-23_RBDD_Rel,2019-05-23,331.15,39.359877499999996,-122.01365999999999,Lower Sac R,0.564 (0.031),8,141,RBDD_Rel
Colusa AC2,9,0.532,0.032,0.47,0.59,2,2019-05-23_RBDD_Rel,2019-05-23,318.61,39.28007,-122.01891,Lower Sac R,0.532 (0.032),9,131,RBDD_Rel
Colusa BC2,10,0.524,0.032,0.46,0.58,2,2019-05-23_RBDD_Rel,2019-05-23,296.27,39.184963,-121.943214,Lower Sac R,0.524 (0.032),10,130,RBDD_Rel
Colusa BC3,11,0.505,0.032,0.44,0.57,2,2019-05-23_RBDD_Rel,2019-05-23,287.2,39.13132,-121.936554,Lower Sac R,0.505 (0.032),11,121,RBDD_Rel
Colusa BC4,12,0.464,0.032,0.4,0.53,2,2019-05-23_RBDD_Rel,2019-05-23,280.4,39.09362,-121.89405,Lower Sac R,0.464 (0.032),12,114,RBDD_Rel
AbvTisdale,13,0.456,0.032,0.4,0.52,2,2019-05-23_RBDD_Rel,2019-05-23,269.23,39.0364,-121.82918,Lower Sac R,0.456 (0.032),13,113,RBDD_Rel
BlwTisdale,14,0.443,0.032,0.38,0.5,2,2019-05-23_RBDD_Rel,2019-05-23,261.4,38.98941,-121.80463,Lower Sac R,0.443 (0.032),14,88,RBDD_Rel
BlwChinaBend,15,0.424,0.031,0.36,0.49,2,2019-05-23_RBDD_Rel,2019-05-23,240.61,38.88406,-121.81713,Lower Sac R,0.424 (0.031),15,104,RBDD_Rel
Knights_RST,16,0.412,0.031,0.35,0.47,2,2019-05-23_RBDD_Rel,2019-05-23,222.05,38.79248,-121.69087,Lower Sac R,0.412 (0.031),16,102,RBDD_Rel
Abv_FremontWeir,17,0.408,0.031,0.35,0.47,2,2019-05-23_RBDD_Rel,2019-05-23,215.18,38.76009,-121.67145,Lower Sac R,0.408 (0.031),17,101,RBDD_Rel
Blw_FremontWeir,18,0.408,0.031,0.35,0.47,2,2019-05-23_RBDD_Rel,2019-05-23,210.36,38.77015,-121.6322,Lower Sac R,0.408 (0.031),18,101,RBDD_Rel
TowerBridge,19,0.4,0.031,0.34,0.46,2,2019-05-23_RBDD_Rel,2019-05-23,172,38.5802,-121.508,Lower Sac R,0.4 (0.031),19,98,RBDD_Rel
SacTrawl,20,0.4,0.031,0.34,0.46,2,2019-05-23_RBDD_Rel,2019-05-23,166.815,38.539519999999996,-121.51444000000001,Lower Sac R,0.4 (0.031),20,94,RBDD_Rel
Freeport,21,0.38,0.031,0.32,0.44,2,2019-05-23_RBDD_Rel,2019-05-23,152.43,38.46467,-121.50501,Lower Sac R,0.38 (0.031),21,88,RBDD_Rel
Chipps,22,0.38,0.031,0.32,0.44,2,2019-05-23_RBDD_Rel,2019-05-23,71.47999999999999,38.046132,-121.912643,West Delta,0.38 (0.031),22,46,RBDD_Rel
Benicia,23,0.172,0.024,0.13,0.22,2,2019-05-23_RBDD_Rel,2019-05-23,52.14,38.0423015,-122.1236,Carquinez Strait,0.172 (0.024),23,43,RBDD_Rel
GoldenGateE,24,0.146,0.023,0.11,0.2,2,2019-05-23_RBDD_Rel,2019-05-23,1.71,37.82794,-122.46168,SF Bay,0.146 (0.023),24,31,RBDD_Rel
