GEN,reach,cum.phi,cum.phi.se,LCI,UCI,group,release,mean_rel_date,GenRKM,GenLat,GenLon,Region,Survival estimate (SE),reach_num,count,release_site
Caldwell_Park_Rel,0.5,1,0,0,0,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,551.288,40.593826,-122.39836,Upper Sac R,1 (NA),0.5,139,Caldwell_Park_Rel
Blw_Cypress,1,0.964,0.016,0.92,0.98,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,543.908,40.56047,-122.37527,Upper Sac R,0.964 (0.016),1,134,Caldwell_Park_Rel
Blw_ClearCr,2,0.957,0.017,0.91,0.98,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,535.628,40.50188,-122.36192,Upper Sac R,0.957 (0.017),2,133,Caldwell_Park_Rel
BlwCowCr,3,0.95,0.019,0.9,0.98,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,520.698,40.46013,-122.22765,Upper Sac R,0.95 (0.019),3,132,Caldwell_Park_Rel
Battle_Conf,4,0.935,0.021,0.88,0.97,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,507.488,40.35371,-122.17734,Upper Sac R,0.935 (0.021),4,130,Caldwell_Park_Rel
Blw_Paynes_Ck,5,0.863,0.029,0.8,0.91,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,476.278,40.25534,-122.17332,Upper Sac R,0.863 (0.029),5,120,Caldwell_Park_Rel
Blw_Salt,6,0.799,0.034,0.72,0.86,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,456.888,40.1464,-122.15246,Upper Sac R,0.799 (0.034),6,111,Caldwell_Park_Rel
Mill_Ck_Conf,7,0.782,0.038,0.7,0.85,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,441.318,40.0327,-122.11987,Upper Sac R,0.782 (0.038),7,106,Caldwell_Park_Rel
Ord,8,0.449,0.045,0.36,0.54,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,371.658,39.63447,-121.98959,Upper Sac R,0.449 (0.045),8,57,Caldwell_Park_Rel
Colusa AC2,9,0.252,0.037,0.19,0.33,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,318.618,39.28007,-122.01891,Lower Sac R,0.252 (0.037),9,35,Caldwell_Park_Rel
AbvColusaBr,10,0.245,0.037,0.18,0.32,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,307.738,39.2205,-122.00847,Lower Sac R,0.245 (0.037),10,31,Caldwell_Park_Rel
Colusa BC2,11,0.241,0.037,0.18,0.32,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,296.278,39.184963,-121.943214,Lower Sac R,0.241 (0.037),11,26,Caldwell_Park_Rel
AbvTisdale,12,0.224,0.036,0.16,0.3,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,269.238,39.0364,-121.82918,Lower Sac R,0.224 (0.036),12,30,Caldwell_Park_Rel
Knights_RST,13,0.18,0.033,0.12,0.25,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,222.05,38.79348,-121.6914625,Lower Sac R,0.18 (0.033),13,25,Caldwell_Park_Rel
Abv_FremontWeir,14,0.174,0.032,0.12,0.25,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,215.18,38.76009,-121.67145,Lower Sac R,0.174 (0.032),14,21,Caldwell_Park_Rel
SacFeather,15,0.165,0.032,0.11,0.24,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,205.76,38.785244,-121.62445,Lower Sac R,0.165 (0.032),15,22,Caldwell_Park_Rel
Blw_Elkhorn_GS1,16,0.165,0.032,0.11,0.24,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,191.92,38.64737,-121.57771,Lower Sac R,0.165 (0.032),16,23,Caldwell_Park_Rel
TowerBridge,17,0.158,0.031,0.11,0.23,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,172,38.5802,-121.508,Lower Sac R,0.158 (0.031),17,22,Caldwell_Park_Rel
SacTrawl,18,0.158,0.031,0.11,0.23,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,166.8225,38.539519999999996,-121.51444000000001,Lower Sac R,0.158 (0.031),18,22,Caldwell_Park_Rel
Freeport,19,0.137,0.029,0.09,0.2,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,152.438,38.46467,-121.50501,Lower Sac R,0.137 (0.029),19,19,Caldwell_Park_Rel
Abv_Clarksburg,20,0.137,0.029,0.09,0.2,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,147.668,38.43443,-121.52448,Lower Sac R,0.137 (0.029),20,19,Caldwell_Park_Rel
Hood,21,0.137,0.029,0.09,0.2,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,138.228,38.3617,-121.52033,Lower Sac R,0.137 (0.029),21,19,Caldwell_Park_Rel
Chipps,22,0.08,0.023,0.04,0.14,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,71.48599999999999,38.046132,-121.912643,West Delta,0.08 (0.023),22,11,Caldwell_Park_Rel
Benicia,23,0.065,0.021,0.03,0.12,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,52.144000000000005,38.0423015,-122.1236,Carquinez Strait,0.065 (0.021),23,9,Caldwell_Park_Rel
GoldenGateE,24,0.065,0.021,0.03,0.12,1,2022-02-10_Caldwell_Park_Rel,2022-02-10,1.71,37.82794,-122.46168,SF Bay,0.065 (0.021),24,2,Caldwell_Park_Rel
Caldwell_Park_Rel,0.5,1,0,0,0,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,551.288,40.593826,-122.39836,Upper Sac R,1 (NA),0.5,430,Caldwell_Park_Rel
Blw_Cypress,1,0.972,0.008,0.95,0.98,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,543.908,40.56047,-122.37527,Upper Sac R,0.972 (0.008),1,418,Caldwell_Park_Rel
Blw_ClearCr,2,0.963,0.009,0.94,0.98,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,535.628,40.50188,-122.36192,Upper Sac R,0.963 (0.009),2,414,Caldwell_Park_Rel
BlwCowCr,3,0.958,0.01,0.94,0.97,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,520.698,40.46013,-122.22765,Upper Sac R,0.958 (0.01),3,412,Caldwell_Park_Rel
Battle_Conf,4,0.935,0.012,0.91,0.96,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,507.488,40.35371,-122.17734,Upper Sac R,0.935 (0.012),4,402,Caldwell_Park_Rel
Blw_Paynes_Ck,5,0.856,0.017,0.82,0.89,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,476.278,40.25534,-122.17332,Upper Sac R,0.856 (0.017),5,368,Caldwell_Park_Rel
