GEN,reach,cum.phi,cum.phi.se,LCI,UCI,group,release,mean_rel_date,GenRKM,GenLat,GenLon,Region,Survival estimate (SE),reach_num,count,release_site
SacRiver_ButteCity_Rel,9.5,1,0,0,0,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,344.918,39.464386,-121.99266,Lower Sac R,1 (NA),9.5,300,SacRiver_ButteCity_Rel
Colusa AC3,10,0.857,0.02,0.81,0.89,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,331.158,39.36038,-122.01373,Lower Sac R,0.857 (0.02),10,257,SacRiver_ButteCity_Rel
Colusa AC2,11,0.741,0.025,0.69,0.79,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,318.618,39.28007,-122.01891,Lower Sac R,0.741 (0.025),11,221,SacRiver_ButteCity_Rel
AbvColusaBr,12,0.627,0.028,0.57,0.68,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,307.738,39.2205,-122.00847,Lower Sac R,0.627 (0.028),12,187,SacRiver_ButteCity_Rel
Colusa BC2,13,0.59,0.028,0.53,0.64,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,296.278,39.184963,-121.943214,Lower Sac R,0.59 (0.028),13,177,SacRiver_ButteCity_Rel
Colusa BC3,14,0.51,0.029,0.45,0.57,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,287.208,39.13132,-121.936554,Lower Sac R,0.51 (0.029),14,153,SacRiver_ButteCity_Rel
AbvTisdale,15,0.417,0.028,0.36,0.47,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,269.238,39.0364,-121.82918,Lower Sac R,0.417 (0.028),15,125,SacRiver_ButteCity_Rel
BlwTisdale,16,0.377,0.028,0.32,0.43,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,261.408,38.98941,-121.80463,Lower Sac R,0.377 (0.028),16,113,SacRiver_ButteCity_Rel
BlwChinaBend,17,0.277,0.026,0.23,0.33,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,240.618,38.88406,-121.81713,Lower Sac R,0.277 (0.026),17,83,SacRiver_ButteCity_Rel
Knights_RST,18,0.22,0.024,0.18,0.27,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,222.05,38.79348,-121.6914625,Lower Sac R,0.22 (0.024),18,66,SacRiver_ButteCity_Rel
TowerBridge,19,0.113,0.018,0.08,0.15,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,172,38.5802,-121.508,Lower Sac R,0.113 (0.018),19,34,SacRiver_ButteCity_Rel
Freeport,20,0.083,0.016,0.06,0.12,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,152.438,38.46467,-121.50501,Lower Sac R,0.083 (0.016),20,25,SacRiver_ButteCity_Rel
Hood,21,0.07,0.015,0.05,0.1,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,138.228,38.3617,-121.52033,Lower Sac R,0.07 (0.015),21,21,SacRiver_ButteCity_Rel
Chipps,22,0.031,0.01,0.02,0.06,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,71.48599999999999,38.046132,-121.912643,West Delta,0.031 (0.01),22,9,SacRiver_ButteCity_Rel
Benicia,23,0.024,0.009,0.01,0.05,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,52.144000000000005,38.0423015,-122.1236,Carquinez Strait,0.024 (0.009),23,7,SacRiver_ButteCity_Rel
GoldenGateE,24,0.014,0.007,0,0.04,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,1.71,37.82794,-122.46168,SF Bay,0.014 (0.007),24,2,SacRiver_ButteCity_Rel
BattleCk_CNFH_Rel,0.5,1,0,0,0,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,517.344,40.398155,-122.14556,Battle Ck,1 (NA),0.5,300,BattleCk_CNFH_Rel
