GEN,reach,cum.phi,cum.phi.se,LCI,UCI,group,release,mean_rel_date,GenRKM,GenLat,GenLon,Region,Survival estimate (SE),reach_num,count,release_site
BattleCk_CNFH_Rel,0.5,1,0,0,0,1,2012-04-19_BattleCk_CNFH_Rel,2012-04-19,517.34,40.398155,-122.14556,Battle Ck,1 (NA),0.5,97,BattleCk_CNFH_Rel
Abv_WoodsonBr,1,0.892,0.032,0.81,0.94,1,2012-04-19_BattleCk_CNFH_Rel,2012-04-19,425.15,39.920094,-122.08446000000001,Upper Sac R,0.892 (0.032),1,82,BattleCk_CNFH_Rel
Blw_IrvineFinch,2,0.819,0.051,0.7,0.9,1,2012-04-19_BattleCk_CNFH_Rel,2012-04-19,394.66,39.73146,-121.97483,Upper Sac R,0.819 (0.051),2,75,BattleCk_CNFH_Rel
FreeportDiv,3,0.247,0.044,0.17,0.34,1,2012-04-19_BattleCk_CNFH_Rel,2012-04-19,153.13,38.47223,-121.50639,Lower Sac R,0.247 (0.044),3,24,BattleCk_CNFH_Rel
GoldenGateE,4,0.031,0.018,0.01,0.09,1,2012-04-19_BattleCk_CNFH_Rel,2012-04-19,1.71,37.82794,-122.46168,SF Bay,0.031 (0.018),4,0,BattleCk_CNFH_Rel
BattleCk_CNFH_Rel,0.5,1,0,0,0,2,2012-05-01_BattleCk_CNFH_Rel,2012-05-01,517.34,40.398155,-122.14556,Battle Ck,1 (NA),0.5,72,BattleCk_CNFH_Rel
Abv_WoodsonBr,1,0.797,0.048,0.69,0.88,2,2012-05-01_BattleCk_CNFH_Rel,2012-05-01,425.15,39.920094,-122.08446000000001,Upper Sac R,0.797 (0.048),1,55,BattleCk_CNFH_Rel
Blw_IrvineFinch,2,0.733,0.064,0.59,0.84,2,2012-05-01_BattleCk_CNFH_Rel,2012-05-01,394.66,39.73146,-121.97483,Upper Sac R,0.733 (0.064),2,49,BattleCk_CNFH_Rel
FreeportDiv,3,0.111,0.037,0.06,0.21,2,2012-05-01_BattleCk_CNFH_Rel,2012-05-01,153.13,38.47223,-121.50639,Lower Sac R,0.111 (0.037),3,8,BattleCk_CNFH_Rel
GoldenGateE,4,0.042,0.024,0.01,0.12,2,2012-05-01_BattleCk_CNFH_Rel,2012-05-01,1.71,37.82794,-122.46168,SF Bay,0.042 (0.024),4,1,BattleCk_CNFH_Rel
