GEN,reach,cum.phi,cum.phi.se,LCI,UCI,group,release,mean_rel_date,GenRKM,GenLat,GenLon,Region,Survival estimate (SE),reach_num,count,release_site
RBDD_Rel,0.5,1,0,0,0,1,2023-04-21_RBDD_Rel,2023-04-21,461.579,40.15444,-122.20249,Upper Sac R,1 (NA),0.5,45,RBDD_Rel
GCID,1,0.716,0.068,0.57,0.83,1,2023-04-21_RBDD_Rel,2023-04-21,405.273,39.799051000000006,-122.0471165,Upper Sac R,0.716 (0.068),1,32,RBDD_Rel
Ord,2,0.716,0.068,0.57,0.83,1,2023-04-21_RBDD_Rel,2023-04-21,371.658,39.634564999999995,-121.98939,Upper Sac R,0.716 (0.068),2,29,RBDD_Rel
AbvTisdale,3,0.2,0.06,0.11,0.34,1,2023-04-21_RBDD_Rel,2023-04-21,269.238,39.0364,-121.82918,Lower Sac R,0.2 (0.06),3,9,RBDD_Rel
Knights_RST,4,0.2,0.06,0.11,0.34,1,2023-04-21_RBDD_Rel,2023-04-21,222.05,38.79248,-121.69087,Lower Sac R,0.2 (0.06),4,9,RBDD_Rel
Freeport,5,0.2,0.06,0.11,0.34,1,2023-04-21_RBDD_Rel,2023-04-21,152.23149999999998,38.46467,-121.50501,Lower Sac R,0.2 (0.06),5,9,RBDD_Rel
Benicia,6,0.137,0.052,0.06,0.27,1,2023-04-21_RBDD_Rel,2023-04-21,52.144000000000005,38.0423015,-122.1236,Carquinez Strait,0.137 (0.052),6,6,RBDD_Rel
GoldenGateE,7,0.067,0.037,0.02,0.19,1,2023-04-21_RBDD_Rel,2023-04-21,1.71,37.82794,-122.46168,SF Bay,0.067 (0.037),7,2,RBDD_Rel
RBDD_Rel,0.5,1,0,0,0,2,2023-04-27_RBDD_Rel,2023-04-27,461.579,40.15444,-122.20249,Upper Sac R,1 (NA),0.5,99,RBDD_Rel
GCID,1,0.937,0.026,0.86,0.97,2,2023-04-27_RBDD_Rel,2023-04-27,405.273,39.799051000000006,-122.0471165,Upper Sac R,0.937 (0.026),1,91,RBDD_Rel
Ord,2,0.937,0.026,0.86,0.97,2,2023-04-27_RBDD_Rel,2023-04-27,371.658,39.634564999999995,-121.98939,Upper Sac R,0.937 (0.026),2,84,RBDD_Rel
AbvTisdale,3,0.143,0.035,0.09,0.23,2,2023-04-27_RBDD_Rel,2023-04-27,269.238,39.0364,-121.82918,Lower Sac R,0.143 (0.035),3,11,RBDD_Rel
Knights_RST,4,0.111,0.032,0.06,0.19,2,2023-04-27_RBDD_Rel,2023-04-27,222.05,38.79248,-121.69087,Lower Sac R,0.111 (0.032),4,11,RBDD_Rel
Freeport,5,0.093,0.03,0.05,0.17,2,2023-04-27_RBDD_Rel,2023-04-27,152.23149999999998,38.46467,-121.50501,Lower Sac R,0.093 (0.03),5,8,RBDD_Rel
Benicia,6,0.062,0.024,0.03,0.13,2,2023-04-27_RBDD_Rel,2023-04-27,52.144000000000005,38.0423015,-122.1236,Carquinez Strait,0.062 (0.024),6,6,RBDD_Rel
GoldenGateE,7,0.045,0.022,0.02,0.12,2,2023-04-27_RBDD_Rel,2023-04-27,1.71,37.82794,-122.46168,SF Bay,0.045 (0.022),7,4,RBDD_Rel
RBDD_Rel,0.5,1,0,0,0,3,2023-05-04_RBDD_Rel,2023-05-04,461.579,40.15444,-122.20249,Upper Sac R,1 (NA),0.5,98,RBDD_Rel
GCID,1,0.866,0.038,0.77,0.92,3,2023-05-04_RBDD_Rel,2023-05-04,405.273,39.799051000000006,-122.0471165,Upper Sac R,0.866 (0.038),1,80,RBDD_Rel
Ord,2,0.614,0.057,0.5,0.72,3,2023-05-04_RBDD_Rel,2023-05-04,371.658,39.634564999999995,-121.98939,Upper Sac R,0.614 (0.057),2,50,RBDD_Rel
AbvTisdale,3,0.215,0.042,0.14,0.31,3,2023-05-04_RBDD_Rel,2023-05-04,269.238,39.0364,-121.82918,Lower Sac R,0.215 (0.042),3,21,RBDD_Rel
Knights_RST,4,0.194,0.04,0.13,0.28,3,2023-05-04_RBDD_Rel,2023-05-04,222.05,38.79248,-121.69087,Lower Sac R,0.194 (0.04),4,19,RBDD_Rel
Freeport,5,0.188,0.04,0.12,0.28,3,2023-05-04_RBDD_Rel,2023-05-04,152.23149999999998,38.46467,-121.50501,Lower Sac R,0.188 (0.04),5,18,RBDD_Rel
Benicia,6,0.115,0.033,0.06,0.2,3,2023-05-04_RBDD_Rel,2023-05-04,52.144000000000005,38.0423015,-122.1236,Carquinez Strait,0.115 (0.033),6,11,RBDD_Rel
GoldenGateE,7,0.061,0.024,0.03,0.13,3,2023-05-04_RBDD_Rel,2023-05-04,1.71,37.82794,-122.46168,SF Bay,0.061 (0.024),7,5,RBDD_Rel
RBDD_Rel,0.5,1,0,0,0,4,2023-05-11_RBDD_Rel,2023-05-11,461.579,40.15444,-122.20249,Upper Sac R,1 (NA),0.5,101,RBDD_Rel
GCID,1,0.878,0.034,0.8,0.93,4,2023-05-11_RBDD_Rel,2023-05-11,405.273,39.799051000000006,-122.0471165,Upper Sac R,0.878 (0.034),1,80,RBDD_Rel
Ord,2,0.806,0.044,0.7,0.88,4,2023-05-11_RBDD_Rel,2023-05-11,371.658,39.634564999999995,-121.98939,Upper Sac R,0.806 (0.044),2,69,RBDD_Rel
AbvTisdale,3,0.595,0.049,0.5,0.69,4,2023-05-11_RBDD_Rel,2023-05-11,269.238,39.0364,-121.82918,Lower Sac R,0.595 (0.049),3,60,RBDD_Rel
Knights_RST,4,0.584,0.049,0.49,0.68,4,2023-05-11_RBDD_Rel,2023-05-11,222.05,38.79248,-121.69087,Lower Sac R,0.584 (0.049),4,59,RBDD_Rel
Freeport,5,0.557,0.051,0.46,0.65,4,2023-05-11_RBDD_Rel,2023-05-11,152.23149999999998,38.46467,-121.50501,Lower Sac R,0.557 (0.051),5,52,RBDD_Rel
Benicia,6,0.362,0.049,0.27,0.46,4,2023-05-11_RBDD_Rel,2023-05-11,52.144000000000005,38.0423015,-122.1236,Carquinez Strait,0.362 (0.049),6,35,RBDD_Rel
GoldenGateE,7,0.244,0.044,0.17,0.34,4,2023-05-11_RBDD_Rel,2023-05-11,1.71,37.82794,-122.46168,SF Bay,0.244 (0.044),7,21,RBDD_Rel
RBDD_Rel,0.5,1,0,0,0,5,2023-05-18_RBDD_Rel,2023-05-18,461.579,40.15444,-122.20249,Upper Sac R,1 (NA),0.5,93,RBDD_Rel
GCID,1,0.911,0.031,0.83,0.96,5,2023-05-18_RBDD_Rel,2023-05-18,405.273,39.799051000000006,-122.0471165,Upper Sac R,0.911 (0.031),1,76,RBDD_Rel
Ord,2,0.833,0.047,0.72,0.91,5,2023-05-18_RBDD_Rel,2023-05-18,371.658,39.634564999999995,-121.98939,Upper Sac R,0.833 (0.047),2,60,RBDD_Rel
AbvTisdale,3,0.529,0.052,0.43,0.63,5,2023-05-18_RBDD_Rel,2023-05-18,269.238,39.0364,-121.82918,Lower Sac R,0.529 (0.052),3,48,RBDD_Rel
Knights_RST,4,0.484,0.052,0.38,0.58,5,2023-05-18_RBDD_Rel,2023-05-18,222.05,38.79248,-121.69087,Lower Sac R,0.484 (0.052),4,45,RBDD_Rel
Freeport,5,0.437,0.054,0.34,0.54,5,2023-05-18_RBDD_Rel,2023-05-18,152.23149999999998,38.46467,-121.50501,Lower Sac R,0.437 (0.054),5,39,RBDD_Rel
Benicia,6,0.14,0.036,0.08,0.23,5,2023-05-18_RBDD_Rel,2023-05-18,52.144000000000005,38.0423015,-122.1236,Carquinez Strait,0.14 (0.036),6,13,RBDD_Rel
GoldenGateE,7,0.134,0.036,0.08,0.22,5,2023-05-18_RBDD_Rel,2023-05-18,1.71,37.82794,-122.46168,SF Bay,0.134 (0.036),7,9,RBDD_Rel
RBDD_Rel,0.5,1,0,0,0,6,2023-05-25_RBDD_Rel,2023-05-25,461.579,40.15444,-122.20249,Upper Sac R,1 (NA),0.5,99,RBDD_Rel
GCID,1,0.928,0.028,0.85,0.97,6,2023-05-25_RBDD_Rel,2023-05-25,405.273,39.799051000000006,-122.0471165,Upper Sac R,0.928 (0.028),1,87,RBDD_Rel
Ord,2,0.847,0.048,0.73,0.92,6,2023-05-25_RBDD_Rel,2023-05-25,371.658,39.634564999999995,-121.98939,Upper Sac R,0.847 (0.048),2,68,RBDD_Rel
AbvTisdale,3,0.405,0.049,0.31,0.5,6,2023-05-25_RBDD_Rel,2023-05-25,269.238,39.0364,-121.82918,Lower Sac R,0.405 (0.049),3,39,RBDD_Rel
Knights_RST,4,0.384,0.049,0.29,0.48,6,2023-05-25_RBDD_Rel,2023-05-25,222.05,38.79248,-121.69087,Lower Sac R,0.384 (0.049),4,38,RBDD_Rel
Freeport,5,0.332,0.049,0.24,0.43,6,2023-05-25_RBDD_Rel,2023-05-25,152.23149999999998,38.46467,-121.50501,Lower Sac R,0.332 (0.049),5,30,RBDD_Rel
Benicia,6,0.184,0.039,0.12,0.27,6,2023-05-25_RBDD_Rel,2023-05-25,52.144000000000005,38.0423015,-122.1236,Carquinez Strait,0.184 (0.039),6,17,RBDD_Rel
GoldenGateE,7,0.14,0.037,0.08,0.23,6,2023-05-25_RBDD_Rel,2023-05-25,1.71,37.82794,-122.46168,SF Bay,0.14 (0.037),7,11,RBDD_Rel
RBDD_Rel,0.5,1,0,0,0,7,2023-06-01_RBDD_Rel,2023-06-01,461.579,40.15444,-122.20249,Upper Sac R,1 (NA),0.5,99,RBDD_Rel
