GEN,reach,cum.phi,cum.phi.se,LCI,UCI,group,release,mean_rel_date,GenRKM,GenLat,GenLon,Region,Survival estimate (SE),reach_num,count,release_site
BattleCk_CNFH_Rel,0.5,1,0,0,0,1,2017-04-05_BattleCk_CNFH_Rel,2017-04-05,517.34,40.398155,-122.14556,Battle Ck,1 (NA),0.5,290,BattleCk_CNFH_Rel
BattleCk4,1,0.975,0.01,0.95,0.99,1,2017-04-05_BattleCk_CNFH_Rel,2017-04-05,508.25,40.360744,-122.17268,Battle Ck,0.975 (0.01),1,276,BattleCk_CNFH_Rel
ButteBr,2,0.794,0.025,0.74,0.84,1,2017-04-05_BattleCk_CNFH_Rel,2017-04-05,344.1,39.4569,-121.995,Lower Sac R,0.794 (0.025),2,212,BattleCk_CNFH_Rel
Colusa AC3,3,0.715,0.029,0.65,0.77,1,2017-04-05_BattleCk_CNFH_Rel,2017-04-05,331.15,39.359877499999996,-122.01365999999999,Lower Sac R,0.715 (0.029),3,199,BattleCk_CNFH_Rel
Chipps,4,0.269,0.026,0.22,0.32,1,2017-04-05_BattleCk_CNFH_Rel,2017-04-05,71.47999999999999,38.046132,-121.912643,West Delta,0.269 (0.026),4,76,BattleCk_CNFH_Rel
Benicia,5,0.249,0.026,0.2,0.3,1,2017-04-05_BattleCk_CNFH_Rel,2017-04-05,52.04,38.041233,-122.12382,Carquinez Strait,0.249 (0.026),5,69,BattleCk_CNFH_Rel
GoldenGateE,6,0.133,0.024,0.09,0.19,1,2017-04-05_BattleCk_CNFH_Rel,2017-04-05,1.71,37.82794,-122.46168,SF Bay,0.133 (0.024),6,12,BattleCk_CNFH_Rel
BattleCk_CNFH_Rel,0.5,1,0,0,0,2,2017-04-21_BattleCk_CNFH_Rel,2017-04-21,517.34,40.398155,-122.14556,Battle Ck,1 (NA),0.5,290,BattleCk_CNFH_Rel
BattleCk4,1,0.952,0.013,0.92,0.97,2,2017-04-21_BattleCk_CNFH_Rel,2017-04-21,508.25,40.360744,-122.17268,Battle Ck,0.952 (0.013),1,275,BattleCk_CNFH_Rel
ButteBr,2,0.693,0.028,0.64,0.74,2,2017-04-21_BattleCk_CNFH_Rel,2017-04-21,344.1,39.4569,-121.995,Lower Sac R,0.693 (0.028),2,156,BattleCk_CNFH_Rel
Colusa AC3,3,0.67,0.031,0.61,0.73,2,2017-04-21_BattleCk_CNFH_Rel,2017-04-21,331.15,39.359877499999996,-122.01365999999999,Lower Sac R,0.67 (0.031),3,183,BattleCk_CNFH_Rel
Chipps,4,0.155,0.021,0.12,0.2,2,2017-04-21_BattleCk_CNFH_Rel,2017-04-21,71.47999999999999,38.046132,-121.912643,West Delta,0.155 (0.021),4,45,BattleCk_CNFH_Rel
Benicia,5,0.146,0.021,0.11,0.19,2,2017-04-21_BattleCk_CNFH_Rel,2017-04-21,52.04,38.041233,-122.12382,Carquinez Strait,0.146 (0.021),5,42,BattleCk_CNFH_Rel
GoldenGateE,6,0.126,0.026,0.08,0.19,2,2017-04-21_BattleCk_CNFH_Rel,2017-04-21,1.71,37.82794,-122.46168,SF Bay,0.126 (0.026),6,19,BattleCk_CNFH_Rel
