GEN,reach,cum.phi,cum.phi.se,LCI,UCI,group,release,mean_rel_date,studyID,GenRKM,GenLat,GenLon,Region,Survival estimate (SE),reach_num,count,release_site
Caldwell_Park_Rel,0.5,1,0,0,0,1,2019-02-14_Caldwell_Park_Rel,2019-02-14,Winter_H_2019,551.28,40.593826,-122.39836,Upper Sac R,1 (NA),0.5,650,Caldwell_Park_Rel
Caldwell_Park,1,0.989,0.004,0.98,1,1,2019-02-14_Caldwell_Park_Rel,2019-02-14,Winter_H_2019,551.08,40.593,-122.394875,Upper Sac R,0.989 (0.004),1,639,Caldwell_Park_Rel
Blw_Cypress,2,0.985,0.005,0.97,0.99,1,2019-02-14_Caldwell_Park_Rel,2019-02-14,Winter_H_2019,543.9,40.56047,-122.37527,Upper Sac R,0.985 (0.005),2,640,Caldwell_Park_Rel
Blw_ClearCr,3,0.983,0.005,0.97,0.99,1,2019-02-14_Caldwell_Park_Rel,2019-02-14,Winter_H_2019,535.62,40.50188,-122.36192,Upper Sac R,0.983 (0.005),3,639,Caldwell_Park_Rel
Blw_Paynes_Ck,4,0.937,0.011,0.91,0.96,1,2019-02-14_Caldwell_Park_Rel,2019-02-14,Winter_H_2019,476.27,40.25534,-122.17332,Upper Sac R,0.937 (0.011),4,427,Caldwell_Park_Rel
Blw_Salt,5,0.929,0.012,0.9,0.95,1,2019-02-14_Caldwell_Park_Rel,2019-02-14,Winter_H_2019,456.88,40.1464,-122.15246,Upper Sac R,0.929 (0.012),5,452,Caldwell_Park_Rel
GCID,6,0.854,0.015,0.82,0.88,1,2019-02-14_Caldwell_Park_Rel,2019-02-14,Winter_H_2019,405.265,39.798953499999996,-122.04724300000001,Upper Sac R,0.854 (0.015),6,525,Caldwell_Park_Rel
Colusa AC3,7,0.651,0.027,0.6,0.7,1,2019-02-14_Caldwell_Park_Rel,2019-02-14,Winter_H_2019,331.15,39.359877499999996,-122.01365999999999,Lower Sac R,0.651 (0.027),7,326,Caldwell_Park_Rel
Chipps,8,0.29,0.018,0.26,0.33,1,2019-02-14_Caldwell_Park_Rel,2019-02-14,Winter_H_2019,71.47999999999999,38.046132,-121.912643,West Delta,0.29 (0.018),8,171,Caldwell_Park_Rel
Benicia,9,0.265,0.017,0.23,0.3,1,2019-02-14_Caldwell_Park_Rel,2019-02-14,Winter_H_2019,52.14,38.0423015,-122.1236,Carquinez Strait,0.265 (0.017),9,171,Caldwell_Park_Rel
GoldenGateE,10,0.201,0.016,0.17,0.23,1,2019-02-14_Caldwell_Park_Rel,2019-02-14,Winter_H_2019,1.71,37.82794,-122.46168,SF Bay,0.201 (0.016),10,91,Caldwell_Park_Rel
