GEN,reach,cum.phi,cum.phi.se,LCI,UCI,group,release,mean_rel_date,studyID,GenRKM,GenLat,GenLon,Region,Survival estimate (SE),reach_num,count,release_site
NFBC_BelowECD_rel,0.5,1,0,0,0,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,540.514,40.41685,-121.94425,Battle Ck,1 (NA),0.5,1196,NFBC_BelowECD_rel
MSBC_Baldwin_Pool,1,0.903,0.009,0.88,0.92,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,533.305,40.426414,-122.010475,Battle Ck,0.903 (0.009),1,1075,NFBC_BelowECD_rel
MSBC_Intake2,2,0.715,0.013,0.69,0.74,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,519.645,40.40305,-122.12544,Battle Ck,0.715 (0.013),2,855,NFBC_BelowECD_rel
MSBC_OldHatch,3,0.536,0.014,0.51,0.56,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,511.454,40.38434,-122.17876,Battle Ck,0.536 (0.014),3,641,NFBC_BelowECD_rel
Blw_Paynes_Ck,4,0.43,0.014,0.4,0.46,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,476.278,40.25534,-122.17332,Upper Sac R,0.43 (0.014),4,513,NFBC_BelowECD_rel
Altube,5,0.391,0.014,0.36,0.42,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,460.4,40.15348,-122.1887,Upper Sac R,0.391 (0.014),5,466,NFBC_BelowECD_rel
Mill_Ck_Conf,6,0.34,0.014,0.31,0.37,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,441.318,40.0327,-122.11987,Upper Sac R,0.34 (0.014),6,405,NFBC_BelowECD_rel
Abv_WoodsonBr,7,0.284,0.013,0.26,0.31,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,425.158,39.920094,-122.08446000000001,Upper Sac R,0.284 (0.013),7,338,NFBC_BelowECD_rel
GCID,8,0.226,0.012,0.2,0.25,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,405.273,39.798953499999996,-122.04724300000001,Upper Sac R,0.226 (0.012),8,268,NFBC_BelowECD_rel
Blw_IrvineFinch,9,0.192,0.012,0.17,0.22,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,394.668,39.73146,-121.97483,Upper Sac R,0.192 (0.012),9,218,NFBC_BelowECD_rel
