GEN,reach,cum.phi,cum.phi.se,LCI,UCI,group,release,mean_rel_date,GenRKM,GenLat,GenLon,Region,Survival estimate (SE),reach_num,count,release_site
FR_Boyds_Rel,3.5,1,0,0,0,1,2013-04-18_FR_Boyds_Rel,2013-04-18,240.75,39.057335,-121.61066,Feather_R,1 (NA),3.5,151,FR_Boyds_Rel
StarBend,4,0.802,0.035,0.72,0.86,1,2013-04-18_FR_Boyds_Rel,2013-04-18,234.92,39.009884,-121.59382,Feather_R,0.802 (0.035),4,118,FR_Boyds_Rel
BC_Beach,5,0.418,0.042,0.34,0.5,1,2013-04-18_FR_Boyds_Rel,2013-04-18,217.31,38.877506,-121.61404,Feather_R,0.418 (0.042),5,55,FR_Boyds_Rel
Blw_FRConf,6,0.329,0.04,0.26,0.41,1,2013-04-18_FR_Boyds_Rel,2013-04-18,203.46,38.78212,-121.61526,Lower Sac R,0.329 (0.04),6,46,FR_Boyds_Rel
TowerBridge,7,0.234,0.035,0.17,0.31,1,2013-04-18_FR_Boyds_Rel,2013-04-18,172,38.5802,-121.508,Lower Sac R,0.234 (0.035),7,35,FR_Boyds_Rel
Hood,8,0.2,0.046,0.12,0.3,1,2013-04-18_FR_Boyds_Rel,2013-04-18,138.22,38.3617,-121.52033,Lower Sac R,0.2 (0.046),8,24,FR_Boyds_Rel
GoldenGateE,9,0.106,0.083,0.02,0.4,1,2013-04-18_FR_Boyds_Rel,2013-04-18,1.71,37.82794,-122.46168,SF Bay,0.106 (0.083),9,4,FR_Boyds_Rel
FR_Gridley_Rel,0.5,1,0,0,0,2,2013-04-17_FR_Gridley_Rel,2013-04-17,287.38,39.357876,-121.63604,Feather_R,1 (NA),0.5,151,FR_Gridley_Rel
CoxRiffle,1,0.876,0.027,0.81,0.92,2,2013-04-17_FR_Gridley_Rel,2013-04-17,283.87,39.333267,-121.632675,Feather_R,0.876 (0.027),1,131,FR_Gridley_Rel
SunsetPumps,2,0.702,0.037,0.62,0.77,2,2013-04-17_FR_Gridley_Rel,2013-04-17,269.75,39.251724,-121.63522,Feather_R,0.702 (0.037),2,106,FR_Gridley_Rel
ShanghaiBend,3,0.412,0.04,0.34,0.49,2,2013-04-17_FR_Gridley_Rel,2013-04-17,245.45,39.094635,-121.59285,Feather_R,0.412 (0.04),3,61,FR_Gridley_Rel
StarBend,4,0.364,0.04,0.29,0.44,2,2013-04-17_FR_Gridley_Rel,2013-04-17,234.92,39.009884,-121.59382,Feather_R,0.364 (0.04),4,52,FR_Gridley_Rel
BC_Beach,5,0.188,0.033,0.13,0.26,2,2013-04-17_FR_Gridley_Rel,2013-04-17,217.31,38.877506,-121.61404,Feather_R,0.188 (0.033),5,24,FR_Gridley_Rel
Blw_FRConf,6,0.12,0.027,0.08,0.18,2,2013-04-17_FR_Gridley_Rel,2013-04-17,203.46,38.78212,-121.61526,Lower Sac R,0.12 (0.027),6,14,FR_Gridley_Rel
TowerBridge,7,0.114,0.026,0.07,0.18,2,2013-04-17_FR_Gridley_Rel,2013-04-17,172,38.5802,-121.508,Lower Sac R,0.114 (0.026),7,16,FR_Gridley_Rel
Hood,8,0.081,0.028,0.04,0.16,2,2013-04-17_FR_Gridley_Rel,2013-04-17,138.22,38.3617,-121.52033,Lower Sac R,0.081 (0.028),8,9,FR_Gridley_Rel
GoldenGateE,9,0.053,0.059,0.01,0.36,2,2013-04-17_FR_Gridley_Rel,2013-04-17,1.71,37.82794,-122.46168,SF Bay,0.053 (0.059),9,2,FR_Gridley_Rel
