GEN,reach,cum.phi,cum.phi.se,LCI,UCI,group,release,mean_rel_date,GenRKM,GenLat,GenLon,Region,Survival estimate (SE),reach_num,count,release_site
FR_Boyds_Rel,4.5,1,0,0,0,1,2020-04-07_FR_Boyds_Rel,2020-04-07,240.75,39.057335,-121.61066,Feather_R,1 (NA),4.5,252,FR_Boyds_Rel
StarBend,5,0.922,0.017,0.88,0.95,1,2020-04-07_FR_Boyds_Rel,2020-04-07,234.92,39.009884,-121.59382,Feather_R,0.922 (0.017),5,232,FR_Boyds_Rel
BC_Beach,6,0.624,0.031,0.56,0.68,1,2020-04-07_FR_Boyds_Rel,2020-04-07,217.31,38.877506,-121.61404,Feather_R,0.624 (0.031),6,157,FR_Boyds_Rel
Blw_FRConf,7,0.421,0.031,0.36,0.48,1,2020-04-07_FR_Boyds_Rel,2020-04-07,203.46,38.78212,-121.61526,Lower Sac R,0.421 (0.031),7,105,FR_Boyds_Rel
Blw_FR_GS2,8,0.409,0.032,0.35,0.47,1,2020-04-07_FR_Boyds_Rel,2020-04-07,199,38.735055,-121.603635,Lower Sac R,0.409 (0.032),8,83,FR_Boyds_Rel
Blw_Elkhorn_GS1,9,0.349,0.03,0.29,0.41,1,2020-04-07_FR_Boyds_Rel,2020-04-07,191.92,38.647935000000004,-121.578205,Lower Sac R,0.349 (0.03),9,88,FR_Boyds_Rel
TowerBridge,10,0.325,0.03,0.27,0.39,1,2020-04-07_FR_Boyds_Rel,2020-04-07,172,38.5802,-121.508,Lower Sac R,0.325 (0.03),10,81,FR_Boyds_Rel
I80-50_Br,11,0.322,0.029,0.27,0.38,1,2020-04-07_FR_Boyds_Rel,2020-04-07,170.74,38.571133,-121.5164,Lower Sac R,0.322 (0.029),11,79,FR_Boyds_Rel
SacTrawl,12,0.314,0.029,0.26,0.37,1,2020-04-07_FR_Boyds_Rel,2020-04-07,166.815,38.539519999999996,-121.51444000000001,Lower Sac R,0.314 (0.029),12,79,FR_Boyds_Rel
Freeport,13,0.298,0.031,0.24,0.36,1,2020-04-07_FR_Boyds_Rel,2020-04-07,152.43,38.46467,-121.50501,Lower Sac R,0.298 (0.031),13,72,FR_Boyds_Rel
Chipps,14,0.041,0.013,0.02,0.07,1,2020-04-07_FR_Boyds_Rel,2020-04-07,71.47999999999999,38.046132,-121.912643,West Delta,0.041 (0.013),14,10,FR_Boyds_Rel
Benicia,15,0.028,0.01,0.01,0.06,1,2020-04-07_FR_Boyds_Rel,2020-04-07,52.14,38.0423015,-122.1236,Carquinez Strait,0.028 (0.01),15,7,FR_Boyds_Rel
GoldenGateE,16,0.024,0.01,0.01,0.05,1,2020-04-07_FR_Boyds_Rel,2020-04-07,1.71,37.82794,-122.46168,SF Bay,0.024 (0.01),16,6,FR_Boyds_Rel
FR_Gridley_Rel,0.5,1,0,0,0,2,2020-04-07_FR_Gridley_Rel,2020-04-07,287.38,39.357876,-121.63604,Feather_R,1 (NA),0.5,256,FR_Gridley_Rel
Gridley,1,0.993,0.006,0.97,1,2,2020-04-07_FR_Gridley_Rel,2020-04-07,287.02,39.35455,-121.63422,Feather_R,0.993 (0.006),1,242,FR_Gridley_Rel
CoxRiffle,2,0.973,0.01,0.94,0.99,2,2020-04-07_FR_Gridley_Rel,2020-04-07,283.87,39.333267,-121.632675,Feather_R,0.973 (0.01),2,249,FR_Gridley_Rel
SunsetPumps,3,0.859,0.022,0.81,0.9,2,2020-04-07_FR_Gridley_Rel,2020-04-07,269.75,39.251724,-121.63522,Feather_R,0.859 (0.022),3,220,FR_Gridley_Rel
ShanghaiBend,4,0.665,0.03,0.6,0.72,2,2020-04-07_FR_Gridley_Rel,2020-04-07,245.45,39.094635,-121.59285,Feather_R,0.665 (0.03),4,167,FR_Gridley_Rel
StarBend,5,0.598,0.031,0.54,0.66,2,2020-04-07_FR_Gridley_Rel,2020-04-07,234.92,39.009884,-121.59382,Feather_R,0.598 (0.031),5,152,FR_Gridley_Rel
BC_Beach,6,0.45,0.031,0.39,0.51,2,2020-04-07_FR_Gridley_Rel,2020-04-07,217.31,38.877506,-121.61404,Feather_R,0.45 (0.031),6,114,FR_Gridley_Rel
Blw_FRConf,7,0.298,0.029,0.24,0.36,2,2020-04-07_FR_Gridley_Rel,2020-04-07,203.46,38.78212,-121.61526,Lower Sac R,0.298 (0.029),7,74,FR_Gridley_Rel
Blw_FR_GS2,8,0.26,0.028,0.21,0.32,2,2020-04-07_FR_Gridley_Rel,2020-04-07,199,38.735055,-121.603635,Lower Sac R,0.26 (0.028),8,52,FR_Gridley_Rel
Blw_Elkhorn_GS1,9,0.25,0.027,0.2,0.31,2,2020-04-07_FR_Gridley_Rel,2020-04-07,191.92,38.647935000000004,-121.578205,Lower Sac R,0.25 (0.027),9,63,FR_Gridley_Rel
