GEN,reach,cum.phi,cum.phi.se,LCI,UCI,group,release,mean_rel_date,GenRKM,GenLat,GenLon,Region,Survival estimate (SE),reach_num,count,release_site
Mok_Below_WIDD,5,0.864,0.03,0.79,0.91,3,2023-04-19_Mok_Vino_Rel,2023-04-19,169.38,38.158455,-121.302734,Lower Mok R,0.864 (0.03),5,111,Mok_Vino_Rel
Mok_Cosumnes,6,0.724,0.039,0.64,0.79,3,2023-04-19_Mok_Vino_Rel,2023-04-19,146.642,38.2549,-121.429535,Lower Mok R,0.724 (0.039),6,88,Mok_Vino_Rel
Mok_I5_Bridge,7,0.719,0.04,0.63,0.79,3,2023-04-19_Mok_Vino_Rel,2023-04-19,142.69,38.25932,-121.464615,Lower Mok R,0.719 (0.04),7,93,Mok_Vino_Rel
Benicia,8,0.192,0.035,0.13,0.27,3,2023-04-19_Mok_Vino_Rel,2023-04-19,52.144000000000005,38.0423015,-122.1236,Carquinez Strait,0.192 (0.035),8,25,Mok_Vino_Rel
GoldenGateE,9,0.166,0.033,0.11,0.24,3,2023-04-19_Mok_Vino_Rel,2023-04-19,1.71,37.82794,-122.46168,SF Bay,0.166 (0.033),9,19,Mok_Vino_Rel
Abv_CRC_Rel,5.5,1,0,0,0,4,2023-05-05_Abv_CRC_Rel,2023-05-05,146.962,38.252293,-121.42802,Lower Mok R,1 (NA),5.5,206,Abv_CRC_Rel
Mok_Cosumnes,6,0.992,0.007,0.96,1,4,2023-05-05_Abv_CRC_Rel,2023-05-05,146.642,38.2549,-121.429535,Lower Mok R,0.992 (0.007),6,197,Abv_CRC_Rel
Mok_I5_Bridge,7,0.976,0.013,0.93,0.99,4,2023-05-05_Abv_CRC_Rel,2023-05-05,142.69,38.25932,-121.464615,Lower Mok R,0.976 (0.013),7,200,Abv_CRC_Rel
Benicia,8,0.15,0.025,0.11,0.21,4,2023-05-05_Abv_CRC_Rel,2023-05-05,52.144000000000005,38.0423015,-122.1236,Carquinez Strait,0.15 (0.025),8,31,Abv_CRC_Rel
GoldenGateE,9,0.117,0.023,0.08,0.17,4,2023-05-05_Abv_CRC_Rel,2023-05-05,1.71,37.82794,-122.46168,SF Bay,0.117 (0.023),9,20,Abv_CRC_Rel
Mok_WB_WildArea_Rel,5.5,1,0,0,0,5,2023-05-06_Mok_WB_WildArea_Rel,2023-05-06,168.392,38.161175,-121.31219,Lower Mok R,1 (NA),5.5,217,Mok_WB_WildArea_Rel
Mok_Cosumnes,6,0.758,0.029,0.7,0.81,5,2023-05-06_Mok_WB_WildArea_Rel,2023-05-06,146.642,38.2549,-121.429535,Lower Mok R,0.758 (0.029),6,161,Mok_WB_WildArea_Rel
Mok_I5_Bridge,7,0.737,0.03,0.67,0.79,5,2023-05-06_Mok_WB_WildArea_Rel,2023-05-06,142.69,38.25932,-121.464615,Lower Mok R,0.737 (0.03),7,159,Mok_WB_WildArea_Rel
Benicia,8,0.092,0.02,0.06,0.14,5,2023-05-06_Mok_WB_WildArea_Rel,2023-05-06,52.144000000000005,38.0423015,-122.1236,Carquinez Strait,0.092 (0.02),8,20,Mok_WB_WildArea_Rel
GoldenGateE,9,0.068,0.018,0.04,0.11,5,2023-05-06_Mok_WB_WildArea_Rel,2023-05-06,1.71,37.82794,-122.46168,SF Bay,0.068 (0.018),9,12,Mok_WB_WildArea_Rel
Mok_Vino_Rel,0.5,1,0,0,0,6,2023-05-06_Mok_Vino_Rel,2023-05-06,194.1,38.17641,-121.1543,Lower Mok R,1 (NA),0.5,217,Mok_Vino_Rel
Mok_Vino,1,0.987,0.008,0.96,1,6,2023-05-06_Mok_Vino_Rel,2023-05-06,193.8,38.177,-121.15713,Lower Mok R,0.987 (0.008),1,206,Mok_Vino_Rel
Mok_Bruella_Road Bridge,2,0.95,0.015,0.91,0.97,6,2023-05-06_Mok_Vino_Rel,2023-05-06,185.53,38.158844,-121.20416,Lower Mok R,0.95 (0.015),2,192,Mok_Vino_Rel
Mok_Highway_99,3,0.937,0.017,0.9,0.96,6,2023-05-06_Mok_Vino_Rel,2023-05-06,178.09,38.150185,-121.24841,Lower Mok R,0.937 (0.017),3,172,Mok_Vino_Rel
Mok_Above_WIDD,4,0.934,0.018,0.89,0.96,6,2023-05-06_Mok_Vino_Rel,2023-05-06,170.27,38.154774,-121.29861,Lower Mok R,0.934 (0.018),4,186,Mok_Vino_Rel
Mok_Below_WIDD,5,0.861,0.024,0.81,0.9,6,2023-05-06_Mok_Vino_Rel,2023-05-06,169.38,38.158455,-121.302734,Lower Mok R,0.861 (0.024),5,183,Mok_Vino_Rel
Mok_Cosumnes,6,0.621,0.033,0.55,0.68,6,2023-05-06_Mok_Vino_Rel,2023-05-06,146.642,38.2549,-121.429535,Lower Mok R,0.621 (0.033),6,125,Mok_Vino_Rel
Mok_I5_Bridge,7,0.588,0.034,0.52,0.65,6,2023-05-06_Mok_Vino_Rel,2023-05-06,142.69,38.25932,-121.464615,Lower Mok R,0.588 (0.034),7,127,Mok_Vino_Rel
Benicia,8,0.129,0.023,0.09,0.18,6,2023-05-06_Mok_Vino_Rel,2023-05-06,52.144000000000005,38.0423015,-122.1236,Carquinez Strait,0.129 (0.023),8,28,Mok_Vino_Rel
GoldenGateE,9,0.1,0.021,0.06,0.15,6,2023-05-06_Mok_Vino_Rel,2023-05-06,1.71,37.82794,-122.46168,SF Bay,0.1 (0.021),9,16,Mok_Vino_Rel
