GEN,reach,cum.phi,cum.phi.se,LCI,UCI,group,release,mean_rel_date,GenRKM,GenLat,GenLon,Region,Survival estimate (SE),reach_num,count,release_site
Abv_CRC_Rel,5.5,1,0,0,0,1,2023-04-21_Abv_CRC_Rel,2023-04-21,146.962,38.252293,-121.42802,Lower Mok R,1 (NA),5.5,204,Abv_CRC_Rel
Mok_Cosumnes,6,0.97,0.013,0.93,0.99,1,2023-04-21_Abv_CRC_Rel,2023-04-21,146.642,38.2549,-121.429535,Lower Mok R,0.97 (0.013),6,149,Abv_CRC_Rel
Mok_I5_Bridge,7,0.931,0.019,0.88,0.96,1,2023-04-21_Abv_CRC_Rel,2023-04-21,142.69,38.25932,-121.464615,Lower Mok R,0.931 (0.019),7,189,Abv_CRC_Rel
Benicia,8,0.176,0.027,0.13,0.23,1,2023-04-21_Abv_CRC_Rel,2023-04-21,52.144000000000005,38.0423015,-122.1236,Carquinez Strait,0.176 (0.027),8,36,Abv_CRC_Rel
GoldenGateE,9,0.156,0.026,0.11,0.21,1,2023-04-21_Abv_CRC_Rel,2023-04-21,1.71,37.82794,-122.46168,SF Bay,0.156 (0.026),9,23,Abv_CRC_Rel
Mok_WB_WildArea_Rel,5.5,1,0,0,0,2,2023-04-19_Mok_WB_WildArea_Rel,2023-04-19,168.392,38.161175,-121.31219,Lower Mok R,1 (NA),5.5,128,Mok_WB_WildArea_Rel
Mok_Cosumnes,6,0.666,0.042,0.58,0.74,2,2023-04-19_Mok_WB_WildArea_Rel,2023-04-19,146.642,38.2549,-121.429535,Lower Mok R,0.666 (0.042),6,77,Mok_WB_WildArea_Rel
Mok_I5_Bridge,7,0.651,0.042,0.56,0.73,2,2023-04-19_Mok_WB_WildArea_Rel,2023-04-19,142.69,38.25932,-121.464615,Lower Mok R,0.651 (0.042),7,82,Mok_WB_WildArea_Rel
Benicia,8,0.195,0.035,0.14,0.27,2,2023-04-19_Mok_WB_WildArea_Rel,2023-04-19,52.144000000000005,38.0423015,-122.1236,Carquinez Strait,0.195 (0.035),8,25,Mok_WB_WildArea_Rel
GoldenGateE,9,0.155,0.033,0.1,0.23,2,2023-04-19_Mok_WB_WildArea_Rel,2023-04-19,1.71,37.82794,-122.46168,SF Bay,0.155 (0.033),9,15,Mok_WB_WildArea_Rel
Mok_Vino_Rel,0.5,1,0,0,0,3,2023-04-19_Mok_Vino_Rel,2023-04-19,194.1,38.17641,-121.1543,Lower Mok R,1 (NA),0.5,130,Mok_Vino_Rel
Mok_Vino,1,0.985,0.011,0.94,1,3,2023-04-19_Mok_Vino_Rel,2023-04-19,193.8,38.177,-121.15713,Lower Mok R,0.985 (0.011),1,128,Mok_Vino_Rel
Mok_Bruella_Road Bridge,2,0.964,0.017,0.91,0.99,3,2023-04-19_Mok_Vino_Rel,2023-04-19,185.53,38.158844,-121.20416,Lower Mok R,0.964 (0.017),2,117,Mok_Vino_Rel
Mok_Highway_99,3,0.932,0.022,0.87,0.96,3,2023-04-19_Mok_Vino_Rel,2023-04-19,178.09,38.150185,-121.24841,Lower Mok R,0.932 (0.022),3,108,Mok_Vino_Rel
Mok_Above_WIDD,4,0.932,0.022,0.87,0.96,3,2023-04-19_Mok_Vino_Rel,2023-04-19,170.27,38.154774,-121.29861,Lower Mok R,0.932 (0.022),4,107,Mok_Vino_Rel
