GEN,reach,cum.phi,cum.phi.se,LCI,UCI,group,release,mean_rel_date,GenRKM,GenLat,GenLon,Region,Survival estimate (SE),reach_num,count,release_site
MillCk_RST_Rel,0.5,1,0,0,0,1,2013-04-17_MillCk_RST_Rel,2013-04-17,450.7,40.05479,-122.032104,Mill Ck,1 (NA),0.5,6,MillCk_RST_Rel
Mill_Ck_Conf,1,0.5,0.204,0.17,0.83,1,2013-04-17_MillCk_RST_Rel,2013-04-17,441.31,40.0327,-122.11987,Upper Sac R,0.5 (0.204),1,3,MillCk_RST_Rel
Abv_WoodsonBr,2,0.5,0.204,0.17,0.83,1,2013-04-17_MillCk_RST_Rel,2013-04-17,425.15,39.920094,-122.08446000000001,Upper Sac R,0.5 (0.204),2,3,MillCk_RST_Rel
Blw_IrvineFinch,3,0.333,0.192,0.08,0.73,1,2013-04-17_MillCk_RST_Rel,2013-04-17,394.66,39.73146,-121.97483,Upper Sac R,0.333 (0.192),3,2,MillCk_RST_Rel
BlwOrd,4,0.167,0.152,0.02,0.63,1,2013-04-17_MillCk_RST_Rel,2013-04-17,361.72,39.56548,-122.0018,Upper Sac R,0.167 (0.152),4,1,MillCk_RST_Rel
BlwButteBr,5,0.167,0.152,0.02,0.63,1,2013-04-17_MillCk_RST_Rel,2013-04-17,338.28,39.41913,-122.00943,Lower Sac R,0.167 (0.152),5,1,MillCk_RST_Rel
AbvTisdale,6,0.167,0.152,0.02,0.63,1,2013-04-17_MillCk_RST_Rel,2013-04-17,269.23,39.0364,-121.82918,Lower Sac R,0.167 (0.152),6,1,MillCk_RST_Rel
BlwTisdale,7,0.167,0.152,0.02,0.63,1,2013-04-17_MillCk_RST_Rel,2013-04-17,261.4,38.98941,-121.80463,Lower Sac R,0.167 (0.152),7,1,MillCk_RST_Rel
BlwChinaBend,8,0.167,0.152,0.02,0.63,1,2013-04-17_MillCk_RST_Rel,2013-04-17,240.61,38.88406,-121.81713,Lower Sac R,0.167 (0.152),8,1,MillCk_RST_Rel
KnightsLanding,9,0.167,0.152,0.02,0.63,1,2013-04-17_MillCk_RST_Rel,2013-04-17,224.06,38.82341,-121.72388,Lower Sac R,0.167 (0.152),9,1,MillCk_RST_Rel
MillCk_RST_Rel,0.5,1,0,0,0,2,2013-05-05_MillCk_RST_Rel,2013-05-05,450.7,40.05479,-122.032104,Mill Ck,1 (NA),0.5,49,MillCk_RST_Rel
Mill_Ck_Conf,1,0.878,0.047,0.75,0.94,2,2013-05-05_MillCk_RST_Rel,2013-05-05,441.31,40.0327,-122.11987,Upper Sac R,0.878 (0.047),1,43,MillCk_RST_Rel
Abv_WoodsonBr,2,0.878,0.047,0.75,0.94,2,2013-05-05_MillCk_RST_Rel,2013-05-05,425.15,39.920094,-122.08446000000001,Upper Sac R,0.878 (0.047),2,42,MillCk_RST_Rel
Blw_IrvineFinch,3,0.776,0.06,0.64,0.87,2,2013-05-05_MillCk_RST_Rel,2013-05-05,394.66,39.73146,-121.97483,Upper Sac R,0.776 (0.06),3,38,MillCk_RST_Rel
BlwOrd,4,0.612,0.07,0.47,0.74,2,2013-05-05_MillCk_RST_Rel,2013-05-05,361.72,39.56548,-122.0018,Upper Sac R,0.612 (0.07),4,30,MillCk_RST_Rel
BlwButteBr,5,0.469,0.071,0.34,0.61,2,2013-05-05_MillCk_RST_Rel,2013-05-05,338.28,39.41913,-122.00943,Lower Sac R,0.469 (0.071),5,23,MillCk_RST_Rel
AbvTisdale,6,0.265,0.063,0.16,0.41,2,2013-05-05_MillCk_RST_Rel,2013-05-05,269.23,39.0364,-121.82918,Lower Sac R,0.265 (0.063),6,13,MillCk_RST_Rel
BlwTisdale,7,0.265,0.063,0.16,0.41,2,2013-05-05_MillCk_RST_Rel,2013-05-05,261.4,38.98941,-121.80463,Lower Sac R,0.265 (0.063),7,13,MillCk_RST_Rel
BlwChinaBend,8,0.265,0.063,0.16,0.41,2,2013-05-05_MillCk_RST_Rel,2013-05-05,240.61,38.88406,-121.81713,Lower Sac R,0.265 (0.063),8,13,MillCk_RST_Rel
KnightsLanding,9,0.204,0.058,0.11,0.34,2,2013-05-05_MillCk_RST_Rel,2013-05-05,224.06,38.82341,-121.72388,Lower Sac R,0.204 (0.058),9,10,MillCk_RST_Rel
Blw_FRConf,10,0.184,0.055,0.1,0.32,2,2013-05-05_MillCk_RST_Rel,2013-05-05,203.46,38.78212,-121.61526,Lower Sac R,0.184 (0.055),10,9,MillCk_RST_Rel
TowerBridge,11,0.102,0.043,0.04,0.22,2,2013-05-05_MillCk_RST_Rel,2013-05-05,172,38.5802,-121.508,Lower Sac R,0.102 (0.043),11,5,MillCk_RST_Rel
FreeportDiv,12,0.102,0.043,0.04,0.22,2,2013-05-05_MillCk_RST_Rel,2013-05-05,153.13,38.47223,-121.50639,Lower Sac R,0.102 (0.043),12,5,MillCk_RST_Rel
Hood,13,0.102,0.043,0.04,0.22,2,2013-05-05_MillCk_RST_Rel,2013-05-05,138.22,38.3617,-121.52033,Lower Sac R,0.102 (0.043),13,5,MillCk_RST_Rel
Benicia,14,0.02,0.02,0,0.13,2,2013-05-05_MillCk_RST_Rel,2013-05-05,52.04,38.041233,-122.12382,Carquinez Strait,0.02 (0.02),14,1,MillCk_RST_Rel
GoldenGateE,15,0.02,0.02,0,0.13,2,2013-05-05_MillCk_RST_Rel,2013-05-05,1.71,37.82794,-122.46168,SF Bay,0.02 (0.02),15,1,MillCk_RST_Rel
