"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC.ofSD","SSeff","AC.50","psrf","parameter","est","l95","u95"
"Pb_14",0.8416,0.9609835,0.999999,0.945518557883333,0.051755079037484,NA,0.000241098912691887,0.5,46080,-0.00246760786705968,1.0000019873954,"Pb_14",0.946,0.842,1
"gamma_13",0.292472,0.4376995,0.590092,0.439034845416667,0.076813409029447,NA,0.000313589429209732,0.4,60000,-0.00141003323764777,0.999996216781257,"gamma_13",0.439,0.292,0.59
"Pa_15",0.869905,0.968414,1,0.955662306333333,0.0423463049117227,NA,0.000196945007172419,0.5,46232,-0.00197096999571931,1.00007760631523,"Pa_15",0.956,0.87,1
"Pb_15",0.801334,0.925628,0.996293,0.9139212207,0.0570866427901718,NA,0.000238502397916411,0.4,57291,0.00204014867068802,1.00007538252059,"Pb_15",0.914,0.801,0.996
"S_12",0.590034,0.737283,0.869814,0.732922409216667,0.0725179310935987,NA,0.000299887393893739,0.4,58476,0.00279183586220589,0.999993503246973,"S_12",0.733,0.59,0.87
"Pa_21",0.698817,0.9199055,0.999993,0.892643755366667,0.096061018155317,NA,0.000429507764715732,0.4,50021,0.00467589697003169,0.999996762116734,"Pa_21",0.893,0.699,1
"Pb_21",0.699571,0.919949,1,0.892611802733333,0.0962038923933818,NA,0.000425614740607358,0.4,51092,0.000762842993908921,1.00000432211387,"Pb_21",0.893,0.7,1
"gamma_18",0.157279,0.318635,0.494687,0.323178617036667,0.0870251269656436,NA,0.000359339581062546,0.4,58652,0.00765805616974564,1.00000693403489,"gamma_18",0.323,0.157,0.495
"Pa_22",0.850592,0.963357,1,0.948800952283333,0.0488156520836683,NA,0.000225900313938827,0.5,46697,0.00335640974212366,1.00029043349509,"Pa_22",0.949,0.851,1
"Pb_22",0.850142,0.963032,0.999997,0.94834208215,0.0491270790869533,NA,0.000231424003418672,0.5,45064,-0.00466466004927943,1.00004491766576,"Pb_22",0.948,0.85,1
"S_16",0.0506788,0.2007685,0.392323,0.211066003554,0.0916902309535343,NA,0.000374323800390173,0.4,60000,-0.00794543397485581,0.999999958023786,"S_16",0.211,0.051,0.392
"S_17",0.0373722,0.15817,0.313099,0.167416567720667,0.0744301036594645,NA,0.000308103932996625,0.4,58358,0.000690541305599226,1.00000487708472,"S_17",0.167,0.037,0.313
"sac_route",0.2137,0.318825,0.434,0.320254766716667,0.0564283270246071,NA,0.000230367680415317,0.4,60000,0.000940126364018636,0.999991138001724,"sac_route",0.32,0.214,0.434
"sutter_route",0.141849,0.228829,0.325925,0.231295283893333,0.0477130071804274,NA,0.000194787536142995,0.4,60000,-0.00418463685552869,0.999993865991448,"sutter_route",0.231,0.142,0.326
"steam_route",0.196663,0.293864,0.397039,0.295520824533333,0.0516233404276957,NA,0.000210751404776408,0.4,60000,-0.000886261535085661,1.00004185730717,"steam_route",0.296,0.197,0.397
"georg_route",0.0700849,0.149267,0.244034,0.152929130216667,0.0453441122177063,NA,0.000186648430207416,0.4,59019,0.00656138280947654,1.00004764680474,"georg_route",0.153,0.07,0.244
"sac_surv",0.0454871,0.109459,0.186217,0.112530680698333,0.0369067898024641,NA,0.000150671338433651,0.4,60000,-0.000472265275134261,0.999995123469151,"sac_surv",0.113,0.045,0.186
"sutter_surv",0.0214443,0.0871376,0.173896,0.0922239082328333,0.0410308894054601,NA,0.000167911825448094,0.4,59712,-0.00862717989184379,1.00000787455017,"sutter_surv",0.092,0.021,0.174
"steam_surv",0.0153462,0.06878135,0.137987,0.0731225445638333,0.0331901384468991,NA,0.000136562425069507,0.4,59068,0.000317282893822109,1.00000066814607,"steam_surv",0.073,0.015,0.138
"georg_surv",0.00229987,0.0564729,0.140814,0.0638062299381433,0.0397799559470172,NA,0.000164251400173921,0.4,58656,0.00125496170077346,0.999978246051348,"georg_surv",0.064,0.002,0.141
"overall_surv",0.0493112,0.087316,0.129519,0.08872949737,0.0207318440108433,NA,8.46373987559025e-05,0.4,60000,-0.003193544262729,1.00000534149952,"overall_surv",0.089,0.049,0.13
"overall_surv_fromrelease",0.0140968,0.02516445,0.0380111,0.0256395425336667,0.00621921071588551,NA,2.55324915596381e-05,0.4,59331,-0.00118935136276168,1.00000527872401,"overall_surv_fromrelease",0.026,0.014,0.038
"P_3",0.99836,0.999502,0.999989,0.999367154183333,0.00051400721950299,NA,2.18238239853872e-06,0.4,55472,-0.00367764486876814,1.00006584735363,"P_3",0.999,0.998,1
"P_30",0.977465,0.997777,1,0.9944161155,0.00939086286725114,NA,4.27088380104401e-05,0.5,48348,0.00376861309921664,1.00078715475334,"P_30",0.994,0.977,1
"P_8",0.997033,0.999699,1,0.999253118533333,0.00125468678213537,NA,5.77653695189352e-06,0.5,47178,-0.0082811758506456,1.00035282975105,"P_8",0.999,0.997,1
"P_14",0.987688,0.998755,1,0.996911396866667,0.0052225965739384,NA,2.40782979406776e-05,0.5,47046,-0.00116074294613339,1.00090469173541,"P_14",0.997,0.988,1
"P_15",0.985874,0.997949,1,0.996074248433333,0.00538302641327073,NA,2.42032995424211e-05,0.4,49466,-0.00284923088237165,1.0004825523274,"P_15",0.996,0.986,1
"P_21",0.952024,0.99486,1,0.987797141783333,0.0194409814925003,NA,8.61675754161643e-05,0.4,50904,0.00504550552041255,1.00062228687194,"P_21",0.988,0.952,1
"P_22",0.989166,0.998891,1,0.997272818283333,0.00457850954290691,NA,2.05715654189713e-05,0.4,49535,0.000206907260868999,1.00024854748437,"P_22",0.997,0.989,1
"r1_sut",0.141849,0.228829,0.325925,0.231295283893333,0.0477130071804274,NA,0.000194787536142995,0.4,60000,-0.00418463685552869,0.999993865991448,"r1_sut",0.231,0.142,0.326
"r1_ste",0.196663,0.293864,0.397039,0.295520824533333,0.0516233404276957,NA,0.000210751404776408,0.4,60000,-0.000886261535085661,1.00004185730717,"r1_ste",0.296,0.197,0.397
"r1_sac",0.364486,0.472845,0.585562,0.473183894083333,0.056662410557999,NA,0.000230493274109097,0.4,60433,-0.00541973290755183,1.00005924012509,"r1_sac",0.473,0.364,0.586
"r2_geo",0.157279,0.318635,0.494687,0.323178617036667,0.0870251269656436,NA,0.000359339581062546,0.4,58652,0.00765805616974564,1.00000693403489,"r2_geo",0.323,0.157,0.495
"r2_sac",0.505313,0.681365,0.842721,0.6768213829,0.0870251268012103,NA,0.000359339580510023,0.4,58652,0.00765805645099657,1.00000693408335,"r2_sac",0.677,0.505,0.843
"FirstSeenAtR.1_pred[1]",140,170,200,170.3631,15.5972394872082,168,0.0639519659127372,0.4,59482,0.00226943899738176,1.00004767516596,"FirstSeenAtR.1_pred[1]",170.363,140,200
"FirstSeenAtR.1_pred[2]",0,0,0,0.0206166666666667,0.144540540754792,0,0.000585987993496764,0.4,60842,-0.00200423568430259,1.00005351637648,"FirstSeenAtR.1_pred[2]",0.021,0,0
"FirstSeenAtR.1_pred[3]",0,0,0,0.0110333333333333,0.105570440816492,0,0.000429425639500179,0.4,60438,0.00366744731802509,1.00148037134173,"FirstSeenAtR.1_pred[3]",0.011,0,0
"FirstSeenAtR.1_pred[4]",0,0,0,0.0135,0.116981386314572,0,0.000475198488881872,0.4,60602,-0.00224096181909014,1.00184793768528,"FirstSeenAtR.1_pred[4]",0.014,0,0
"FirstSeenAtR.1_pred[5]",0,0,0,0,0,0,NA,NA,NA,NA,NA,"FirstSeenAtR.1_pred[5]",0,0,0
"FirstSeenAtR.1_pred[6]",0,0,0,3.33333333333333e-05,0.00577345457837146,0,2.88672728918531e-05,0.5,40000,NA,1.10552245797956,"FirstSeenAtR.1_pred[6]",0,0,0
"FirstSeenAtR.1_pred[7]",0,0,0,1.66666666666667e-05,0.00408248290463863,0,2.88675134594787e-05,0.7,20000,NA,1.29098990690667,"FirstSeenAtR.1_pred[7]",0,0,0
"FirstSeenAtR.1_pred[8]",390,420,450,419.5917,15.6001820674635,419,0.0639654675447269,0.4,59480,0.00227314155141252,1.0000482307525,"FirstSeenAtR.1_pred[8]",419.592,390,450
"Auxiliary_D.3_pred[1]",2,8,17,8.88148333333333,4.16937167856966,7,0.0170833782525863,0.4,59565,0.000820986490773406,1.00009659986719,"Auxiliary_D.3_pred[1]",8.881,2,17
"Auxiliary_D.3_pred[2]",0,1,6,1.93581666666667,1.94889553413011,0,0.00806415421865621,0.4,58406,-0.00319681950941673,0.999980466088462,"Auxiliary_D.3_pred[2]",1.936,0,6
"Auxiliary_D.3_pred[3]",130,159,189,159.5458,15.279348590005,159,0.0625940268135099,0.4,59586,0.000652562210822832,1.00002606586682,"Auxiliary_D.3_pred[3]",159.546,130,189
"GivenDetectionAtD.3_pred[1]",19,35,50,35.2354166666667,8.09426881273714,33,0.0330447140535492,0.4,60000,0.00154799549239062,1.00000133601732,"GivenDetectionAtD.3_pred[1]",35.235,19,50
"GivenDetectionAtD.3_pred[2]",6,17,28,17.1721,5.72638583939117,16,0.0232703898164009,0.4,60556,0.00221826402083894,1.00006223886655,"GivenDetectionAtD.3_pred[2]",17.172,6,28
"GivenDetectionAtD.3_pred[3]",10,21,34,21.9066333333333,6.44609767237582,20,0.0263160835491063,0.4,60000,-0.00521114655032902,1.00002933880546,"GivenDetectionAtD.3_pred[3]",21.907,10,34
"GivenDetectionAtD.3_pred[4]",0,0,0,0.0062,0.07913067901309,0,0.000328450932177794,0.4,58043,-0.00102153753772612,1.00599121131047,"GivenDetectionAtD.3_pred[4]",0.006,0,0
"GivenDetectionAtD.3_pred[5]",0,0,0,0.0126166666666667,0.11353869196357,0,0.000465248447907746,0.4,59555,0.00315518426141612,1.00001478323844,"GivenDetectionAtD.3_pred[5]",0.013,0,0
"GivenDetectionAtD.3_pred[6]",0,0,0,0.0260666666666667,0.166095320071974,0,0.000678081304734305,0.4,60000,0.00263867297908278,1.00009346983298,"GivenDetectionAtD.3_pred[6]",0.026,0,0
"GivenDetectionAtD.3_pred[7]",70,96,119,96.0040666666667,12.684640257566,95,0.0519617234039865,0.4,59592,-0.00422582793731327,0.999991020801612,"GivenDetectionAtD.3_pred[7]",96.004,70,119
"Auxiliary_D.8_pred[1]",0,0,4,0.93845,1.34003415094247,0,0.00580323309669011,0.4,53320,-0.00593764976572676,1.00010588797395,"Auxiliary_D.8_pred[1]",0.938,0,4
"Auxiliary_D.8_pred[2]",0,0,4,0.93235,1.3394538861461,0,0.00585776797342189,0.4,52287,-0.001586490771067,1.0000527685869,"Auxiliary_D.8_pred[2]",0.932,0,4
"Auxiliary_D.8_pred[3]",18,33,48,33.3852333333333,7.90189023441291,33,0.0323692595671044,0.4,59593,0.000916071105408119,0.999999309027934,"Auxiliary_D.8_pred[3]",33.385,18,48
"GivenDetectionAtD.8_pred[1]",2,8,16,8.2464,3.95400399710557,6,0.0162740674880397,0.4,59031,0.00556732756178365,1.0000535973496,"GivenDetectionAtD.8_pred[1]",8.246,2,16
"GivenDetectionAtD.8_pred[2]",6,17,28,17.4564333333333,5.74235011605032,17,0.0234430461812247,0.4,60000,0.00115393546866988,0.999981644954979,"GivenDetectionAtD.8_pred[2]",17.456,6,28
"GivenDetectionAtD.8_pred[3]",0,0,0,0.0367833333333333,0.200077452266209,0,0.000819301574059259,0.4,59636,-0.00540348005793913,1.00000822958463,"GivenDetectionAtD.8_pred[3]",0.037,0,0
"GivenDetectionAtD.8_pred[4]",1,9,17,9.51641666666667,4.28011321686799,8,0.0175719794409453,0.4,59329,0.00802124858229498,1.00002674263236,"GivenDetectionAtD.8_pred[4]",9.516,1,17
"Auxiliary_D.14_pred[1]",0,0,3,0.88355,1.29472674187346,0,0.00552272396575663,0.4,54960,0.00146231562787833,1.00039829867112,"Auxiliary_D.14_pred[1]",0.884,0,3
"Auxiliary_D.14_pred[2]",0,0,4,0.88825,1.29931651566896,0,0.00555373051201762,0.4,54734,-0.00292384305229065,1.00010160137039,"Auxiliary_D.14_pred[2]",0.888,0,4
"Auxiliary_D.14_pred[3]",6,15,26,15.4113333333333,5.43526116422087,14,0.0224300314701672,0.4,58719,0.00355696897351229,1.00009141256786,"Auxiliary_D.14_pred[3]",15.411,6,26
"GivenDetectionAtD.14_pred[1]",0,3,9,3.60173333333333,2.61503300849457,2,0.0106758275522444,0.4,60000,-0.000950478969669346,0.999992709462452,"GivenDetectionAtD.14_pred[1]",3.602,0,9
"GivenDetectionAtD.14_pred[2]",4,13,23,13.5814,5.09266200463355,12,0.0205714715960129,0.4,61286,0.0008066972548457,1.00009337510661,"GivenDetectionAtD.14_pred[2]",13.581,4,23
"Auxiliary_D.15_pred[1]",0,1,5,1.80763333333333,1.85342538344091,0,0.00759532768445048,0.4,59547,0.00548843832956258,1.00021646882524,"Auxiliary_D.15_pred[1]",1.808,0,5
"Auxiliary_D.15_pred[2]",0,0,3,0.89205,1.29866273768382,0,0.00565055117261598,0.4,52822,-0.00432031162074831,1.00016726621534,"Auxiliary_D.15_pred[2]",0.892,0,3
"Auxiliary_D.15_pred[3]",7,19,30,19.22045,6.04255688201564,17,0.0244209193538305,0.4,61223,-0.0105039970384347,1.00006410676455,"Auxiliary_D.15_pred[3]",19.22,7,30
"GivenDetectionAtD.15_pred[1]",0,3,9,3.65416666666667,2.62642614099974,2,0.0107331653068054,0.4,59879,-0.00611151519676743,1.0000174233346,"GivenDetectionAtD.15_pred[1]",3.654,0,9
"GivenDetectionAtD.15_pred[2]",7,18,29,18.2659666666667,5.88575164557845,17,0.0240284804740235,0.4,60000,-0.00391392247305883,1.00001423573654,"GivenDetectionAtD.15_pred[2]",18.266,7,29
"Auxiliary_D.21_pred[1]",0,0,3,0.800783333333333,1.20823026919345,0,0.00506007097535613,0.4,57015,0.00162624947530538,1.00039846968143,"Auxiliary_D.21_pred[1]",0.801,0,3
"Auxiliary_D.21_pred[2]",0,0,3,0.805216666666667,1.20606814196446,0,0.00510345923639567,0.4,55849,0.00727195744828792,1.00018197004673,"Auxiliary_D.21_pred[2]",0.805,0,3
"Auxiliary_D.21_pred[3]",0,6,13,6.6466,3.52740922164275,5,0.0146210912477653,0.4,58204,0.00582484868701747,1.00005192069694,"Auxiliary_D.21_pred[3]",6.647,0,13
"GivenDetectionAtD.21_pred[1]",0,1,5,1.62835,1.7202060717587,0,0.00699087347587686,0.4,60548,-0.00597171967391085,0.999995482363216,"GivenDetectionAtD.21_pred[1]",1.628,0,5
"GivenDetectionAtD.21_pred[2]",0,6,13,6.62425,3.54312072885495,5,0.0146197110860245,0.4,58735,0.00648669985392847,1.00005204674117,"GivenDetectionAtD.21_pred[2]",6.624,0,13
"Auxiliary_D.22_pred[1]",0,0,3,0.855366666666667,1.26530940182771,0,0.00549158487352329,0.4,53088,0.00103414272560886,1.00000630009425,"Auxiliary_D.22_pred[1]",0.855,0,3
"Auxiliary_D.22_pred[2]",0,0,3,0.853583333333333,1.26803218603313,0,0.00546756723402875,0.4,53786,0.00627077944331353,1.00004806956617,"Auxiliary_D.22_pred[2]",0.854,0,3
"Auxiliary_D.22_pred[3]",6,15,26,15.7601333333333,5.45468238075205,15,0.0223596183197397,0.4,59513,0.00525744856864309,1.00000973261112,"Auxiliary_D.22_pred[3]",15.76,6,26
"GivenDetectionAtD.22_pred[1]",0,6,12,6.1006,3.36586815811428,5,0.0137410992147692,0.4,60000,0.00735189146658143,0.999986930165331,"GivenDetectionAtD.22_pred[1]",6.101,0,12
"GivenDetectionAtD.22_pred[2]",3,11,20,11.3684833333333,4.63914094707928,10,0.0189392136086599,0.4,60000,0.00226306862208832,0.999988864244142,"GivenDetectionAtD.22_pred[2]",11.368,3,20
"Auxiliary_H.30_pred[1]",0,1,4,1.00993333333333,1.41315295665763,0,0.00609007405164972,0.4,53843,-0.00204639314881943,1.00004993870388,"Auxiliary_H.30_pred[1]",1.01,0,4
"Auxiliary_H.30_pred[2]",0,1,4,1.02081666666667,1.43143895550839,0,0.00619967431569791,0.4,53310,-0.00239612777025048,1.00023929290312,"Auxiliary_H.30_pred[2]",1.021,0,4
"Auxiliary_H.30_pred[3]",4,13,22,13.0169666666667,4.9303803717089,12,0.0202257388866944,0.4,59423,0.000755453167529249,1.00002137401601,"Auxiliary_H.30_pred[3]",13.017,4,22
