"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC.ofSD","SSeff","AC.50","psrf","parameter","est","l95","u95"
"Pa_3",0.456326,0.558812,0.659347,0.55830941415,0.0518988397437275,NA,0.000211094717389536,0.4,60445,0.000717028177332514,0.999983769361236,"Pa_3",0.558,0.456,0.659
"Pa_30",0.9235,0.967844,0.995662,0.9641712737,0.0202472822819653,NA,8.36168900880631e-05,0.4,58633,-0.000798292361310954,1.0000693160775,"Pa_30",0.964,0.923,0.996
"Pb_3",0.60543,0.709658,0.812501,0.70782409795,0.0531742569253335,NA,0.000218114974604951,0.4,59434,0.00175471869528059,0.999994371826144,"Pb_3",0.708,0.605,0.813
"Pb_30",0.848943,0.9128665,0.963813,0.909851941683333,0.0301757071420015,NA,0.000124577774882112,0.4,58672,0.00527418138459391,1.00000579844513,"Pb_30",0.91,0.849,0.964
"S_4",0.956908,0.9875505,1,0.983981856816667,0.0137104770913445,NA,6.10092101505853e-05,0.4,50503,-0.000271431195283871,1.00000569920702,"S_4",0.984,0.957,1
"Pa_8",0.403148,0.5096505,0.617638,0.50986125065,0.0548321404479799,NA,0.000222540738193446,0.4,60709,-0.00111760464092946,0.999986279836896,"Pa_8",0.51,0.403,0.618
"Pb_8",0.250693,0.3510515,0.454668,0.352144478483333,0.0522841427831783,NA,0.00021373782768334,0.4,59838,-0.00141529679722395,1.00001372428646,"Pb_8",0.352,0.251,0.455
"gamma_5",0.655025,0.740011,0.819419,0.7386408328,0.0421098078964251,NA,0.000171076944080863,0.4,60588,0.000171822133176365,1.00004110597199,"gamma_5",0.739,0.655,0.819
"Pa_14",0.13505,0.3288095,0.55096,0.337863625098333,0.108644377448057,NA,0.00045306099190597,0.4,57504,0.00888824126945099,0.999998237680927,"Pa_14",0.338,0.135,0.551
"Pb_14",0.172816,0.378701,0.610059,0.386700038078333,0.11325241335461,NA,0.000478815482476563,0.4,55945,-0.00220227916987478,1.00009757998716,"Pb_14",0.387,0.173,0.61
"gamma_13",0.455846,0.6773845,0.868316,0.667162483566667,0.107776090180766,NA,0.0004653508680321,0.4,53639,0.00367915499024555,0.99998617219277,"gamma_13",0.667,0.456,0.868
"Pa_15",0.348346,0.673693,0.965314,0.66086736972,0.169843964554314,NA,0.000733176960817552,0.4,53664,-0.00274989613897877,1.00000230946575,"Pa_15",0.661,0.348,0.965
"Pb_15",0.166112,0.466562,0.78416,0.472288744315,0.163439641292828,NA,0.000682633785023984,0.4,57324,0.00300727276950664,1.00006327274298,"Pb_15",0.472,0.166,0.784
"S_12",0.957419,0.9897455,1,0.9855522072,0.0140516382687121,NA,6.68245557521575e-05,0.5,44216,-0.000564234466012356,1.00015830944138,"S_12",0.986,0.957,1
"Pa_21",0.837071,0.9597315,0.999997,0.9439469933,0.0528934412981773,NA,0.000243610094416107,0.5,47143,-0.000834922637250908,1.00011855254231,"Pa_21",0.944,0.837,1
"Pb_21",0.834368,0.9595675,0.999998,0.943486951183333,0.0537313971582418,NA,0.000248760671249119,0.5,46654,-0.00148091514158937,1.00006218416336,"Pb_21",0.943,0.834,1
"gamma_18",0.122849,0.2042355,0.294852,0.206804470673333,0.044327662641572,NA,0.000179519873442888,0.4,60971,-0.00144875705719069,1.00006453825543,"gamma_18",0.207,0.123,0.295
"Pa_22",0.83646,0.910998,0.971137,0.906839255983333,0.0360569876677788,NA,0.000149055131402985,0.4,58517,0.00109170316212952,0.999977720376337,"Pa_22",0.907,0.836,0.971
"Pb_22",0.854942,0.9259745,0.978816,0.921780004383333,0.0331523218226743,NA,0.000136495214460096,0.4,58992,-0.00514034541288103,1.00005933695358,"Pb_22",0.922,0.855,0.979
"S_16",0.653531,0.8370095,0.975685,0.825067008566667,0.0877442885059393,NA,0.000361888625423336,0.4,58788,-0.0074024122357182,1.00001127054863,"S_16",0.825,0.654,0.976
"S_17",0.418765,0.7104665,0.952626,0.695374444883333,0.143789269390548,NA,0.000594767182817078,0.4,58447,0.00142653732481049,1.00002003296516,"S_17",0.695,0.419,0.953
"S_23",0.667795,0.8485625,0.977312,0.836277630116667,0.0852824608464097,NA,0.000351671928489626,0.4,58809,0.00489574817192781,1.00009463847729,"S_23",0.836,0.668,0.977
"S_24",0.726241,0.823731,0.907551,0.820777870916667,0.0470379060425621,NA,0.000192665532648984,0.4,59606,0.000607669058274085,0.999982122103239,"S_24",0.821,0.726,0.908
"sac_route",0.49195,0.5864275,0.675899,0.585893189966667,0.0468973378423736,NA,0.000191457580014552,0.4,60000,-0.00275337309594547,1.00011268863556,"sac_route",0.586,0.492,0.676
"sutter_route",0.0968681,0.173089,0.253151,0.174372578215,0.0400342294728157,NA,0.000169095108382995,0.4,56053,0.00325626236192042,1.00004184775453,"sutter_route",0.174,0.097,0.253
"steam_route",0.0310682,0.082951,0.150277,0.0869865879133333,0.0317994688691142,NA,0.00013541557826529,0.4,55145,0.00220540295948892,1.00000976887606,"steam_route",0.087,0.031,0.15
"georg_route",0.0891161,0.150549,0.220634,0.152747644486667,0.0339077487317689,NA,0.000137476472923284,0.4,60833,-0.00111122831201908,1.00003485844571,"georg_route",0.153,0.089,0.221
"sac_surv",0.700042,0.7986255,0.885718,0.795955547316667,0.0482003093415804,NA,0.000199691983378246,0.4,58261,0.00229860551230227,0.999997994097847,"sac_surv",0.796,0.7,0.886
"sutter_surv",0.639974,0.8233695,0.957683,0.811735345383333,0.086040320969079,NA,0.000354602182292549,0.4,58874,-0.00594237741269222,1.00000423107782,"sutter_surv",0.812,0.64,0.958
"steam_surv",0.406858,0.699016,0.933417,0.684188871433333,0.141603302698051,NA,0.000587720017319827,0.4,58050,0.00130296238290426,1.0000114123555,"steam_surv",0.684,0.407,0.933
"georg_surv",0.645169,0.82198,0.956199,0.810995822366667,0.0842932958490219,NA,0.000349848954329546,0.4,58053,0.00320852090211855,1.00006575829482,"georg_surv",0.811,0.645,0.956
"overall_surv",0.716648,0.793361,0.862796,0.7918473162,0.0375416430621168,NA,0.000155708268963444,0.4,58130,-0.000615437704785225,0.999994539878252,"overall_surv",0.792,0.717,0.863
"P_3",0.803808,0.872721,0.928695,0.869978233283333,0.0325451184681021,NA,0.00013437614963407,0.4,58658,8.70383032995544e-05,0.999989561081846,"P_3",0.87,0.804,0.929
"P_30",0.992217,0.997303,0.99984,0.996728773566667,0.00232685844785021,NA,9.64249792903547e-06,0.4,58232,0.00352941210314272,1.0000552021334,"P_30",0.997,0.992,1
"P_8",0.594178,0.6835225,0.765716,0.682457021466667,0.0439016812931925,NA,0.000182460186171728,0.4,57893,-0.00256676033454502,0.99999054795498,"P_8",0.682,0.594,0.766
"P_14",0.391048,0.590666,0.801838,0.59221948215,0.105472628294553,NA,0.00045041516172927,0.4,54834,0.00311729184292479,1.00007075828885,"P_14",0.592,0.391,0.802
"P_15",0.57318,0.837941,0.99633,0.81325015475,0.122930530426955,NA,0.000537731603794738,0.4,52262,0.0040207415516677,1.00000488173099,"P_15",0.813,0.573,0.996
"P_21",0.987375,0.998666,1,0.99678350425,0.00528480676741273,NA,2.37195248410019e-05,0.4,49642,-0.00176739872974586,1.0000428672463,"P_21",0.997,0.987,1
"P_22",0.984016,0.993648,0.999176,0.992683512,0.00443057222329047,NA,1.82987002196961e-05,0.4,58625,-0.00700018177642441,1.00002918652035,"P_22",0.993,0.984,0.999
"r1_sut",0.0968681,0.173089,0.253151,0.174372578215,0.0400342294728157,NA,0.000169095108382995,0.4,56053,0.00325626236192042,1.00004184775453,"r1_sut",0.174,0.097,0.253
"r1_ste",0.0310682,0.082951,0.150277,0.0869865879133333,0.0317994688691142,NA,0.00013541557826529,0.4,55145,0.00220540295948892,1.00000976887606,"r1_ste",0.087,0.031,0.15
"r1_sac",0.655025,0.740011,0.819419,0.7386408328,0.0421098078964251,NA,0.000171076944080863,0.4,60588,0.000171822133176365,1.00004110597199,"r1_sac",0.739,0.655,0.819
"r2_geo",0.122849,0.2042355,0.294852,0.206804470673333,0.044327662641572,NA,0.000179519873442888,0.4,60971,-0.00144875705719069,1.00006453825543,"r2_geo",0.207,0.123,0.295
"r2_sac",0.705148,0.7957645,0.877151,0.793195529233333,0.0443276623918188,NA,0.000179519872492762,0.4,60971,-0.00144875594576717,1.00006453826191,"r2_sac",0.793,0.705,0.877
"Auxiliary_D.3_pred[1]",9,20,31,20.4128833333333,5.71760342009978,19,0.0234967527221627,0.4,59212,0.00309816294336012,1.00000465082559,"Auxiliary_D.3_pred[1]",20.413,9,31
"Auxiliary_D.3_pred[2]",25,39,52,39.1243333333333,7.01411632728503,39,0.0286350099972879,0.4,60000,0.00289410618273346,1.00004524447953,"Auxiliary_D.3_pred[2]",39.124,25,52
"Auxiliary_D.3_pred[3]",35,49,63,49.4627833333333,7.25603604507128,49,0.0295846310589721,0.4,60154,0.0036052488765004,1.00004508837839,"Auxiliary_D.3_pred[3]",49.463,35,63
"GivenDetectionAtD.3_pred[1]",39,54,66,54.0611833333333,6.99589562831781,55,0.0286627897933638,0.4,59573,-0.0099579265065339,1.00000031646092,"GivenDetectionAtD.3_pred[1]",54.061,39,66
"GivenDetectionAtD.3_pred[2]",3,11,19,10.9743666666667,4.27403564817854,10,0.0171236978000929,0.4,62299,-0.000161093035090956,1.00003268901734,"GivenDetectionAtD.3_pred[2]",10.974,3,19
"GivenDetectionAtD.3_pred[3]",1,7,14,7.4372,3.62816421250829,6,0.0147107205134884,0.4,60828,0.00424879249067427,1.0000025108264,"GivenDetectionAtD.3_pred[3]",7.437,1,14
"GivenDetectionAtD.3_pred[4]",1,5,10,5.09713333333333,2.5756440646813,4,0.0105510334555559,0.4,59591,-0.00774832244233012,0.999991644299321,"GivenDetectionAtD.3_pred[4]",5.097,1,10
"GivenDetectionAtD.3_pred[5]",10,19,29,19.5083666666667,5.08996677738851,18,0.0206047258586435,0.4,61023,-0.00182336840872417,0.999999218319039,"GivenDetectionAtD.3_pred[5]",19.508,10,29
"GivenDetectionAtD.3_pred[6]",1,7,14,7.85528333333333,3.5197225592136,7,0.0144365433113148,0.4,59442,-0.000259226601536495,1.00003674696382,"GivenDetectionAtD.3_pred[6]",7.855,1,14
"GivenDetectionAtD.3_pred[7]",0,4,9,4.06646666666667,2.57051725823263,3,0.0107517207124376,0.4,57159,-0.00125820890354538,1.00005680902995,"GivenDetectionAtD.3_pred[7]",4.066,0,9
"Auxiliary_D.8_pred[1]",15,26,37,26.1630833333333,5.852944396543,26,0.0238945454406871,0.4,60000,-0.00394053179344939,1.00001831855224,"Auxiliary_D.8_pred[1]",26.163,15,37
"Auxiliary_D.8_pred[2]",4,13,21,13.6885333333333,4.39756874030822,12,0.0179529992042818,0.4,60000,-9.59081437913722e-05,1.00001677184413,"Auxiliary_D.8_pred[2]",13.689,4,21
"Auxiliary_D.8_pred[3]",5,14,22,14.2095666666667,4.47014334392617,13,0.0183387456361824,0.4,59416,-0.00657236646869053,1.00002749442356,"Auxiliary_D.8_pred[3]",14.21,5,22
"GivenDetectionAtD.8_pred[1]",3,11,18,10.9940333333333,4.02249102830449,10,0.0164217508571155,0.4,60000,-0.00271938948682119,0.999990265576426,"GivenDetectionAtD.8_pred[1]",10.994,3,18
"GivenDetectionAtD.8_pred[2]",28,42,54,41.9396,6.67093897916785,42,0.0272339943403401,0.4,60000,-0.0026546848518894,1.00003829306007,"GivenDetectionAtD.8_pred[2]",41.94,28,54
"GivenDetectionAtD.8_pred[3]",0,0,1,0.283383333333333,0.555591904574118,0,0.00226819445237941,0.4,60000,0.0025784366063489,0.999994065406799,"GivenDetectionAtD.8_pred[3]",0.283,0,1
"GivenDetectionAtD.8_pred[4]",0,0,3,0.844166666666667,1.19635829085948,0,0.00522250833198707,0.4,52476,-0.000224221024225541,1.00040739718705,"GivenDetectionAtD.8_pred[4]",0.844,0,3
"Auxiliary_D.14_pred[1]",0,3,8,3.83293333333333,2.49935181761472,3,0.0100974250682529,0.4,61268,-0.00328668015472801,0.999980615423248,"Auxiliary_D.14_pred[1]",3.833,0,8
"Auxiliary_D.14_pred[2]",0,4,10,4.74163333333333,2.798352582951,4,0.0111980807274238,0.4,62448,-0.00688610910218119,1.00002858675042,"Auxiliary_D.14_pred[2]",4.742,0,10
"Auxiliary_D.14_pred[3]",0,2,6,2.3998,1.91467692482625,1,0.00784988050000879,0.4,59493,0.00111176790567085,1.00001472299674,"Auxiliary_D.14_pred[3]",2.4,0,6
"GivenDetectionAtD.14_pred[1]",2,9,16,9.02788333333333,3.86556441280262,8,0.0153604569174353,0.4,63331,-0.00199587591040271,1.00005092198751,"GivenDetectionAtD.14_pred[1]",9.028,2,16
"GivenDetectionAtD.14_pred[2]",0,2,5,1.94648333333333,1.76607038831011,1,0.00720995216866398,0.4,60000,-0.00787206145738551,1.00003211099666,"GivenDetectionAtD.14_pred[2]",1.946,0,5
"Auxiliary_D.15_pred[1]",0,3,8,3.16405,2.36514217242676,2,0.00965565248597243,0.4,60000,0.000362766984683933,1.00000883748185,"Auxiliary_D.15_pred[1]",3.164,0,8
"Auxiliary_D.15_pred[2]",0,1,5,1.4532,1.58096534355552,0,0.00653592012043937,0.4,58510,0.00216305552643727,1.00007226751308,"Auxiliary_D.15_pred[2]",1.453,0,5
"Auxiliary_D.15_pred[3]",0,2,7,2.81995,2.20940716531993,2,0.00905260155891234,0.4,59567,0.007856739933759,1.00001324697907,"Auxiliary_D.15_pred[3]",2.82,0,7
"GivenDetectionAtD.15_pred[1]",0,5,11,5.17013333333333,3.06088398980897,4,0.0124616007685561,0.4,60332,0.00824769912222602,1.00002944699235,"GivenDetectionAtD.15_pred[1]",5.17,0,11
"GivenDetectionAtD.15_pred[2]",0,2,6,2.26706666666667,1.99428559016484,1,0.00815633643745158,0.4,59784,-0.00192130740222252,1.00002595693418,"GivenDetectionAtD.15_pred[2]",2.267,0,6
"Auxiliary_D.21_pred[1]",0,0,3,0.860233333333333,1.26076369883785,0,0.00545384004437096,0.4,53440,-0.00205005411134732,1.00005738290541,"Auxiliary_D.21_pred[1]",0.86,0,3
"Auxiliary_D.21_pred[2]",0,0,3,0.851616666666667,1.24272206292919,0,0.00534886971460072,0.4,53979,-0.000861122637122057,1.00000612787892,"Auxiliary_D.21_pred[2]",0.852,0,3
"Auxiliary_D.21_pred[3]",5,14,23,14.3793166666667,4.88090830899546,13,0.0200019040794153,0.4,59547,0.000568936558182181,0.999984536358503,"Auxiliary_D.21_pred[3]",14.379,5,23
"GivenDetectionAtD.21_pred[1]",4,13,22,13.4161666666667,4.72670544191489,12,0.0192966941618796,0.4,60000,-0.000459351411953146,0.999986013033768,"GivenDetectionAtD.21_pred[1]",13.416,4,22
"GivenDetectionAtD.21_pred[2]",0,2,7,2.675,2.22526197630325,1,0.00908459397660044,0.4,60000,0.00679840481792298,0.999991219462758,"GivenDetectionAtD.21_pred[2]",2.675,0,7
"Auxiliary_D.22_pred[1]",0,4,10,4.4008,2.80476804841269,3,0.0113290721825566,0.4,61292,-0.00528669933982435,1.0000862318306,"Auxiliary_D.22_pred[1]",4.401,0,10
"Auxiliary_D.22_pred[2]",0,5,11,5.31898333333333,3.07368786514513,4,0.0125963720509037,0.4,59543,-0.0017871713744279,1.000007859004,"Auxiliary_D.22_pred[2]",5.319,0,11
"Auxiliary_D.22_pred[3]",36,52,64,51.7281833333333,7.23021924293406,51,0.0293610298375681,0.4,60640,0.000901795615345222,1.00000820613699,"Auxiliary_D.22_pred[3]",51.728,36,64
"GivenDetectionAtD.22_pred[1]",35,50,63,50.2965666666667,7.20590361877016,49,0.0298837018890989,0.4,58144,6.32904666693172e-05,1.00007004931982,"GivenDetectionAtD.22_pred[1]",50.297,35,63
"GivenDetectionAtD.22_pred[2]",3,11,19,11.1514,4.35842800080992,10,0.0177932078044049,0.4,60000,-0.00426308515789308,1.00001923927244,"GivenDetectionAtD.22_pred[2]",11.151,3,19
"Auxiliary_H.30_pred[1]",1,7,14,7.51281666666667,3.6523816062827,6,0.0150007572869846,0.4,59282,0.00691198342438032,1.00002696910572,"Auxiliary_H.30_pred[1]",7.513,1,14
"Auxiliary_H.30_pred[2]",0,2,7,2.81845,2.30309458517111,1,0.00947483121693544,0.4,59085,-0.00262894375471488,1.00004299358333,"Auxiliary_H.30_pred[2]",2.818,0,7
