"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC.ofSD","SSeff","AC.50","psrf","parameter","est","l95","u95"
"Pb_21",0.341696,0.7756355,0.999999,0.733666166875,0.200871917139785,NA,0.000828940780944051,0.4,58721,-0.00151283677856285,1.00000877041528,"Pb_21",0.734,0.342,1
"gamma_18",0.0795892,0.3665605,0.689445,0.377112833867833,0.162253757425194,NA,0.000663077756880644,0.4,59877,-0.000568946517331495,0.999988356640947,"gamma_18",0.377,0.08,0.689
"Pa_22",0.516692,0.8546705,0.999989,0.816725234136667,0.150825232828733,NA,0.000653451942850692,0.4,53275,0.00545884752295515,1.00014376433016,"Pa_22",0.817,0.517,1
"Pb_22",0.515694,0.855416,0.999997,0.817568878616667,0.150309361910894,NA,0.000643819982985845,0.4,54506,-0.00161001981946505,1.00002083239099,"Pb_22",0.818,0.516,1
"S_16",8.81287e-07,0.3060255,0.833849,0.353502917417516,0.253161267706313,NA,0.00103909528898781,0.4,59359,-0.000215286595422034,0.999993898150622,"S_16",0.354,0,0.834
"S_17",0.118651,0.5317755,0.971374,0.532259082691833,0.238756223064331,NA,0.000992888342789986,0.4,57824,-0.00237650684528402,1.00003061139505,"S_17",0.532,0.119,0.971
"sac_route",0.17503,0.4343405,0.703899,0.437592598071667,0.137873461881148,NA,0.000554253896367679,0.4,61879,-0.00642435677885872,1.00001038434626,"sac_route",0.438,0.175,0.704
"sutter_route",0.00392672,0.105298,0.28723,0.12286812832585,0.0835495998783242,NA,0.000338471766295863,0.4,60932,-0.00172596204531785,0.999995243529932,"sutter_route",0.123,0.004,0.287
"steam_route",0.0165587,0.1602715,0.355452,0.174657908854667,0.0944247323365595,NA,0.000382874880318323,0.4,60822,-0.0041667471422659,0.999986760899418,"steam_route",0.175,0.017,0.355
"georg_route",0.0462002,0.251461,0.506181,0.264881365277,0.124209942391651,NA,0.000507411647903064,0.4,59923,0.0029818863895297,1.00001245094831,"georg_route",0.265,0.046,0.506
"sac_surv",9.41827e-07,0.0394242,0.161959,0.0552163433150361,0.0528794514771391,NA,0.000233938659153538,0.4,51094,0.00156836341776197,1.00000285280592,"sac_surv",0.055,0,0.162
"sutter_surv",3.87341e-07,0.130777,0.380884,0.155311740673582,0.117395726693226,NA,0.000481027433848385,0.4,59561,-0.00105093897814901,0.9999871854643,"sutter_surv",0.155,0,0.381
"steam_surv",0.023708,0.2246915,0.454142,0.234598644857467,0.11783342139789,NA,0.000484860122167065,0.4,59061,-0.00113689907974021,1.00005883618274,"steam_surv",0.235,0.024,0.454
"georg_surv",0.010344,0.1416385,0.316288,0.15329631731555,0.0854552296209353,NA,0.000353936761396313,0.4,58294,-0.00192597521922385,0.999995297632485,"georg_surv",0.153,0.01,0.316
"overall_surv",0.0304397,0.116034,0.229362,0.123939286213333,0.0541356241185442,NA,0.000226007958474925,0.4,57374,-0.0020883333637966,1.00001178397238,"overall_surv",0.124,0.03,0.229
"overall_surv_fromrelease",0.000864295,0.003676915,0.0077898,0.00400156784508333,0.00191299668399232,NA,7.96462297190909e-06,0.4,57690,-0.00146359299952396,1.00003702236383,"overall_surv_fromrelease",0.004,0.001,0.008
"P_3",0.97139,0.994093,1,0.990886084783333,0.00990713663421475,NA,4.52948877134759e-05,0.5,47841,0.00172154164633355,0.999997669074578,"P_3",0.991,0.971,1
"P_30",0.601278,0.9309435,1,0.881941904766667,0.130343508101291,NA,0.000552792777362366,0.4,55597,0.00570764387053338,1.00001706767292,"P_30",0.882,0.601,1
"P_8",0.965141,0.996228,1,0.99115085295,0.0139507122257176,NA,6.14189571659102e-05,0.4,51593,0.00358251744537261,1.00036798882546,"P_8",0.991,0.965,1
"P_14",0.551536,0.918539,1,0.865457166793333,0.146920169814219,NA,0.000608638603925156,0.4,58270,-0.00555722086911051,0.999982755766762,"P_14",0.865,0.552,1
"P_15",0.739866,0.961691,1,0.927585494016667,0.0902094649132351,NA,0.000374414821050348,0.4,58049,0.00266376882925899,0.999981864810997,"P_15",0.928,0.74,1
"P_21",0.73918,0.9613415,1,0.927402015316667,0.0901258992907952,NA,0.00037290563685917,0.4,58412,-0.00230336579841874,1.00008515440015,"P_21",0.927,0.739,1
"P_22",0.86302,0.983341,1,0.9644198241,0.0502009041674143,NA,0.000215545309687295,0.4,54243,0.00125804227870466,1.00015057840978,"P_22",0.964,0.863,1
"r1_sut",0.00392672,0.105298,0.28723,0.12286812832585,0.0835495998783242,NA,0.000338471766295863,0.4,60932,-0.00172596204531785,0.999995243529932,"r1_sut",0.123,0.004,0.287
"r1_ste",0.0165587,0.1602715,0.355452,0.174657908854667,0.0944247323365595,NA,0.000382874880318323,0.4,60822,-0.0041667471422659,0.999986760899418,"r1_ste",0.175,0.017,0.355
"r1_sac",0.467271,0.7126315,0.919869,0.702473961066667,0.119881807043617,NA,0.000485717232077164,0.4,60917,-0.000843852999382325,0.999998971630705,"r1_sac",0.702,0.467,0.92
"r2_geo",0.0795892,0.3665605,0.689445,0.377112833867833,0.162253757425194,NA,0.000663077756880644,0.4,59877,-0.000568946517331495,0.999988356640947,"r2_geo",0.377,0.08,0.689
"r2_sac",0.310555,0.6334395,0.920411,0.622887166335,0.162253757964972,NA,0.000663077761462903,0.4,59877,-0.000568945691037073,0.999988356997467,"r2_sac",0.623,0.311,0.92
"FirstSeenAtR.1_pred[1]",15,28,43,28.8111166666667,7.47975303947136,27,0.0305359639145608,0.4,60000,-0.00704871176172961,1.00005303296153,"FirstSeenAtR.1_pred[1]",28.811,15,43
"FirstSeenAtR.1_pred[2]",0,0,1,0.0823833333333333,0.300994733651687,0,0.00124902659035317,0.4,58073,0.00353177130111603,1.00029879192526,"FirstSeenAtR.1_pred[2]",0.082,0,1
"FirstSeenAtR.1_pred[3]",0,0,0,0.0129,0.114748171165004,0,0.000472101922180415,0.4,59077,0.00142528668071956,1.00061797529827,"FirstSeenAtR.1_pred[3]",0.013,0,0
"FirstSeenAtR.1_pred[4]",0,0,0,0.019,0.139544465592983,0,0.000574962790457127,0.4,58904,-0.00518228976967604,1.00093959243728,"FirstSeenAtR.1_pred[4]",0.019,0,0
"FirstSeenAtR.1_pred[5]",0,0,0,0.000166666666666667,0.0129089761890706,0,5.2700674608272e-05,0.4,60000,-0.000166780020670613,1.01940018947445,"FirstSeenAtR.1_pred[5]",0,0,0
"FirstSeenAtR.1_pred[6]",0,0,0,0.00025,0.0158095435005072,0,6.45421910709696e-05,0.4,60000,-0.00025019922739454,1.04363068030619,"FirstSeenAtR.1_pred[6]",0,0,0
"FirstSeenAtR.1_pred[7]",0,0,0,0.00123333333333333,0.0350974750198373,0,0.000146933980910768,0.4,57057,0.0146541889240425,1.00605253183475,"FirstSeenAtR.1_pred[7]",0.001,0,0
"FirstSeenAtR.1_pred[8]",855,872,884,871.07295,7.50022438688321,871,0.0306195378404048,0.4,60000,-0.0065739926562189,1.00005703242172,"FirstSeenAtR.1_pred[8]",871.073,855,884
"Auxiliary_D.3_pred[1]",0,6,13,6.63548333333333,3.59223597995888,5,0.0147183972039224,0.4,59567,-0.00359295156160893,0.999983059663693,"Auxiliary_D.3_pred[1]",6.635,0,13
"Auxiliary_D.3_pred[2]",0,0,3,0.839666666666667,1.24277336241008,0,0.00538907743772622,0.4,53181,-0.00348592177654242,1.00009394011069,"Auxiliary_D.3_pred[2]",0.84,0,3
"Auxiliary_D.3_pred[3]",9,21,33,21.3359666666667,6.4456563286434,21,0.0263142817708617,0.4,60000,-0.00386265775491507,1.00007329078636,"Auxiliary_D.3_pred[3]",21.336,9,33
"GivenDetectionAtD.3_pred[1]",1,8,16,8.84021666666667,4.1036934532266,7,0.0167157987031219,0.4,60269,-0.00409179735422519,1.00002012429755,"GivenDetectionAtD.3_pred[1]",8.84,1,16
"GivenDetectionAtD.3_pred[2]",0,1,4,1.3272,1.55086435458987,0,0.00636469635652268,0.4,59373,-0.00793033185907289,0.999987724257207,"GivenDetectionAtD.3_pred[2]",1.327,0,4
"GivenDetectionAtD.3_pred[3]",0,2,6,2.05076666666667,1.91802434617293,1,0.00783030160393181,0.4,60000,0.0109275052944146,1.00010156820596,"GivenDetectionAtD.3_pred[3]",2.051,0,6
"GivenDetectionAtD.3_pred[4]",0,0,0,0.0178833333333333,0.138071856121537,0,0.000560990619478093,0.4,60576,-0.000889839614623512,1.00067315199673,"GivenDetectionAtD.3_pred[4]",0.018,0,0
"GivenDetectionAtD.3_pred[5]",0,0,0,0.0310333333333333,0.185123841620057,0,0.000755764918654968,0.4,60000,0.00337860677604663,1.00074945219247,"GivenDetectionAtD.3_pred[5]",0.031,0,0
"GivenDetectionAtD.3_pred[6]",0,0,1,0.1404,0.425195076618823,0,0.00173504476221171,0.4,60056,0.000639689713374315,1.00049979065854,"GivenDetectionAtD.3_pred[6]",0.14,0,1
"GivenDetectionAtD.3_pred[7]",6,16,27,16.4036166666667,5.67349216928564,14,0.0230585713519963,0.4,60539,-0.0050327258732414,1.00001991094491,"GivenDetectionAtD.3_pred[7]",16.404,6,27
"Auxiliary_D.8_pred[1]",0,0,3,0.752283333333333,1.15434338978193,0,0.00491189178925572,0.4,55230,-0.00494141013402355,0.999990427256486,"Auxiliary_D.8_pred[1]",0.752,0,3
"Auxiliary_D.8_pred[2]",0,0,3,0.755116666666667,1.15317141677239,0,0.00486022359749457,0.4,56296,0.00458139988712322,1.00002882210297,"Auxiliary_D.8_pred[2]",0.755,0,3
"Auxiliary_D.8_pred[3]",0,7,14,7.4152,3.74220643851776,6,0.0152307044751578,0.4,60369,-0.00157807611890994,1.00000890019204,"Auxiliary_D.8_pred[3]",7.415,0,14
"GivenDetectionAtD.8_pred[1]",0,2,6,2.04786666666667,1.89917584670399,1,0.00775699218720413,0.4,59944,0.00265978428323197,1.00000965599852,"GivenDetectionAtD.8_pred[1]",2.048,0,6
"GivenDetectionAtD.8_pred[2]",0,3,8,3.51595,2.52244292491858,2,0.0102965217626193,0.4,60015,-0.00274346152258821,0.999983150928073,"GivenDetectionAtD.8_pred[2]",3.516,0,8
"GivenDetectionAtD.8_pred[3]",0,0,1,0.0964333333333333,0.342445956869273,0,0.00139802976468137,0.4,60000,0.00161795372657761,1.00002293560598,"GivenDetectionAtD.8_pred[3]",0.096,0,1
"GivenDetectionAtD.8_pred[4]",0,3,8,3.26235,2.44606940452614,2,0.0099715283277185,0.4,60175,-0.00471170338320705,1.00018147039558,"GivenDetectionAtD.8_pred[4]",3.262,0,8
"Auxiliary_D.14_pred[1]",0,0,2,0.3579,0.750655478938775,0,0.00306999537780598,0.4,59787,-0.00159961658028637,1.00056100594911,"Auxiliary_D.14_pred[1]",0.358,0,2
"Auxiliary_D.14_pred[2]",0,0,2,0.361366666666667,0.763712764400769,0,0.00311784430472044,0.4,60000,-0.00149961102929724,1.00004979207125,"Auxiliary_D.14_pred[2]",0.361,0,2
"Auxiliary_D.14_pred[3]",0,0,3,0.620833333333333,1.01055248543935,0,0.00411294542353703,0.4,60369,-0.00914726285772724,1.00010919924188,"Auxiliary_D.14_pred[3]",0.621,0,3
"GivenDetectionAtD.14_pred[1]",0,0,2,0.40445,0.796522089016141,0,0.0032773957612272,0.4,59066,-0.00161097868771839,0.999986002712189,"GivenDetectionAtD.14_pred[1]",0.404,0,2
"GivenDetectionAtD.14_pred[2]",0,1,3,0.93565,1.28115954002463,0,0.0051889277543228,0.4,60961,-0.0112448656071106,1.00004388262984,"GivenDetectionAtD.14_pred[2]",0.936,0,3
"Auxiliary_D.15_pred[1]",0,0,2,0.438266666666667,0.835464319345459,0,0.00344378290631246,0.4,58855,0.00304043660040928,1.00033582913985,"Auxiliary_D.15_pred[1]",0.438,0,2
"Auxiliary_D.15_pred[2]",0,0,2,0.4395,0.838441888115487,0,0.00350734624803422,0.4,57146,0.00745757830576284,1.00000072499236,"Auxiliary_D.15_pred[2]",0.44,0,2
"Auxiliary_D.15_pred[3]",0,1,4,1.192,1.41835686468648,0,0.00581080497068569,0.4,59580,0.00759221488429238,1.00007604975903,"Auxiliary_D.15_pred[3]",1.192,0,4
"GivenDetectionAtD.15_pred[1]",0,1,3,0.9619,1.26214431562766,0,0.00510000608804888,0.4,61246,0.00096943405155426,1.00011484171829,"GivenDetectionAtD.15_pred[1]",0.962,0,3
"GivenDetectionAtD.15_pred[2]",0,1,4,1.10786666666667,1.35673460719803,0,0.00553884584001787,0.4,60000,0.00337418463933002,1.00010328431167,"GivenDetectionAtD.15_pred[2]",1.108,0,4
"Auxiliary_D.21_pred[1]",0,0,2,0.439033333333333,0.828690439399998,0,0.00337403589903779,0.4,60323,0.000592663118375722,1.00018211076096,"Auxiliary_D.21_pred[1]",0.439,0,2
"Auxiliary_D.21_pred[2]",0,0,2,0.434783333333333,0.829050606700638,0,0.0034154483525044,0.4,58921,0.000586949629387808,1.00002003995824,"Auxiliary_D.21_pred[2]",0.435,0,2
"Auxiliary_D.21_pred[3]",0,1,4,1.1921,1.40611659405065,0,0.0057404469571404,0.4,60000,-0.000117824612192153,1.00002592071246,"Auxiliary_D.21_pred[3]",1.192,0,4
"GivenDetectionAtD.21_pred[1]",0,1,3,0.946166666666667,1.23976916776822,0,0.00508183742357027,0.4,59517,0.0045814204446285,1.00000723798762,"GivenDetectionAtD.21_pred[1]",0.946,0,3
"GivenDetectionAtD.21_pred[2]",0,1,4,1.11975,1.36192542068727,0,0.00556003724734855,0.4,60000,-0.00458115089555151,1.00008132831437,"GivenDetectionAtD.21_pred[2]",1.12,0,4
"Auxiliary_D.22_pred[1]",0,0,2,0.547483333333333,0.940191504813417,0,0.00383014798591772,0.4,60256,-0.00246479349772669,1.00011105010535,"Auxiliary_D.22_pred[1]",0.547,0,2
"Auxiliary_D.22_pred[2]",0,0,2,0.556133333333333,0.946905834494581,0,0.00391141594840466,0.4,58606,-0.00257988997208631,1.00009407602333,"Auxiliary_D.22_pred[2]",0.556,0,2
"Auxiliary_D.22_pred[3]",0,2,6,2.44361666666667,2.06618619808226,1,0.00840031164782917,0.4,60499,-0.000819862611774198,0.999990361323501,"Auxiliary_D.22_pred[3]",2.444,0,6
"GivenDetectionAtD.22_pred[1]",0,0,3,0.577416666666667,0.973835611890189,0,0.00402194886317537,0.4,58627,0.000218248411376964,1.00001982044561,"GivenDetectionAtD.22_pred[1]",0.577,0,3
"GivenDetectionAtD.22_pred[2]",0,3,7,2.96981666666667,2.3046679062195,2,0.00939523535503329,0.4,60173,-0.00158405558973461,0.999989729464131,"GivenDetectionAtD.22_pred[2]",2.97,0,7
"Auxiliary_H.30_pred[1]",0,0,3,0.773066666666667,1.14681726910598,0,0.0047463409417816,0.4,58381,-0.00448241327757954,1.00000848207906,"Auxiliary_H.30_pred[1]",0.773,0,3
"Auxiliary_H.30_pred[2]",0,0,3,0.760666666666667,1.13140365186757,0,0.00461893606699531,0.4,60000,-0.00575993780051038,1.00000545298819,"Auxiliary_H.30_pred[2]",0.761,0,3
"Auxiliary_H.30_pred[3]",0,1,5,1.59426666666667,1.66373874030715,0,0.00675117098199047,0.4,60731,-0.00594412637602464,1.00006509351323,"Auxiliary_H.30_pred[3]",1.594,0,5
