"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC.ofSD","SSeff","AC.50","psrf","parameter","est","l95","u95"
"P_30",0.964891,0.9870175,0.998527,0.98464968385,0.0100696982490331,NA,4.17242478597504e-05,0.4,58245,-0.0047548941519219,1.00003420996604,"P_30",0.985,0.965,0.999
"P_8",0.73245,0.8239385,0.901938,0.820687920283333,0.0440714756746261,NA,0.000178783244703615,0.4,60766,0.001378027974057,1.00003218178937,"P_8",0.821,0.732,0.902
"P_14",0.4713,0.8802895,1,0.824671777078333,0.170341459174056,NA,0.00071476649376426,0.4,56795,0.00274627723257673,0.999993026367175,"P_14",0.825,0.471,1
"P_15",0.46262,0.76303,0.999974,0.74497004682,0.153996136313019,NA,0.000642002773838561,0.4,57537,0.00726924624914499,1.00000663158805,"P_15",0.745,0.463,1
"P_21",0.910352,0.9847475,1,0.97383222005,0.0315120777935066,NA,0.000137147395868466,0.4,52793,-0.00655875972393698,1.00020398596194,"P_21",0.974,0.91,1
"P_22",0.990269,0.9982205,1,0.997057534966667,0.00349057400840117,NA,1.58404212346154e-05,0.5,48558,0.00248255857508695,1.00028006606535,"P_22",0.997,0.99,1
"r1_sut",0.00102601,0.0360783,0.100465,0.0425294622115333,0.0293511548452078,NA,0.000123127821574722,0.4,56825,-0.00772589335447095,1.00002187829,"r1_sut",0.043,0.001,0.1
"r1_ste",0.0210679,0.087241,0.174396,0.0927731892508333,0.0415546138315849,NA,0.000170655590926098,0.4,59292,-0.00523771490884919,0.999992151607237,"r1_ste",0.093,0.021,0.174
"r1_sac",0.770228,0.8694775,0.951399,0.864697347566667,0.0477671036970482,NA,0.000195961974218376,0.4,59417,-0.00469965851867239,1.0000178773358,"r1_sac",0.865,0.77,0.951
"r2_geo",0.0723941,0.1734985,0.289133,0.178302571526667,0.0566675398078174,NA,0.000231258209379032,0.4,60045,-0.000188222074083414,0.999988746365287,"r2_geo",0.178,0.072,0.289
"r2_sac",0.710867,0.8265015,0.927606,0.821697428816667,0.0566675404328887,NA,0.000231258210562352,0.4,60045,-0.000188231723590701,0.999988746358978,"r2_sac",0.822,0.711,0.928
"Auxiliary_D.3_pred[1]",0,4,10,4.74666666666667,2.85621396050646,4,0.0116604446657579,0.4,60000,0.00213719533341396,1.00004964771559,"Auxiliary_D.3_pred[1]",4.747,0,10
"Auxiliary_D.3_pred[2]",3,9,17,9.56353333333333,3.84855951914416,9,0.0157116784443908,0.4,60000,0.00818776079616207,0.999979681666231,"Auxiliary_D.3_pred[2]",9.564,3,17
"Auxiliary_D.3_pred[3]",25,35,42,34.6898,4.38637245314641,35,0.0179188429272957,0.4,59923,0.00539128129228266,1.00000988710075,"Auxiliary_D.3_pred[3]",34.69,25,42
"GivenDetectionAtD.3_pred[1]",25,34,41,34.084,4.20074653339823,35,0.0172685092647029,0.4,59176,0.000626204179367131,1.00003183640661,"GivenDetectionAtD.3_pred[1]",34.084,25,41
"GivenDetectionAtD.3_pred[2]",0,1,5,1.62696666666667,1.68788633549782,0,0.00692309726119854,0.4,59441,-0.00239424965738318,1.00001321382688,"GivenDetectionAtD.3_pred[2]",1.627,0,5
"GivenDetectionAtD.3_pred[3]",0,3,8,3.27613333333333,2.33814916074956,2,0.00954545397725442,0.4,60000,-0.00230592328461852,1.00002442846031,"GivenDetectionAtD.3_pred[3]",3.276,0,8
"GivenDetectionAtD.3_pred[4]",0,1,4,1.27118333333333,1.233586219918,1,0.00506302545119881,0.4,59363,-0.00402012607916584,1.00013042860938,"GivenDetectionAtD.3_pred[4]",1.271,0,4
"GivenDetectionAtD.3_pred[5]",1,6,11,5.97443333333333,2.77830433810603,5,0.0113893754128092,0.4,59506,0.00106270549161287,0.999991111453961,"GivenDetectionAtD.3_pred[5]",5.974,1,11
"GivenDetectionAtD.3_pred[6]",0,1,4,1.325,1.41460536963701,0,0.00577510223835318,0.4,60000,-0.00116428138214505,1.00005365673991,"GivenDetectionAtD.3_pred[6]",1.325,0,4
"GivenDetectionAtD.3_pred[7]",0,1,4,1.44228333333333,1.54050046156547,0,0.00670274490306846,0.4,52822,-0.00566051915615439,1.00003915656009,"GivenDetectionAtD.3_pred[7]",1.442,0,4
"Auxiliary_D.8_pred[1]",4,10,17,10.1510166666667,3.589446387464,9,0.0147720441919266,0.4,59044,0.00255881517234743,0.999986710275075,"Auxiliary_D.8_pred[1]",10.151,4,17
"Auxiliary_D.8_pred[2]",4,10,17,10.12025,3.60407266295081,9,0.0149193212549611,0.4,58356,-0.00370786882721872,1.00000802611347,"Auxiliary_D.8_pred[2]",10.12,4,17
"Auxiliary_D.8_pred[3]",6,14,21,13.8127333333333,4.08798357657957,13,0.0167770811599409,0.4,59373,-0.00278358569388314,0.99999465393829,"Auxiliary_D.8_pred[3]",13.813,6,21
"GivenDetectionAtD.8_pred[1]",0,5,11,5.77688333333333,2.95311941878876,5,0.0120015755144381,0.4,60546,-0.000125114518225626,1.0000218536756,"GivenDetectionAtD.8_pred[1]",5.777,0,11
"GivenDetectionAtD.8_pred[2]",18,27,35,27.3085,4.53118857966639,27,0.018648053333441,0.4,59041,0.000291014490240714,1.00005226492331,"GivenDetectionAtD.8_pred[2]",27.308,18,35
