"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC.ofSD","SSeff","AC.50","psrf","parameter","est","l95","u95"
"Pb_14",0.632517,0.8987905,0.999992,0.866972698283333,0.115968012806034,NA,0.000512583065864518,0.4,51186,-0.00228463694259169,0.999995422363836,"Pb_14",0.867,0.633,1
"gamma_13",0.156801,0.3468375,0.556081,0.35185308692,0.104166249929109,NA,0.000425394330425434,0.4,59961,0.00332029454747392,1.00006562574953,"gamma_13",0.352,0.157,0.556
"Pa_15",0.787219,0.94564,0.999993,0.925654569566667,0.0686952439208474,NA,0.000312986285235711,0.5,48173,0.000122140727846442,1.00016401320477,"Pa_15",0.926,0.787,1
"Pb_15",0.785572,0.94543,0.999999,0.925325373883333,0.0689376475457369,NA,0.000311670118405106,0.5,48924,-0.00152021139218956,1.00011082091926,"Pb_15",0.925,0.786,1
"S_12",0.663322,0.822109,0.952551,0.8142702873,0.0768293947858002,NA,0.000315698840688856,0.4,59226,0.00292416994859895,1.00002684264612,"S_12",0.814,0.663,0.953
"Pa_21",0.659579,0.908088,0.999994,0.877841715433333,0.107775046876767,NA,0.00048573643694907,0.5,49231,-0.00161843539821079,1.00005434247522,"Pa_21",0.878,0.66,1
"Pb_21",0.50667,0.788664,0.987638,0.767566487383333,0.135570799011434,NA,0.000557855904380083,0.4,59059,0.00603519427881122,0.99999433256047,"Pb_21",0.768,0.507,0.988
"gamma_18",0.171989,0.3624015,0.560029,0.366611928246667,0.100823845511834,NA,0.000414980792410844,0.4,59030,-0.0024703855721485,0.999994012360274,"gamma_18",0.367,0.172,0.56
"Pa_22",0.800369,0.9499575,0.999999,0.931063348416667,0.0645153376673389,NA,0.000295228029218419,0.5,47754,0.00515408200728488,1.0000369861542,"Pa_22",0.931,0.8,1
"Pb_22",0.80239,0.9500705,0.999999,0.931276348316667,0.0640304053903669,NA,0.000295177185063971,0.5,47055,-0.00677046105538983,1.0000116661793,"Pb_22",0.931,0.802,1
"S_16",0.0817463,0.3630695,0.684703,0.37410357691,0.162017460242027,NA,0.000659176782240836,0.4,60412,0.000752277571146696,1.00001643636487,"S_16",0.374,0.082,0.685
"S_17",0.120807,0.349576,0.595787,0.357059484856667,0.124270722203836,NA,0.000507333098944256,0.4,60000,-0.00524516591487601,1.0000064040519,"S_17",0.357,0.121,0.596
"sac_route",0.214827,0.3571475,0.503583,0.359151393333333,0.0743428886272026,NA,0.000303503571902008,0.4,60000,0.000799509325411804,1.00001377382594,"sac_route",0.359,0.215,0.504
"sutter_route",0.0559682,0.1471185,0.256125,0.152400601655,0.0529301001362457,NA,0.000212221378288333,0.4,62205,-0.000409972217781758,1.00010097268668,"sutter_route",0.152,0.056,0.256
"steam_route",0.157635,0.2773165,0.413587,0.280552637531667,0.066095491988367,NA,0.000269833716116187,0.4,60000,0.00237441533906201,0.999990611031926,"steam_route",0.281,0.158,0.414
"georg_route",0.0880867,0.2029215,0.332078,0.207895365546667,0.0637256233248348,NA,0.000257487428371023,0.4,61251,-0.00485141328386382,1.00000936222499,"georg_route",0.208,0.088,0.332
"sac_surv",0.0630267,0.161256,0.278119,0.16578260707,0.0565481900157441,NA,0.000230543927262942,0.4,60163,0.00269731718552962,0.999994435433289,"sac_surv",0.166,0.063,0.278
"sutter_surv",0.0376251,0.1822135,0.353044,0.1896696653455,0.0850672519530018,NA,0.000347285601842716,0.4,60000,0.00199632225302821,1.00000946489548,"sutter_surv",0.19,0.038,0.353
"steam_surv",0.0585355,0.1755505,0.310078,0.181017832573333,0.0662157920646082,NA,0.00027032483912087,0.4,60000,-0.00519384954979667,0.999985262064026,"steam_surv",0.181,0.059,0.31
"georg_surv",0.0520896,0.176392,0.31719,0.181450676446333,0.0701242011564958,NA,0.000287456262160357,0.4,59510,0.00473124872774295,1.00009642857389,"georg_surv",0.181,0.052,0.317
"overall_surv",0.101566,0.1744995,0.25115,0.1767974682,0.0386590014131215,NA,0.000157824712379469,0.4,60000,0.00363235267561727,1.00007114640498,"overall_surv",0.177,0.102,0.251
"overall_surv_fromrelease",0.0136766,0.0242135,0.0365844,0.024718298749,0.00596496444412138,NA,2.43518653699028e-05,0.4,60000,0.00731669353594944,1.00005823858224,"overall_surv_fromrelease",0.025,0.014,0.037
"P_3",0.990859,0.997984,1,0.99701127645,0.00309650187970613,NA,1.4740658638386e-05,0.5,44127,-0.000877788043580248,1.00038561428462,"P_3",0.997,0.991,1
"P_30",0.980705,0.998106,1,0.995203892883333,0.00816024649018985,NA,3.69273967904281e-05,0.5,48833,0.00748255601301894,1.00097243668177,"P_30",0.995,0.981,1
"P_8",0.994061,0.999388,1,0.998492561083333,0.00250688783738842,NA,1.12700862454713e-05,0.4,49478,-0.00649657862211764,1.00022577763883,"P_8",0.998,0.994,1
"P_14",0.926908,0.991769,1,0.98132891375,0.0283971726224853,NA,0.000125251310108385,0.4,51403,-0.00518034949219013,1.00002616739694,"P_14",0.981,0.927,1
"P_15",0.977274,0.997593,1,0.994266900516667,0.00921892257734662,NA,4.09243389335867e-05,0.4,50745,-0.00186929491783349,1.00014703666856,"P_15",0.994,0.977,1
"P_21",0.898613,0.9831785,1,0.970576665866667,0.0362352351576188,NA,0.000156918974124328,0.4,53323,-0.0049017548159709,0.999991457610752,"P_21",0.971,0.899,1
"P_22",0.980666,0.997975,1,0.995126894066667,0.00795105768189464,NA,3.56674123076608e-05,0.4,49694,-0.00199651056462973,1.00144634555661,"P_22",0.995,0.981,1
"r1_sut",0.0559682,0.1471185,0.256125,0.152400601655,0.0529301001362457,NA,0.000212221378288333,0.4,62205,-0.000409972217781758,1.00010097268668,"r1_sut",0.152,0.056,0.256
"r1_ste",0.157635,0.2773165,0.413587,0.280552637531667,0.066095491988367,NA,0.000269833716116187,0.4,60000,0.00237441533906201,0.999990611031926,"r1_ste",0.281,0.158,0.414
"r1_sac",0.421521,0.56825,0.709842,0.5670467612,0.0742091041876674,NA,0.000300297629765523,0.4,61068,-0.00157818492857976,1.00000555723195,"r1_sac",0.567,0.422,0.71
"r2_geo",0.171989,0.3624015,0.560029,0.366611928246667,0.100823845511834,NA,0.000414980792410844,0.4,59030,-0.0024703855721485,0.999994012360274,"r2_geo",0.367,0.172,0.56
"r2_sac",0.439971,0.6375985,0.828011,0.6333880718,0.100823845638419,NA,0.000414980792749007,0.4,59030,-0.00247038606852957,0.999994012368828,"r2_sac",0.633,0.44,0.828
"FirstSeenAtR.1_pred[1]",60,83,106,83.6355333333333,11.9436806822978,83,0.0487598722039433,0.4,60000,-0.00395957303753847,1.00007352754014,"FirstSeenAtR.1_pred[1]",83.636,60,106
"FirstSeenAtR.1_pred[2]",0,0,1,0.07175,0.276290685889068,0,0.00115715662128162,0.4,57010,0.00111806889477373,1.0004432732053,"FirstSeenAtR.1_pred[2]",0.072,0,1
"FirstSeenAtR.1_pred[3]",0,0,0,0.01915,0.141363398941084,0,0.000577113659518516,0.4,60000,0.00160274290107523,1.00012313111769,"FirstSeenAtR.1_pred[3]",0.019,0,0
"FirstSeenAtR.1_pred[4]",0,0,0,0.0357333333333333,0.193796512284643,0,0.000791170948380598,0.4,60000,0.00607896191835591,1.00036828939107,"FirstSeenAtR.1_pred[4]",0.036,0,0
"FirstSeenAtR.1_pred[5]",0,0,0,3.33333333333333e-05,0.00577345457837146,0,4.08244888323869e-05,0.7,20000,NA,1.29101764365361,"FirstSeenAtR.1_pred[5]",0,0,0
"FirstSeenAtR.1_pred[6]",0,0,0,6.66666666666667e-05,0.0081647616791782,0,4.08238083958929e-05,0.5,40000,NA,1.16575984355106,"FirstSeenAtR.1_pred[6]",0,0,0
"FirstSeenAtR.1_pred[7]",0,0,0,0.000216666666666667,0.0147181293855945,0,6.00865116049504e-05,0.4,60000,-0.000216829208303035,1.03636585764905,"FirstSeenAtR.1_pred[7]",0,0,0
"FirstSeenAtR.1_pred[8]",492,517,538,516.237516666667,11.955371931271,516,0.048807601528008,0.4,60000,-0.00390975437168134,1.00007226926503,"FirstSeenAtR.1_pred[8]",516.238,492,538
"Auxiliary_D.3_pred[1]",6,18,29,18.6153166666667,5.97770839171243,17,0.0243626387832254,0.4,60203,0.00601500846830894,1.00010163143891,"Auxiliary_D.3_pred[1]",18.615,6,29
"Auxiliary_D.3_pred[2]",0,0,3,0.859266666666667,1.26199075771844,0,0.00556623902644014,0.4,51403,0.00239129014141993,1.00008462656225,"Auxiliary_D.3_pred[2]",0.859,0,3
"Auxiliary_D.3_pred[3]",43,64,84,64.16095,10.6521188608075,62,0.043499698268382,0.4,59965,-0.00849407910537121,1.00004101670841,"Auxiliary_D.3_pred[3]",64.161,43,84
"GivenDetectionAtD.3_pred[1]",10,24,36,24.0037166666667,6.72770569264047,22,0.0276261500453336,0.4,59305,0.00115362303516607,1.00004387565932,"GivenDetectionAtD.3_pred[1]",24.004,10,36
"GivenDetectionAtD.3_pred[2]",1,6,13,6.31851666666667,3.45241400362554,5,0.0139065202160029,0.4,61632,-0.00209902331421864,1.00015355493965,"GivenDetectionAtD.3_pred[2]",6.319,1,13
"GivenDetectionAtD.3_pred[3]",2,11,20,11.8464,4.75012804409249,10,0.0195172601368116,0.4,59234,0.00380757623867299,1.00002438988972,"GivenDetectionAtD.3_pred[3]",11.846,2,20
"GivenDetectionAtD.3_pred[4]",0,0,0,0.0104666666666667,0.104038274791536,0,0.000424320532610275,0.4,60117,-0.000882189167637491,1.00088873026405,"GivenDetectionAtD.3_pred[4]",0.01,0,0
"GivenDetectionAtD.3_pred[5]",0,0,0,0.0178,0.137417155859735,0,0.000565294599316208,0.4,59092,-0.000254488066478628,1.00117598450093,"GivenDetectionAtD.3_pred[5]",0.018,0,0
"GivenDetectionAtD.3_pred[6]",0,0,1,0.0692333333333333,0.279060405887431,0,0.00113446566483759,0.4,60508,-0.000636430681930344,1.00006161976072,"GivenDetectionAtD.3_pred[6]",0.069,0,1
"GivenDetectionAtD.3_pred[7]",23,41,57,41.3694,8.81305687448219,39,0.035979154027682,0.4,60000,-0.00267906263353723,0.9999819549158,"GivenDetectionAtD.3_pred[7]",41.369,23,57
"Auxiliary_D.8_pred[1]",0,0,3,0.893083333333333,1.29849153291807,0,0.00568690578434496,0.4,52135,-0.00575653716776896,1.00013441423594,"Auxiliary_D.8_pred[1]",0.893,0,3
"Auxiliary_D.8_pred[2]",0,0,4,0.9035,1.32448115156037,0,0.00576272056992492,0.4,52825,-0.00636405959473174,1.00014249088576,"Auxiliary_D.8_pred[2]",0.903,0,4
"Auxiliary_D.8_pred[3]",9,22,34,22.2788833333333,6.49191110805486,21,0.0266885968829804,0.4,59169,0.00192045145992652,1.0000071391131,"Auxiliary_D.8_pred[3]",22.279,9,34
"GivenDetectionAtD.8_pred[1]",1,6,14,6.96488333333333,3.62796584722882,6,0.0149795640690745,0.4,58658,-0.00108334524028404,1.00001653369566,"GivenDetectionAtD.8_pred[1]",6.965,1,14
"GivenDetectionAtD.8_pred[2]",3,12,21,12.3668666666667,4.83878074300474,11,0.0197105164286286,0.4,60266,0.00846084644311583,1.00007941220359,"GivenDetectionAtD.8_pred[2]",12.367,3,21
"GivenDetectionAtD.8_pred[3]",0,0,1,0.115766666666667,0.368962980686284,0,0.0015168185017698,0.4,59170,-0.004600104486684,1.00012995130811,"GivenDetectionAtD.8_pred[3]",0.116,0,1
"GivenDetectionAtD.8_pred[4]",0,4,10,4.62795,2.96558741387129,3,0.0121069599193412,0.4,60000,-0.0025670056444096,0.999986262661561,"GivenDetectionAtD.8_pred[4]",4.628,0,10
"Auxiliary_D.14_pred[1]",0,0,3,0.749216666666667,1.15284280678873,0,0.00484372986213282,0.4,56647,0.00299746940988069,1.00005147886337,"Auxiliary_D.14_pred[1]",0.749,0,3
"Auxiliary_D.14_pred[2]",0,0,3,0.745766666666667,1.15954926076056,0,0.00481765773499367,0.4,57930,0.00372538747985037,1.00020753061716,"Auxiliary_D.14_pred[2]",0.746,0,3
"Auxiliary_D.14_pred[3]",0,4,10,4.84268333333333,3.0008695773102,3,0.0121732787586834,0.4,60769,-0.00337539789241645,1.00013552310932,"Auxiliary_D.14_pred[3]",4.843,0,10
"GivenDetectionAtD.14_pred[1]",0,2,6,2.34915,2.07046268366004,1,0.00838108886905848,0.4,61029,0.00476723212672935,1.00003615849066,"GivenDetectionAtD.14_pred[1]",2.349,0,6
"GivenDetectionAtD.14_pred[2]",0,4,9,3.98851666666667,2.73306469500803,3,0.0111576898946418,0.4,60000,-0.00051500234932181,1.00019674748699,"GivenDetectionAtD.14_pred[2]",3.989,0,9
"Auxiliary_D.15_pred[1]",0,0,3,0.8278,1.22640622465416,0,0.00521714746709889,0.4,55259,0.00502258571638238,1.00011294422717,"Auxiliary_D.15_pred[1]",0.828,0,3
"Auxiliary_D.15_pred[2]",0,0,3,0.826016666666667,1.23182997601416,0,0.00532021385859311,0.4,53610,-0.000437170567966798,1.00002258263136,"Auxiliary_D.15_pred[2]",0.826,0,3
"Auxiliary_D.15_pred[3]",2,10,18,10.2283166666667,4.40289426676979,9,0.0180767498682143,0.4,59325,0.0017872252941528,1.0000094682234,"Auxiliary_D.15_pred[3]",10.228,2,18
"GivenDetectionAtD.15_pred[1]",0,4,9,4.22423333333333,2.80916077657131,3,0.0115317366131332,0.4,59342,-0.00461794950352592,1.00011845694337,"GivenDetectionAtD.15_pred[1]",4.224,0,9
"GivenDetectionAtD.15_pred[2]",1,7,15,7.6579,3.80026423951522,6,0.0155211595997958,0.4,59949,0.000792591890485303,1.00002315830442,"GivenDetectionAtD.15_pred[2]",7.658,1,15
"Auxiliary_D.21_pred[1]",0,1,5,1.46338333333333,1.60760763032954,0,0.00663234322693793,0.4,58752,-0.000158320338610682,0.999992636761245,"Auxiliary_D.21_pred[1]",1.463,0,5
"Auxiliary_D.21_pred[2]",0,0,3,0.674166666666667,1.07752122473545,0,0.00446698084054473,0.4,58187,-0.00708173256947004,0.99999281157398,"Auxiliary_D.21_pred[2]",0.674,0,3
"Auxiliary_D.21_pred[3]",0,4,10,4.83783333333333,2.99355162442168,4,0.0124887812995961,0.4,57456,-0.000964087323154737,1.0000381000222,"Auxiliary_D.21_pred[3]",4.838,0,10
"GivenDetectionAtD.21_pred[1]",0,3,7,3.05005,2.35554044902936,2,0.00964548975185796,0.4,59639,-0.00519542150562414,1.00001946445814,"GivenDetectionAtD.21_pred[1]",3.05,0,7
"GivenDetectionAtD.21_pred[2]",0,3,9,3.92533333333333,2.69743325366755,3,0.0110509646389784,0.4,59580,0.00258547576821633,1.00003775362642,"GivenDetectionAtD.21_pred[2]",3.925,0,9
"Auxiliary_D.22_pred[1]",0,0,3,0.798566666666667,1.20303036824651,0,0.00515319977107611,0.4,54500,0.00291986397081531,0.999984763649259,"Auxiliary_D.22_pred[1]",0.799,0,3
"Auxiliary_D.22_pred[2]",0,0,3,0.8007,1.20880265692863,0,0.00516642102367849,0.4,54743,-0.00280716647521919,1.00005964278956,"Auxiliary_D.22_pred[2]",0.801,0,3
"Auxiliary_D.22_pred[3]",2,10,19,10.7854666666667,4.50640069712066,10,0.0184895740983385,0.4,59403,0.00541929605288153,1.00013983871575,"Auxiliary_D.22_pred[3]",10.785,2,19
"GivenDetectionAtD.22_pred[1]",0,5,11,4.96,3.01889359898226,4,0.0123245815087683,0.4,60000,-0.00436571409283068,1.00009440182646,"GivenDetectionAtD.22_pred[1]",4.96,0,11
"GivenDetectionAtD.22_pred[2]",1,7,14,7.42473333333333,3.72992852500807,6,0.0151529465596683,0.4,60591,0.00951340817382971,1.000021203008,"GivenDetectionAtD.22_pred[2]",7.425,1,14
"Auxiliary_H.30_pred[1]",0,0,4,0.928616666666667,1.33641966463167,0,0.00566035998463276,0.4,55744,0.00441000729932802,1.00014568813487,"Auxiliary_H.30_pred[1]",0.929,0,4
"Auxiliary_H.30_pred[2]",0,0,4,0.92825,1.33076348500559,0,0.00569459466390541,0.4,54610,0.00302084276337807,0.999996670547497,"Auxiliary_H.30_pred[2]",0.928,0,4
"Auxiliary_H.30_pred[3]",4,12,22,12.9117833333333,4.86852436869199,12,0.0198368898727544,0.4,60235,0.00388430305545166,1.00002757447503,"Auxiliary_H.30_pred[3]",12.912,4,22
