"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC.ofSD","SSeff","AC.50","psrf","parameter","est","l95","u95"
"Auxiliary_D.14_pred[3]",1,6,13,6.71973333333333,3.4386791559349,6,0.0140383488686413,0.4,60000,0.000329550837149927,0.99998309019192,"Auxiliary_D.14_pred[3]",6.72,1,13
"GivenDetectionAtD.14_pred[1]",2,10,18,10.2629666666667,4.23091166800347,9,0.0171644682662774,0.4,60759,0.00404931420656024,1.00002681896548,"GivenDetectionAtD.14_pred[1]",10.263,2,18
"GivenDetectionAtD.14_pred[2]",0,4,10,4.33383333333333,2.80235368788311,3,0.0114405610235337,0.4,60000,-0.00134019005933825,1.0000323770564,"GivenDetectionAtD.14_pred[2]",4.334,0,10
"Auxiliary_D.15_pred[1]",0,1,5,1.80135,1.83099537225909,0,0.00747500730572018,0.4,60000,-0.00207213743182234,1.00023014400658,"Auxiliary_D.15_pred[1]",1.801,0,5
"Auxiliary_D.15_pred[2]",0,0,4,0.954583333333333,1.3328479287284,0,0.00553228471612786,0.4,58043,-0.00117536326601073,1.000059258804,"Auxiliary_D.15_pred[2]",0.955,0,4
"Auxiliary_D.15_pred[3]",0,5,12,5.86705,3.26978885498018,5,0.0132827382295213,0.4,60599,-0.00578351030575085,0.999994175433346,"Auxiliary_D.15_pred[3]",5.867,0,12
"GivenDetectionAtD.15_pred[1]",0,4,10,4.42241666666667,2.87307356946955,3,0.0117952651389853,0.4,59331,0.000822686603431238,1.00000161872936,"GivenDetectionAtD.15_pred[1]",4.422,0,10
"GivenDetectionAtD.15_pred[2]",0,4,9,4.20056666666667,2.75805483266678,3,0.0112597117044184,0.4,60000,0.00246275192465619,1.00002991740611,"GivenDetectionAtD.15_pred[2]",4.201,0,9
"Auxiliary_D.21_pred[1]",0,1,4,1.00605,1.39281934576198,0,0.00595745297247916,0.4,54660,-0.00362395780052575,1.00001751329527,"Auxiliary_D.21_pred[1]",1.006,0,4
"Auxiliary_D.21_pred[2]",0,1,4,0.998883333333333,1.37949766338534,0,0.00583455789538222,0.4,55902,0.00205851046431566,1.00007962720656,"Auxiliary_D.21_pred[2]",0.999,0,4
"Auxiliary_D.21_pred[3]",4,13,22,13.4619666666667,4.86316230841787,12,0.0198552859182516,0.4,59991,0.00352166017658627,1.00010883139469,"Auxiliary_D.21_pred[3]",13.462,4,22
"GivenDetectionAtD.21_pred[1]",1,8,15,8.22643333333333,3.85017423972606,7,0.0157182705135616,0.4,60000,0.00320060755216814,1.00004104098986,"GivenDetectionAtD.21_pred[1]",8.226,1,15
"GivenDetectionAtD.21_pred[2]",1,7,14,7.24046666666667,3.62155045655182,6,0.0147089522078865,0.4,60621,0.00974799529391741,0.9999929931699,"GivenDetectionAtD.21_pred[2]",7.24,1,14
"Auxiliary_D.22_pred[1]",0,4,10,4.37153333333333,2.82912761258184,3,0.0115677533666626,0.4,59815,0.00264278037157403,1.00001053178801,"Auxiliary_D.22_pred[1]",4.372,0,10
"Auxiliary_D.22_pred[2]",1,7,14,7.23183333333333,3.63436011540496,6,0.0148302382347591,0.4,60056,-0.000293673296227116,1.00013558918709,"Auxiliary_D.22_pred[2]",7.232,1,14
"Auxiliary_D.22_pred[3]",64,80,95,80.3015666666667,8.0575992884974,78,0.032895011347719,0.4,60000,-0.00303781217979758,1.00001573837641,"Auxiliary_D.22_pred[3]",80.302,64,95
"GivenDetectionAtD.22_pred[1]",38,53,68,52.9018166666667,7.94793240578209,52,0.0324019537296309,0.4,60168,0.00164188139077523,1.00004493185236,"GivenDetectionAtD.22_pred[1]",52.902,38,68
"GivenDetectionAtD.22_pred[2]",25,39,53,39.0031166666667,7.3630707271648,38,0.0300596103692954,0.4,60000,0.00206112610388553,0.999999259600606,"GivenDetectionAtD.22_pred[2]",39.003,25,53
"Auxiliary_H.30_pred[1]",1,5,12,5.70908333333333,3.23123683872198,4,0.0131726239608056,0.4,60172,0.000626651655977527,1.0001145760336,"Auxiliary_H.30_pred[1]",5.709,1,12
"Auxiliary_H.30_pred[2]",0,1,6,1.90066666666667,1.9077369350164,0,0.00803735120110703,0.4,56339,-0.0099086797560279,1.00004004632946,"Auxiliary_H.30_pred[2]",1.901,0,6
"Auxiliary_H.30_pred[3]",53,70,84,69.5629833333333,8.11543164411081,70,0.0329369468693766,0.4,60709,-0.00382295396162007,0.999982534873668,"Auxiliary_H.30_pred[3]",69.563,53,84
