"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC.ofSD","SSeff","AC.50","psrf","parameter","est","l95","u95"
"S_2",0.0776544,0.1019915,0.12761,0.102410676378333,0.0128238799258275,NA,5.2067023078574e-05,0.4,60662,0.00568390702881854,0.999976934147576,"S_2",0.102,0.078,0.128
"S_23",0.0111817,0.19744,0.469516,0.218489359722583,0.130141851508398,NA,0.000531301883961056,0.4,60000,0.00144077265885622,1.00012165824305,"S_23",0.218,0.011,0.47
"S_24",0.416998,0.637576,0.835577,0.633386131683333,0.108726778700818,NA,0.000443751607185591,0.4,60033,0.000412936624760084,1.00004394726266,"S_24",0.633,0.417,0.836
"Pa_3",0.918653,0.970642,0.99906,0.965392101633333,0.0238818037748833,NA,0.000100517484965862,0.4,56448,-0.000562876292664697,0.999986975161062,"Pa_3",0.965,0.919,0.999
"Pa_30",0.860249,0.965507,1,0.95201420385,0.045538850496919,NA,0.000211111514037944,0.5,46531,-0.00149441775801503,1.00019781654869,"Pa_30",0.952,0.86,1
"Pb_3",0.918291,0.9705795,0.998957,0.965305329283333,0.0239405662587522,NA,0.000102053498044175,0.4,55032,2.35987039630762e-05,1.00010492242409,"Pb_3",0.965,0.918,0.999
"Pb_30",0.791943,0.921137,0.997711,0.908985654883333,0.0601422304388573,NA,0.000251709187024774,0.4,57090,-0.00400190705782712,1.00005442077417,"Pb_30",0.909,0.792,0.998
"S_4",0.732645,0.833512,0.922506,0.82964048795,0.0497510034007976,NA,0.000203876176077618,0.4,59548,-0.00353009684460808,0.999989871372299,"S_4",0.83,0.733,0.923
"Pa_8",0.906578,0.9778835,0.999999,0.9684831303,0.0307567012091215,NA,0.000144990132403294,0.5,44999,-0.00207107787794925,1.00000647174098,"Pa_8",0.968,0.907,1
"Pb_8",0.907026,0.977927,0.999999,0.9685198637,0.0308310230137966,NA,0.000148359255332474,0.5,43186,0.0115778885006967,1.00001629176992,"Pb_8",0.969,0.907,1
"gamma_5",0.496603,0.6331095,0.764111,0.631115056683333,0.068618875734482,NA,0.000286855310258427,0.4,57222,-0.00596188055964596,0.99998100676395,"gamma_5",0.631,0.497,0.764
"Pa_14",0.731801,0.9296405,1,0.90521767805,0.0857374507406337,NA,0.000382560354155005,0.4,50227,-0.00444006997629276,1.00000238683638,"Pa_14",0.905,0.732,1
"Pb_14",0.732533,0.9294975,0.999997,0.905372354916667,0.085455757706872,NA,0.000381488360245978,0.4,50179,-0.0040160102149995,1.00002666158837,"Pb_14",0.905,0.733,1
"gamma_13",0.317096,0.5266555,0.748275,0.5255573113,0.111382403181417,NA,0.000453161938241456,0.4,60412,-0.00137685130547351,1.00013141311616,"gamma_13",0.526,0.317,0.748
"Pa_15",0.699557,0.9204375,0.999999,0.893168968583333,0.0958945712983827,NA,0.00042832103616664,0.4,50124,-0.00319793375117815,0.999998328056207,"Pa_15",0.893,0.7,1
"Pb_15",0.558322,0.8139015,0.992843,0.794069101833333,0.123219937034675,NA,0.000513265796682783,0.4,57634,0.000899558066048668,1.00001187112565,"Pb_15",0.794,0.558,0.993
"S_12",0.644096,0.7936595,0.923763,0.78790464535,0.0731176792941935,NA,0.000298501675745395,0.4,60000,-0.00246939787991366,1.00001804428527,"S_12",0.788,0.644,0.924
"Pa_21",0.49984,0.7834635,0.99014,0.762306527283333,0.138596801721345,NA,0.000567357820848066,0.4,59675,0.00226388340294861,1.00003466570186,"Pa_21",0.762,0.5,0.99
"Pb_21",0.643166,0.901327,0.999997,0.870364865283333,0.113088755044839,NA,0.000496380095784427,0.4,51905,0.00143465220312191,1.00000111446531,"Pb_21",0.87,0.643,1
"gamma_18",0.144799,0.307329,0.491977,0.312352342711667,0.0899218830525364,NA,0.000369890433499903,0.4,59100,-0.00162404888807391,1.00003860394197,"gamma_18",0.312,0.145,0.492
"Pa_22",0.844925,0.961541,1,0.946508264166667,0.0504541665552423,NA,0.000230756084834544,0.5,47807,-0.00496149908864099,1.00024201275193,"Pa_22",0.947,0.845,1
"Pb_22",0.843475,0.96172,1,0.9462254575,0.0511808221659056,NA,0.000240738443185012,0.5,45198,-0.0004858334829314,0.999997126141793,"Pb_22",0.946,0.843,1
"S_16",0.177375,0.452381,0.731412,0.455468268681667,0.144621589680847,NA,0.000593130453176276,0.4,59452,0.00268145379983339,1.00002031747112,"S_16",0.455,0.177,0.731
"S_17",0.310692,0.605029,0.874768,0.59860165065,0.148729744072559,NA,0.000609361905796471,0.4,59572,-0.00239917033848962,1.00000418959529,"S_17",0.599,0.311,0.875
"sac_route",0.292271,0.4332595,0.579548,0.43397427725,0.0740270151505295,NA,0.000303334049508126,0.4,59558,0.00188273847429014,1.00000415165171,"sac_route",0.434,0.292,0.58
"sutter_route",0.0895141,0.1896045,0.301421,0.193824883588333,0.0550605024306353,NA,0.000225565225887158,0.4,59585,-0.00605466079746864,1.00007325613399,"sutter_route",0.194,0.09,0.301
"steam_route",0.0749276,0.170664,0.278578,0.175060059581667,0.0531529784575525,NA,0.000216996125883583,0.4,60000,-0.00166030751192524,1.00009235415017,"steam_route",0.175,0.075,0.279
"georg_route",0.0818999,0.1924075,0.316216,0.197140780656667,0.06097579188097,NA,0.000250887515228239,0.4,59069,-0.00545728656288541,1.00002412606325,"georg_route",0.197,0.082,0.316
"sac_surv",0.250083,0.4127265,0.581195,0.4140021359,0.0848279353783978,NA,0.000347007367226777,0.4,59759,-0.00236590554766419,1.00014003586938,"sac_surv",0.414,0.25,0.581
"sutter_surv",0.147408,0.374215,0.615871,0.377872042583333,0.122249432764923,NA,0.000499313759616174,0.4,59944,0.0030760679253819,1.00001045238028,"sutter_surv",0.378,0.147,0.616
"steam_surv",0.247105,0.499978,0.732798,0.496525303021667,0.126792899734367,NA,0.000519882696374532,0.4,59481,-0.00381240917024645,1.00000950849001,"steam_surv",0.497,0.247,0.733
"georg_surv",0.00711389,0.12811,0.310825,0.142647035244517,0.0865795930582258,NA,0.000353459708550776,0.4,60000,0.00184531279576291,1.00015039191255,"georg_surv",0.143,0.007,0.311
"overall_surv",0.255257,0.366276,0.486428,0.367770595966667,0.0592993254098026,NA,0.000243452597325129,0.4,59329,-0.00205842878812576,1.00006248039981,"overall_surv",0.368,0.255,0.486
"overall_surv_fromrelease",0.0234295,0.037124,0.0531622,0.0376557788716667,0.00768854501948739,NA,3.16199558902418e-05,0.4,59124,-0.00195290672553336,1.00000088229062,"overall_surv_fromrelease",0.038,0.023,0.053
"P_3",0.996296,0.999216,0.999997,0.998798386633333,0.00130305645244171,NA,5.40185194493338e-06,0.4,58189,-0.00430869637095343,1.00004483199831,"P_3",0.999,0.996,1
"P_30",0.983653,0.997641,1,0.99544012255,0.00639761292591364,NA,2.86326425013789e-05,0.4,49924,-0.00615974164764185,1.00086385217466,"P_30",0.995,0.984,1
"P_8",0.996044,0.999599,1,0.9990016787,0.00168653240179132,NA,7.7022776969572e-06,0.5,47946,0.0108230948492883,1.00047896331259,"P_8",0.999,0.996,1
