Index,KES,BND,BTC,WLK,MEN,NEW,VNS,MSD,BND.Natural
1999-03-23,6064,11006,14809,16522,98,1347,7381,NA,NA
1999-03-24,5872,15990,14267,15180,98,1355,7137,NA,NA
1999-03-25,6003,26672,27093,15068,98,1432,6913,NA,NA
1999-03-26,5614,16622,34118,23755,98,1451,6449,NA,NA
1999-03-27,5510,13688,25284,24051,98,1447,6155,NA,NA
1999-03-28,5510,11915,21123,NA,NA,1380,6120,NA,NA
1999-03-29,5504,11299,18608,NA,98,1338,6054,NA,NA
1999-03-30,5511,10886,16087,18817,98,1259,5802,NA,NA
1999-03-31,5518,10772,14792,16993,98,1207,5673,NA,NA
1999-04-01,5510,10319,14107,15542,98,1114,5481,NA,NA
1999-04-02,5511,9894,13171,14780,98,1067,5248,NA,NA
1999-04-03,5535,9619,12579,13798,97,1057,4967,NA,NA
1999-04-04,5301,9411,12096,13258,96,1027,4901,NA,NA
1999-04-05,5479,9433,11847,12757,93,1031,4831,NA,NA
1999-04-06,5460,10447,12193,12567,92,1073,4850,NA,NA
1999-04-07,5468,9610,12774,13074,92,1094,5102,NA,NA
1999-04-08,5523,9780,12115,13152,92,1120,5519,NA,NA
1999-04-09,6896,10283,12804,12836,92,1219,5747,NA,NA
1999-04-10,8023,11868,13081,13355,92,1393,5938,NA,NA
1999-04-11,8016,17301,15168,13858,92,1464,6392,NA,NA
1999-04-12,8034,14026,21363,16924,92,1545,6592,NA,NA
1999-04-13,9917,14141,18025,19921,92,1905,6650,NA,NA
1999-04-14,10018,14633,17653,18547,130,2026,6520,NA,NA
1999-04-15,9981,14426,17466,18206,166,1986,6330,NA,NA
1999-04-16,9986,14233,17422,17954,167,1926,6337,NA,NA
1999-04-17,9946,14210,17718,17892,167,1961,6324,NA,NA
1999-04-18,10002,14270,17512,17977,167,2079,6468,NA,NA
1999-04-19,9965,14244,16862,17783,167,2129,6638,NA,NA
1999-04-20,8650,13226,16825,17072,185,2130,6668,NA,NA
1999-04-21,8502,12371,16009,16795,205,2134,6597,NA,NA
1999-04-22,8511,12050,14711,15899,208,2231,6617,NA,NA
1999-04-23,8537,11801,13914,14719,184,2515,6754,NA,NA
1999-04-24,8502,11619,13055,13585,159,2621,6933,NA,NA
1999-04-25,8496,11584,12611,12633,172,2610,6926,NA,NA
1999-04-26,8499,11701,12312,12150,258,2329,6759,NA,NA
1999-04-27,8529,11742,12480,11865,410,1934,6633,NA,NA
1999-04-28,9935,12297,12195,11874,532,1746,6586,NA,NA
1999-04-29,9988,12609,12103,11538,580,1534,7061,NA,NA
1999-04-30,10013,12482,11985,11327,578,1456,7284,NA,NA
1999-05-01,9992,12491,11744,10884,550,1475,7126,NA,16260
1999-05-02,10008,12633,11771,10650,494,1694,6931,NA,18156
1999-05-03,10016,12826,11962,10794,405,1758,7257,NA,16890
1999-05-04,10003,12586,11892,10908,319,1785,7330,NA,16193
1999-05-05,10020,12359,11325,10684,275,1815,7279,NA,15496
1999-05-06,10988,12914,10981,10120,257,1780,7181,NA,15115
1999-05-07,11022,13253,11271,9766,246,1806,7044,NA,15592
1999-05-08,11034,13141,11427,10014,244,1956,6913,NA,15048
1999-05-09,11008,13080,11191,9977,238,1898,7163,NA,13581
1999-05-10,10974,12942,11056,9617,231,1823,7184,NA,13988
1999-05-11,11011,12943,10841,9299,210,1642,7008,NA,13137
1999-05-12,11006,12953,10816,9014,177,1574,6800,NA,12598
1999-05-13,10100,12391,11066,9053,163,1514,6951,NA,12702
1999-05-14,10429,11994,10637,9169,152,1450,7254,NA,12877
1999-05-15,10959,12706,10041,8824,166,1318,7312,NA,12503
1999-05-16,10048,12054,9302,8343,190,1058,7034,NA,13029
1999-05-17,9542,11375,9389,8271,199,1005,6056,NA,12378
1999-05-18,9075,11047,9167,8106,215,955,5060,NA,11318
1999-05-19,8993,10696,9149,7999,219,902,4530,NA,11827
1999-05-20,9280,10901,8998,8016,238,877,4346,NA,13014
1999-05-21,9952,11461,9104,8094,259,852,4322,NA,12692
1999-05-22,10944,12212,9505,8452,259,794,4252,NA,9652
1999-05-23,11018,12771,10250,8876,254,857,4223,NA,13529
1999-05-24,10140,12203,10710,9393,245,950,4204,NA,12766
1999-05-25,10045,11981,10197,9551,256,943,3965,NA,13300
1999-05-26,10476,12237,9867,9121,280,930,3686,NA,12807
1999-05-27,11050,12694,10029,8956,282,837,3621,NA,11708
1999-05-28,11492,13216,10370,9172,281,687,3637,NA,12912
1999-05-29,11465,13258,10679,9526,278,656,3542,NA,13047
1999-05-30,11283,13214,10699,9842,298,666,3358,NA,10854
1999-05-31,11037,12613,10625,10030,326,659,3395,NA,11800
1999-06-01,11033,12627,10084,9767,334,675,3232,NA,11914
1999-06-02,10994,12751,10162,9471,373,646,3227,NA,11607
1999-06-03,11054,13095,10742,9760,411,608,3304,NA,11854
1999-06-04,11009,12769,11113,10423,389,626,3323,NA,11717
1999-06-05,10533,12283,11303,10896,342,642,3353,NA,12085
1999-06-06,10505,11914,10677,10947,332,730,3352,NA,10982
1999-06-07,10503,11801,10227,10369,358,809,3353,NA,10014
1999-06-08,10508,11706,9829,9863,337,770,3338,NA,10638
1999-06-09,10514,11646,9552,9393,313,726,3349,NA,9565
1999-06-10,10497,11590,9394,8917,358,686,3350,NA,9936
1999-06-11,10547,11582,9088,8621,454,629,3283,NA,10519
1999-06-12,10479,11508,8841,8194,480,583,3259,NA,10064
1999-06-13,10501,11482,8604,7883,480,566,3303,NA,8632
1999-06-14,10972,11823,8592,7727,462,591,3357,NA,9437
1999-06-15,11008,12065,8736,7485,448,585,3305,NA,10163
1999-06-16,11003,12059,8843,7673,448,556,3304,NA,8514
1999-06-17,11077,12003,8818,7690,448,496,3272,NA,9634
1999-06-18,11499,12417,8770,7619,448,467,3070,NA,9909
1999-06-19,11572,12487,9040,7601,448,448,2990,NA,8218
1999-06-20,12054,12852,8946,7848,448,447,3080,NA,7957
1999-06-21,11991,12916,9229,7844,448,474,3240,NA,7269
1999-06-22,12079,12865,9272,7981,448,473,3130,NA,8651
1999-06-23,12760,13346,9194,7958,448,473,3124,NA,8276
1999-06-24,12933,13795,9613,7926,448,486,2958,NA,8010
1999-06-25,13007,13778,9726,8269,448,482,2781,NA,8159
1999-06-26,13067,13791,9542,8214,448,465,2706,NA,6729
1999-06-27,13434,14126,9617,8169,448,483,2734,NA,6226
1999-06-28,13483,14260,9477,8196,448,528,2781,NA,8623
1999-06-29,13439,14309,9943,8376,448,503,2628,NA,7419
1999-06-30,13020,13730,9927,8362,448,439,2536,NA,8520
1999-07-01,12983,13820,9225,8247,442,412,2466,NA,7035
1999-07-02,13003,13661,9037,7782,421,401,2349,NA,6775
1999-07-03,12986,13403,8900,7600,395,419,2352,NA,4944
1999-07-04,12995,13448,8724,7430,411,405,2570,NA,7199
1999-07-05,12979,13563,8787,7391,405,446,2660,NA,7457
1999-07-06,12974,13581,8913,7469,391,480,2532,NA,6524
1999-07-07,13004,13722,8870,7528,410,490,2458,NA,5719
1999-07-08,13005,13640,8975,7444,462,466,2380,NA,6651
1999-07-09,NA,13551,8884,7445,449,470,2293,NA,6986
1999-07-10,12985,13559,8714,7372,399,423,2299,NA,7959
1999-07-11,12981,13583,8778,7359,407,419,2300,NA,7903
1999-07-12,13485,13544,8863,7522,505,417,2384,NA,7617
1999-07-13,13959,14162,8837,7537,564,402,2276,NA,6276
1999-07-14,13425,13780,9240,7600,540,394,2270,NA,5865
1999-07-15,13512,14165,9094,7832,502,389,2181,NA,7412
1999-07-16,13421,13945,9175,7662,418,389,2106,NA,5873
1999-07-17,13519,13910,9294,7812,405,391,2218,NA,5713
1999-07-18,13495,13806,9500,7938,447,391,2249,NA,6510
1999-07-19,13506,13885,9681,8131,419,413,2156,NA,6111
1999-07-20,13504,13786,9712,8240,476,428,1958,NA,6944
1999-07-21,12996,13425,9659,8298,543,434,1975,NA,7448
1999-07-22,12988,13320,9378,8236,611,411,2012,NA,7455
1999-07-23,12999,13292,9029,7917,621,372,1924,NA,7463
1999-07-24,12978,13450,9053,7797,601,386,1874,NA,3297
1999-07-25,12998,13394,9255,7829,569,414,1946,NA,5889
1999-07-26,12933,13325,9286,8013,573,484,2015,NA,7504
1999-07-27,12918,13284,9261,8007,603,494,1928,NA,7030
1999-07-28,12987,13420,9285,7936,627,478,1961,NA,6724
1999-07-29,12946,13184,9348,8018,595,503,1951,NA,6551
1999-07-30,12543,13536,9278,8086,514,611,1942,NA,7718
1999-07-31,13265,13609,9518,8062,478,611,1983,NA,4507
1999-08-01,13000,13441,9659,8211,468,633,2088,NA,5333
1999-08-02,13025,13230,9301,8036,483,666,2066,NA,7425
1999-08-03,12981,13257,9217,7789,428,685,2009,NA,6083
1999-08-04,12480,12860,9106,8089,534,655,1972,NA,2930
1999-08-05,12032,12382,8808,8080,612,582,1894,NA,3299
1999-08-06,NA,11694,8429,7723,623,528,1859,NA,3046
1999-08-07,11004,11347,8042,7465,543,504,1911,NA,1189
1999-08-08,11002,11168,7860,7156,450,569,2023,NA,2721
1999-08-09,10986,11220,7795,6961,407,637,2027,NA,7849
1999-08-10,10501,10851,7748,6964,397,669,1910,NA,7607
1999-08-11,10779,10629,7532,6951,475,627,1915,NA,5925
1999-08-12,10480,10445,7333,6715,540,565,1878,NA,6951
1999-08-13,9983,10148,7167,6602,567,531,1879,NA,6987
1999-08-14,9991,10240,6973,6482,570,549,1885,NA,3926
1999-08-15,9513,9908,6968,6381,576,542,1951,NA,6315
1999-08-16,9493,9751,6733,6362,577,561,1976,NA,864
1999-08-17,9511,9772,6565,6065,591,553,1884,NA,6203
1999-08-18,9485,9733,6429,5742,652,555,1851,NA,5705
1999-08-19,9491,9710,6424,5574,650,512,1899,NA,5841
1999-08-20,9513,9732,6460,5516,579,512,1838,NA,6778
1999-08-21,9493,9703,6512,5485,428,554,1793,NA,4743
1999-08-22,9506,9701,6407,5484,355,580,1945,NA,6342
1999-08-23,9516,9718,6464,5499,360,627,2015,NA,6413
1999-08-24,9506,9698,6437,5566,430,606,1938,NA,5574
1999-08-25,9497,9719,6484,5617,467,551,1893,NA,5224
1999-08-26,9503,9720,6539,5703,382,506,1876,NA,5327
1999-08-27,9511,9676,6589,5829,343,478,1847,NA,6048
1999-08-28,9511,9702,6626,5958,303,413,1926,NA,4727
1999-08-29,9493,9684,6610,5995,249,433,2035,NA,3506
1999-08-30,9495,9652,6678,6122,202,468,2063,NA,4878
1999-08-31,9505,9693,6585,6260,167,475,1929,NA,4738
1999-09-01,9488,9684,6764,6327,168,463,1878,NA,5675
1999-09-02,9453,9669,7139,6614,190,415,1930,NA,5796
1999-09-03,9005,9397,7182,6724,193,396,1918,NA,5683
1999-09-04,9005,9282,7008,6742,183,390,1954,NA,6702
1999-09-05,9012,9276,7219,6607,184,424,1998,NA,7242
1999-09-06,8962,9268,7427,6885,213,424,2011,NA,6143
1999-09-07,8539,9018,7346,7054,237,397,1941,NA,6322
1999-09-08,8527,8945,7023,7013,253,403,1788,NA,6458
1999-09-09,8554,8942,7217,6883,276,388,1791,NA,6140
1999-09-10,8484,8920,7257,7209,283,379,1855,NA,6133
1999-09-11,8042,8653,7117,7413,276,404,1899,NA,5944
1999-09-12,8035,8508,6903,7369,269,437,2047,NA,5133
1999-09-13,8036,8552,6934,7105,269,476,2133,NA,6693
1999-09-14,8040,8526,6930,7111,313,463,2054,NA,7012
1999-09-15,8033,8516,6595,7136,394,438,2002,NA,6201
1999-09-16,8026,8489,7081,7216,445,428,1981,NA,5735
1999-09-17,8026,8514,7156,7496,412,417,1957,NA,6136
1999-09-18,7547,8238,7049,7531,321,451,2006,NA,5235
1999-09-19,7545,8101,6906,7438,267,448,2102,NA,4559
1999-09-20,7554,8112,6545,7234,251,458,2154,NA,5415
1999-09-21,7554,8110,6478,7180,236,462,2073,NA,7250
1999-09-22,7032,7849,6499,7162,271,432,2027,NA,7886
1999-09-23,7049,7718,6292,7155,325,372,1993,NA,7355
1999-09-24,7036,7676,6229,6978,312,338,1967,NA,5833
1999-09-25,7051,7697,6290,6984,265,346,1958,NA,6791
1999-09-26,7049,7657,6353,7014,237,406,1996,NA,7706
1999-09-27,7007,7649,6583,6935,258,429,2108,NA,4571
1999-09-28,6548,7396,6311,6757,276,399,2079,NA,6595
1999-09-29,6545,7216,5927,6607,316,426,1983,NA,6674
1999-09-30,6540,7242,5832,6359,321,432,2027,NA,6605
1999-10-01,6670,7321,5820,6207,295,462,2101,NA,6183
1999-10-02,6551,7306,5884,6158,250,464,2211,NA,4164
1999-10-03,6542,7257,6333,6154,269,500,2203,NA,3551
1999-10-04,6539,7244,6186,6137,314,512,2265,NA,5683
1999-10-05,6500,7248,5926,6092,300,518,2394,NA,5485
1999-10-06,6476,7067,5826,6058,272,524,2383,NA,7686
1999-10-07,5993,6945,5753,6124,247,507,2385,NA,6664
1999-10-08,6006,6859,5550,5959,189,551,2359,NA,5856
1999-10-09,5973,6811,5471,5741,177,554,2417,NA,6456
1999-10-10,5935,6774,5502,5619,182,570,2475,NA,5848
1999-10-11,6014,6795,5496,5539,203,519,2525,NA,6260
1999-10-12,6015,6781,5262,5444,223,466,2510,NA,4741
1999-10-13,6014,6779,5114,5383,223,463,2402,NA,4964
1999-10-14,6015,6773,5051,5107,222,496,2379,NA,4058
1999-10-15,6005,6732,4941,5059,223,605,2394,NA,5199
1999-10-16,6012,6726,4873,4902,230,688,2426,NA,5499
1999-10-17,6011,6754,4960,4844,258,899,2457,NA,8998
1999-10-18,6013,6801,5043,4830,286,979,2610,NA,5723
1999-10-19,6002,6790,4985,4884,NA,1027,2570,NA,4563
1999-10-20,6006,6807,4885,4884,NA,1038,2502,NA,5199
1999-10-21,6152,6886,4827,4767,NA,1045,2487,NA,5478
1999-10-22,6180,7107,4902,4695,149,903,2542,NA,6202
1999-10-23,6198,7102,5117,4849,143,847,2527,NA,6286
1999-10-24,6200,7082,5180,5023,NA,853,2468,NA,5971
1999-10-25,6210,7048,5222,5094,141,853,2428,NA,5742
1999-10-26,6193,7067,5217,5040,141,809,2407,NA,5898
1999-10-27,6244,7181,5316,4922,153,813,2387,NA,7382
1999-10-28,6211,7751,5475,4941,159,826,2399,NA,10620
1999-10-29,6218,7323,6194,5324,159,832,2431,NA,8022
1999-10-30,6217,7194,5742,5892,150,828,2392,NA,9114
1999-10-31,6400,7110,5531,5577,134,833,2385,NA,7950
1999-11-01,6200,7213,5512,5338,123,821,2444,NA,7021
1999-11-02,6135,7243,5477,5118,121,818,2357,NA,6891
1999-11-03,6166,7184,5493,5159,134,806,2399,NA,5684
1999-11-04,6171,7112,5485,5209,134,778,2469,NA,4833
1999-11-05,6143,7122,5864,5141,129,775,2580,NA,5206
1999-11-06,6200,7200,6158,NA,NA,NA,NA,NA,4175
1999-11-07,6210,7358,6445,5088,120,739,2461,NA,4768
1999-11-08,6212,7536,6887,5335,118,751,2395,NA,6260
1999-11-09,6214,7585,7360,5678,118,772,2364,NA,6330
1999-11-10,6217,8256,7471,6046,118,778,2312,NA,12102
1999-11-11,6220,8343,8115,6429,118,772,2264,NA,9366
1999-11-12,6226,7899,8446,7016,118,771,2269,NA,7794
1999-11-13,6280,7644,8115,7223,118,782,2288,NA,7978
1999-11-14,6260,7533,7840,6909,118,763,2257,NA,6392
1999-11-15,6243,7498,7476,6705,118,747,2216,NA,8188
1999-11-16,6186,7608,7703,6642,117,735,2266,NA,6801
1999-11-17,6150,8210,7741,6652,117,720,2222,NA,8386
1999-11-18,6182,7935,8114,7050,118,706,2165,NA,7511
1999-11-19,6169,8094,7292,7570,126,675,2137,NA,10526
1999-11-20,6151,9743,8031,7530,128,665,2109,NA,11637
1999-11-21,6329,8643,9518,8557,128,657,2104,NA,8907
1999-11-22,6165,8055,8816,9310,NA,650,2090,NA,8051
1999-11-23,6309,7873,8114,8458,128,633,2059,NA,7825
1999-11-24,6226,7800,7324,7827,130,622,2009,NA,7771
1999-11-25,6167,7531,7147,7498,NA,607,1991,NA,-457
1999-11-26,6200,7460,6803,7255,174,607,1976,NA,NA
1999-11-27,7284,8099,6732,7042,341,614,1958,NA,NA
1999-11-28,7376,8425,7226,6918,504,623,1957,NA,6939
1999-11-29,7468,8421,7744,7409,463,618,1957,NA,9235
1999-11-30,7481,10998,8834,7906,381,626,1972,NA,13685
1999-12-01,7481,10520,12010,9361,182,642,2001,NA,11940
1999-12-02,8700,9781,11286,11214,145,644,1893,NA,10108
1999-12-03,8421,9797,10637,10753,145,650,1862,NA,8437
1999-12-04,8503,9594,10606,10417,144,644,1836,NA,7530
1999-12-05,8381,9457,10346,10266,144,652,1828,NA,8722
1999-12-06,8349,9433,10176,10084,143,653,1832,NA,7974
1999-12-07,8406,9456,10018,9896,NA,638,1808,NA,8525
1999-12-08,8036,9097,10008,9753,NA,630,1791,NA,8320
1999-12-09,7683,8805,9737,9710,NA,620,1790,NA,8458
1999-12-10,7554,8900,9435,9566,NA,614,1788,NA,7079
1999-12-11,7645,8742,9428,9413,NA,605,1796,NA,7648
1999-12-12,7699,8636,9263,9376,NA,600,1776,NA,7186
1999-12-13,7562,8669,9130,9244,NA,600,1748,NA,7643
1999-12-14,7069,8493,9151,9109,NA,593,1726,NA,8268
1999-12-15,6577,8108,9029,9122,NA,585,1707,NA,7762
1999-12-16,6090,7720,8621,8906,NA,576,1727,NA,7596
1999-12-17,5810,7320,8193,8537,NA,564,1742,NA,7723
1999-12-18,5600,7135,7827,8204,NA,561,1744,NA,6967
1999-12-19,5523,6997,7548,7863,NA,563,1748,NA,6045
1999-12-20,5532,6993,7334,7657,NA,NA,1705,NA,6075
1999-12-21,5492,6981,7178,7442,NA,559,1688,NA,6421
1999-12-22,5500,6920,7181,7260,NA,550,1669,NA,6163
1999-12-23,5535,6902,7214,7241,NA,545,1630,NA,6026
1999-12-24,5398,6870,7189,7273,NA,547,1639,NA,6369
1999-12-25,5516,6866,7135,7304,NA,547,1644,NA,5649
1999-12-26,5473,6871,7113,7304,NA,546,1659,NA,6824
1999-12-27,5419,6852,7108,7212,NA,538,1649,NA,6327
1999-12-28,5280,6804,7082,7184,NA,535,1618,NA,7798
1999-12-29,5082,6715,7002,7143,NA,542,1600,NA,6326
1999-12-30,4833,6662,6912,7006,NA,583,1599,NA,5859
1999-12-31,5007,6624,6875,6914,NA,596,1581,NA,6460
2000-01-01,5000,6538,6894,6896,NA,628,1581,NA,5928
2000-01-02,5033,6409,6860,6898,NA,646,1581,NA,6871
2000-01-03,5000,6408,6864,6811,NA,639,1581,NA,6747
2000-01-04,5000,6412,6865,6721,NA,629,1635,NA,7216
2000-01-05,4809,6326,6653,6690,NA,625,1674,NA,5932
2000-01-06,4609,6147,6571,6573,NA,608,1678,NA,6461
2000-01-07,4500,6025,6570,6456,NA,590,1656,NA,7393
2000-01-08,4500,6011,6572,6303,NA,576,1641,NA,6085
2000-01-09,4500,5948,6572,6167,NA,578,1666,NA,5813
2000-01-10,4500,5931,6571,6164,NA,573,1658,NA,7836
2000-01-11,4500,6854,6574,6232,NA,560,1620,NA,15085
2000-01-12,4300,7068,7402,6484,NA,567,1715,NA,11462
2000-01-13,4120,6388,7747,7900,NA,582,1731,NA,12415
2000-01-14,4000,6721,7011,8006,NA,594,1715,NA,23793
2000-01-15,4000,17329,7538,7879,NA,597,1793,NA,47176
2000-01-16,3990,12929,16128,10258,NA,611,1818,NA,43916
2000-01-17,4021,9550,14926,14856,NA,616,1861,NA,26014
2000-01-18,4021,8413,11431,14285,NA,647,1956,NA,20848
2000-01-19,4046,13096,11211,12181,NA,663,2069,NA,29657
2000-01-20,4063,18577,19924,13317,NA,709,2036,NA,41452
2000-01-21,4285,9852,17665,18985,NA,728,2060,NA,26477
2000-01-22,6438,9996,13077,17226,NA,741,2108,NA,21382
2000-01-23,6500,11387,12770,14289,NA,765,2210,NA,24181
2000-01-24,8020,22569,19566,14610,NA,837,2509,NA,40950
2000-01-25,11667,21373,27057,20615,NA,969,2984,NA,35044
2000-01-26,13728,20962,24340,22981,NA,1253,3385,NA,26240
2000-01-27,13936,17888,22499,22652,NA,1547,3446,NA,18990
2000-01-28,16375,17578,19893,21701,NA,1575,3056,NA,17461
2000-01-29,19380,21989,19551,20082,NA,1414,3018,NA,15742
2000-01-30,19684,26308,21689,20259,NA,1256,2777,NA,23275
2000-01-31,17179,25446,31920,22780,97,1161,2659,NA,24921
2000-02-01,16800,24686,28319,24348,116,1112,2642,NA,21144
2000-02-02,14463,20760,25796,23759,146,1065,2582,NA,22458
2000-02-03,12777,17612,22090,22969,167,1014,2423,NA,21291
2000-02-04,12500,19132,21757,21924,176,950,2346,NA,19535
2000-02-05,12500,20201,21929,22216,181,917,2269,NA,29943
2000-02-06,10796,19812,25400,22217,203,895,2251,NA,33230
2000-02-07,10796,16316,22707,22968,221,854,2214,NA,24147
2000-02-08,10796,14927,20577,21641,251,831,2154,NA,19691
2000-02-09,14917,17185,19816,19465,287,809,2111,NA,15250
2000-02-10,14645,21987,21932,18419,295,790,2096,NA,23315
2000-02-11,16738,24835,32140,21052,291,794,2113,NA,34608
2000-02-12,20217,41045,43954,24488,280,904,2295,NA,60748
2000-02-13,18500,55300,53861,26193,264,1465,3329,NA,91875
2000-02-14,22458,55929,71254,26814,234,2120,4850,NA,116259
2000-02-15,35821,53861,81331,27940,199,3424,7143,NA,59165
2000-02-16,40393,48930,72829,28135,194,4754,7578,NA,41418
2000-02-17,39621,46525,63763,27652,198,5423,8324,NA,31624
2000-02-18,40282,45181,58101,27226,220,5595,11168,NA,26256
2000-02-19,40503,44148,54091,26883,230,5240,12132,NA,20087
2000-02-20,36286,41597,51408,26642,236,4754,12248,NA,21482
2000-02-21,30455,44301,49414,26411,234,4341,12212,NA,24857
2000-02-22,34471,41418,53562,26512,230,4225,12064,NA,40679
2000-02-23,35870,57778,62602,26781,231,4244,12387,NA,58267
2000-02-24,39810,45737,75086,27628,233,4679,13433,NA,34231
2000-02-25,39894,47902,61824,27595,215,5019,13761,NA,28858
2000-02-26,34265,55594,58531,27092,185,5129,13152,NA,61264
2000-02-27,33460,54897,68514,27114,175,4812,12994,NA,77895
2000-02-28,37465,55243,75919,27745,173,5201,13894,NA,57645
2000-02-29,40325,55755,72505,27905,166,6017,14957,NA,55582
2000-03-01,47562,60088,71132,27711,162,6355,14700,NA,45740
2000-03-02,47241,59125,71546,27694,165,6642,14849,NA,38776
2000-03-03,47312,57536,68420,27609,193,6551,14802,NA,29568
2000-03-04,49331,57256,65741,27471,202,6106,14709,NA,30258
2000-03-05,41774,70226,68444,27412,200,5761,15514,NA,52547
2000-03-06,34405,53233,90104,27820,200,5983,16481,NA,40729
2000-03-07,35050,47178,79651,28128,199,6236,16995,NA,34265
2000-03-08,35549,48228,65495,27699,226,6216,16799,NA,38188
2000-03-09,36000,53777,66867,27352,248,6121,16606,NA,48878
2000-03-10,35640,49993,69571,27402,246,6228,16564,NA,37594
2000-03-11,30371,43675,64278,27405,426,6229,16208,NA,40237
2000-03-12,25816,37365,56452,26982,761,5948,15829,NA,33932
2000-03-13,22035,31993,47883,26424,491,5606,15524,NA,30509
2000-03-14,18667,27901,41973,25892,413,5261,14883,NA,27841
2000-03-15,15881,24825,37353,25394,666,4980,14027,NA,26428
2000-03-16,13500,21946,33120,24829,804,4765,13329,NA,24089
2000-03-17,11688,18684,29632,23877,770,4280,12938,NA,24456
2000-03-18,9881,15964,26854,23030,689,4062,12373,NA,21760
2000-03-19,10326,15077,24244,21996,649,4004,11185,NA,19833
2000-03-20,10474,15098,23601,20407,512,3935,11241,NA,19335
2000-03-21,10029,14676,22871,19620,415,3793,10810,NA,18602
2000-03-22,8595,13462,21983,18839,389,3628,9399,NA,17629
2000-03-23,7377,12115,20683,17929,336,3250,8718,NA,17711
2000-03-24,6438,10961,19443,16838,327,2991,8355,NA,17100
2000-03-25,6173,10539,18194,15859,313,2814,8082,NA,16996
2000-03-26,6085,10109,17585,14971,287,2491,7883,NA,16045
2000-03-27,6138,10019,16981,14338,257,2043,7525,NA,15365
2000-03-28,5964,9923,16689,13841,220,1892,7131,NA,16645
2000-03-29,5817,9605,16271,13613,193,1813,6795,NA,14491
2000-03-30,5571,9320,15621,13160,215,1748,6581,NA,14613
2000-03-31,5206,9011,12500,12636,249,1636,6345,NA,15068
2000-04-01,5243,8767,10870,12143,257,1516,6145,NA,14930
2000-04-02,5144,8596,10492,11587,260,1439,5745,NA,15112
2000-04-03,4774,8519,10172,11217,264,1434,5406,NA,13234
2000-04-04,4955,8328,9936,10883,255,1447,5181,NA,12646
2000-04-05,4944,8357,9794,10716,249,1426,4944,NA,14118
2000-04-06,5070,8273,9662,10550,287,1367,4738,NA,13984
2000-04-07,5119,8142,9450,10378,328,1354,4603,NA,13551
2000-04-08,6545,8666,9146,10067,344,1327,4598,NA,12466
2000-04-09,8229,9850,9512,9879,361,1292,4522,NA,11762
2000-04-10,8500,10337,10328,10437,387,1277,4306,NA,9959
2000-04-11,8500,10294,10598,11019,445,940,4144,NA,11800
2000-04-12,8387,10277,10466,11093,541,793,4115,NA,12673
2000-04-13,8387,10869,10532,11045,593,728,4252,NA,19741
2000-04-14,8570,11300,11244,11234,595,698,4645,NA,19387
2000-04-15,8463,10811,11345,11778,544,719,5332,NA,17509
2000-04-16,8401,10794,10885,11615,461,797,5512,NA,22662
2000-04-17,8421,15734,11551,11456,384,924,5834,NA,41527
2000-04-18,8425,17585,19462,13877,320,1101,6371,NA,32239
2000-04-19,8533,14291,18779,18845,232,1467,6635,NA,26270
2000-04-20,8517,12624,15881,18295,193,2316,6232,NA,20788
2000-04-21,8594,11802,14043,16133,164,2554,6251,NA,19446
2000-04-22,9000,11855,13098,14501,169,2512,6280,NA,16329
2000-04-23,8905,11681,12772,13616,151,2410,6273,NA,15931
2000-04-24,8939,11399,12301,13160,129,2340,6257,NA,15576
2000-04-25,8938,11142,11658,12511,121,2284,6066,NA,16071
2000-04-26,8897,10930,10932,11728,120,2172,5943,NA,13810
2000-04-27,9025,10864,10330,10898,174,2048,5841,NA,12913
2000-04-28,9025,11251,10063,10169,218,1950,5670,NA,13732
2000-04-29,10957,12103,10068,9749,198,1925,5787,NA,12447
2000-04-30,11000,12370,10440,9756,179,1917,5811,NA,13975
2000-05-01,11314,12294,10378,9970,211,1902,5792,NA,14712
