reach_end,reach_start,estimate,se,lcl,ucl,rkm_start,rkm_end,Region,Reach,RKM,GenLat_start,GenLon_start,GenLat_end,GenLon_end,release,mean_rel_date,count_at_start,count_at_end,group,reach_num,release_site
Mok_I5_Bridge,Abv_CRC_Rel,0.651,0.021,0.61,0.69,146.962,142.69,Lower Mok R,Abv_CRC_Rel to Mok_I5_Bridge,146.962 to 142.69,38.252293,-121.42802,38.25932,-121.464615,2022-04-29_Abv_CRC_Rel,2022-04-29,288,46,1,4,Abv_CRC_Rel
Mok_Woodbridge,Mok_WB_WildArea_Rel,1,0,1,1,168.392,167.942,Lower Mok R,Mok_WB_WildArea_Rel to Mok_Woodbridge,168.392 to 167.942,38.161175,-121.31219,38.164425,-121.31363,2022-04-27_Mok_WB_WildArea_Rel,2022-04-27,192,184,2,1,Mok_WB_WildArea_Rel
Mok_Peltier_Bridge,Mok_Woodbridge,0.845,0.016,0.81,0.874,167.942,163.06,Lower Mok R,Mok_Woodbridge to Mok_Peltier_Bridge,167.942 to 163.06,38.164425,-121.31363,38.185066,-121.319984,2022-04-27_Mok_WB_WildArea_Rel,2022-04-27,184,73,2,2,Mok_WB_WildArea_Rel
Mok_FeistRanch,Mok_Peltier_Bridge,0.896,0.026,0.834,0.936,163.06,155.332,Lower Mok R,Mok_Peltier_Bridge to Mok_FeistRanch,163.06 to 155.332,38.185066,-121.319984,38.210052,-121.374725,2022-04-27_Mok_WB_WildArea_Rel,2022-04-27,73,29,2,3,Mok_WB_WildArea_Rel
Mok_I5_Bridge,Mok_FeistRanch,0.753,0.06,0.619,0.851,155.332,142.69,Lower Mok R,Mok_FeistRanch to Mok_I5_Bridge,155.332 to 142.69,38.210052,-121.374725,38.25932,-121.464615,2022-04-27_Mok_WB_WildArea_Rel,2022-04-27,29,1,2,4,Mok_WB_WildArea_Rel
Mok_I5_Bridge,Abv_CRC_Rel,0.817,0.013,0.79,0.842,146.962,142.69,Lower Mok R,Abv_CRC_Rel to Mok_I5_Bridge,146.962 to 142.69,38.252293,-121.42802,38.25932,-121.464615,2022-05-13_Abv_CRC_Rel,2022-05-13,289,122,3,4,Abv_CRC_Rel
Chipps,Mok_I5_Bridge,0.944,0.009,0.923,0.96,142.69,71.486,West Delta,Mok_I5_Bridge to Chipps,142.69 to 71.486,38.25932,-121.464615,38.046132,-121.912643,2022-05-13_Abv_CRC_Rel,2022-05-13,122,2,3,5,Abv_CRC_Rel
Benicia,Chipps,0.965,0.035,0.783,0.995,71.486,52.048,Carquinez Strait,Chipps to Benicia,71.486 to 52.048,38.046132,-121.912643,38.041233,-122.12382,2022-05-13_Abv_CRC_Rel,2022-05-13,2,1,3,6,Abv_CRC_Rel
GoldenGateE,Benicia,1,0,1,1,52.048,1.71,SF Bay,Benicia to GoldenGateE,52.048 to 1.71,38.041233,-122.12382,37.82794,-122.46168,2022-05-13_Abv_CRC_Rel,2022-05-13,1,1,3,7,Abv_CRC_Rel
Mok_Woodbridge,Mok_WB_WildArea_Rel,0.847,0.046,0.735,0.917,168.392,167.942,Lower Mok R,Mok_WB_WildArea_Rel to Mok_Woodbridge,168.392 to 167.942,38.161175,-121.31219,38.164425,-121.31363,2022-05-11_Mok_WB_WildArea_Rel,2022-05-11,189,150,4,1,Mok_WB_WildArea_Rel
Mok_Peltier_Bridge,Mok_Woodbridge,0.957,0.012,0.927,0.975,167.942,163.06,Lower Mok R,Mok_Woodbridge to Mok_Peltier_Bridge,167.942 to 163.06,38.164425,-121.31363,38.185066,-121.319984,2022-05-11_Mok_WB_WildArea_Rel,2022-05-11,150,119,4,2,Mok_WB_WildArea_Rel
Mok_FeistRanch,Mok_Peltier_Bridge,0.883,0.021,0.834,0.919,163.06,155.332,Lower Mok R,Mok_Peltier_Bridge to Mok_FeistRanch,163.06 to 155.332,38.185066,-121.319984,38.210052,-121.374725,2022-05-11_Mok_WB_WildArea_Rel,2022-05-11,119,43,4,3,Mok_WB_WildArea_Rel
Mok_I5_Bridge,Mok_FeistRanch,0.868,0.023,0.816,0.907,155.332,142.69,Lower Mok R,Mok_FeistRanch to Mok_I5_Bridge,155.332 to 142.69,38.210052,-121.374725,38.25932,-121.464615,2022-05-11_Mok_WB_WildArea_Rel,2022-05-11,43,9,4,4,Mok_WB_WildArea_Rel
