reach_end,reach_start,estimate,se,lcl,ucl,rkm_start,rkm_end,Region,Reach,RKM,GenLat_start,GenLon_start,GenLat_end,GenLon_end,release,mean_rel_date,count_at_start,count_at_end,group,reach_num,release_site
ButteBr,BlwOrd,0.99,0.002,0.984,0.994,361.72,344.1,Lower Sac R,BlwOrd to ButteBr,361.72 to 344.1,39.56548,-122.0018,39.4569,-121.995,2016-04-29_BattleCk_CNFH_Rel,2016-04-29,101,85,2,11,BattleCk_CNFH_Rel
AbvColusaBrRT,ButteBr,1,0,1,1,344.1,314.43,Lower Sac R,ButteBr to AbvColusaBrRT,344.1 to 314.43,39.4569,-121.995,39.2647,-122,2016-04-29_BattleCk_CNFH_Rel,2016-04-29,85,45,2,12,BattleCk_CNFH_Rel
AbvColusaBr,AbvColusaBrRT,0.884,0.016,0.848,0.912,314.43,307.73,Lower Sac R,AbvColusaBrRT to AbvColusaBr,314.43 to 307.73,39.2647,-122,39.2205,-122.00847,2016-04-29_BattleCk_CNFH_Rel,2016-04-29,45,36,2,13,BattleCk_CNFH_Rel
MeridanBr,AbvColusaBr,0.989,0.005,0.972,0.995,307.73,290.84,Lower Sac R,AbvColusaBr to MeridanBr,307.73 to 290.84,39.2205,-122.00847,39.145542,-121.917984,2016-04-29_BattleCk_CNFH_Rel,2016-04-29,36,29,2,14,BattleCk_CNFH_Rel
AbvTisdale,MeridanBr,0.961,0.01,0.937,0.976,290.84,269.23,Lower Sac R,MeridanBr to AbvTisdale,290.84 to 269.23,39.145542,-121.917984,39.0364,-121.82918,2016-04-29_BattleCk_CNFH_Rel,2016-04-29,29,13,2,15,BattleCk_CNFH_Rel
BlwChinaBend,AbvTisdale,0.96,0.014,0.922,0.98,269.23,240.61,Lower Sac R,AbvTisdale to BlwChinaBend,269.23 to 240.61,39.0364,-121.82918,38.88406,-121.81713,2016-04-29_BattleCk_CNFH_Rel,2016-04-29,13,4,2,16,BattleCk_CNFH_Rel
KnightsLandingBr,BlwChinaBend,1,0,1,1,240.61,224.05,Lower Sac R,BlwChinaBend to KnightsLandingBr,240.61 to 224.05,38.88406,-121.81713,38.8021,-121.72,2016-04-29_BattleCk_CNFH_Rel,2016-04-29,4,4,2,17,BattleCk_CNFH_Rel
TowerBridge,KnightsLandingBr,0.995,0.006,0.961,0.999,224.05,172,Lower Sac R,KnightsLandingBr to TowerBridge,224.05 to 172,38.8021,-121.72,38.5802,-121.508,2016-04-29_BattleCk_CNFH_Rel,2016-04-29,4,3,2,18,BattleCk_CNFH_Rel
SacTrawl,TowerBridge,0.924,0.074,0.61,0.989,172,166.815,Lower Sac R,TowerBridge to SacTrawl,172 to 166.815,38.5802,-121.508,38.539519999999996,-121.51444000000001,2016-04-29_BattleCk_CNFH_Rel,2016-04-29,3,2,2,19,BattleCk_CNFH_Rel
Freeport,SacTrawl,1,0,1,1,166.815,152.43,Lower Sac R,SacTrawl to Freeport,166.815 to 152.43,38.539519999999996,-121.51444000000001,38.46467,-121.50501,2016-04-29_BattleCk_CNFH_Rel,2016-04-29,2,2,2,20,BattleCk_CNFH_Rel
