reach_end,reach_start,estimate,se,lcl,ucl,rkm_start,rkm_end,Region,Reach,RKM,GenLat_start,GenLon_start,GenLat_end,GenLon_end,release,mean_rel_date,count_at_start,count_at_end,group,reach_num,release_site
BattleCk1,BattleCk_CNFH_Rel,0.988,0.01,0.942,0.998,517.34,516.98,Battle Ck,BattleCk_CNFH_Rel to BattleCk1,517.34 to 516.98,40.398155,-122.14556,40.39827,-122.14959,2016-04-09_BattleCk_CNFH_Rel,2016-04-09,400,381,1,1,BattleCk_CNFH_Rel
BattleCk2,BattleCk1,0.997,0.002,0.985,0.999,516.98,515.33,Battle Ck,BattleCk1 to BattleCk2,516.98 to 515.33,40.39827,-122.14959,40.3954,-122.16553,2016-04-09_BattleCk_CNFH_Rel,2016-04-09,381,394,1,2,BattleCk_CNFH_Rel
BattleCk3,BattleCk2,0.997,0.002,0.992,0.999,515.33,511.45,Battle Ck,BattleCk2 to BattleCk3,515.33 to 511.45,40.3954,-122.16553,40.38434,-122.17876,2016-04-09_BattleCk_CNFH_Rel,2016-04-09,394,389,1,3,BattleCk_CNFH_Rel
Battle_Conf,BattleCk3,0.996,0.002,0.991,0.998,511.45,507.48,Upper Sac R,BattleCk3 to Battle_Conf,511.45 to 507.48,40.38434,-122.17876,40.35371,-122.17734,2016-04-09_BattleCk_CNFH_Rel,2016-04-09,389,367,1,4,BattleCk_CNFH_Rel
Blw_Paynes_Ck,Battle_Conf,0.999,0,0.999,1,507.48,476.27,Upper Sac R,Battle_Conf to Blw_Paynes_Ck,507.48 to 476.27,40.35371,-122.17734,40.25534,-122.17332,2016-04-09_BattleCk_CNFH_Rel,2016-04-09,367,378,1,5,BattleCk_CNFH_Rel
Blw_Salt,Blw_Paynes_Ck,1,0,0.999,1,476.27,456.88,Upper Sac R,Blw_Paynes_Ck to Blw_Salt,476.27 to 456.88,40.25534,-122.17332,40.1464,-122.15246,2016-04-09_BattleCk_CNFH_Rel,2016-04-09,378,375,1,6,BattleCk_CNFH_Rel
Abv_WoodsonBr,Blw_Salt,0.998,0,0.997,0.999,456.88,425.15,Upper Sac R,Blw_Salt to Abv_WoodsonBr,456.88 to 425.15,40.1464,-122.15246,39.920094,-122.08446000000001,2016-04-09_BattleCk_CNFH_Rel,2016-04-09,375,354,1,7,BattleCk_CNFH_Rel
GCID,Abv_WoodsonBr,0.997,0.001,0.995,0.998,425.15,404.42,Upper Sac R,Abv_WoodsonBr to GCID,425.15 to 404.42,39.920094,-122.08446000000001,39.79114,-122.036026,2016-04-09_BattleCk_CNFH_Rel,2016-04-09,354,330,1,8,BattleCk_CNFH_Rel
Blw_IrvineFinch,GCID,0.996,0.001,0.993,0.997,404.42,394.66,Upper Sac R,GCID to Blw_IrvineFinch,404.42 to 394.66,39.79114,-122.036026,39.73146,-121.97483,2016-04-09_BattleCk_CNFH_Rel,2016-04-09,330,316,1,9,BattleCk_CNFH_Rel
BlwOrd,Blw_IrvineFinch,0.997,0.001,0.995,0.998,394.66,361.72,Upper Sac R,Blw_IrvineFinch to BlwOrd,394.66 to 361.72,39.73146,-121.97483,39.56548,-122.0018,2016-04-09_BattleCk_CNFH_Rel,2016-04-09,316,283,1,10,BattleCk_CNFH_Rel
ButteBr,BlwOrd,0.996,0.001,0.994,0.997,361.72,344.1,Lower Sac R,BlwOrd to ButteBr,361.72 to 344.1,39.56548,-122.0018,39.4569,-121.995,2016-04-09_BattleCk_CNFH_Rel,2016-04-09,283,264,1,11,BattleCk_CNFH_Rel
AbvColusaBrRT,ButteBr,0.995,0.001,0.994,0.997,344.1,314.43,Lower Sac R,ButteBr to AbvColusaBrRT,344.1 to 314.43,39.4569,-121.995,39.2647,-122,2016-04-09_BattleCk_CNFH_Rel,2016-04-09,264,229,1,12,BattleCk_CNFH_Rel
AbvColusaBr,AbvColusaBrRT,0.993,0.002,0.986,0.996,314.43,307.73,Lower Sac R,AbvColusaBrRT to AbvColusaBr,314.43 to 307.73,39.2647,-122,39.2205,-122.00847,2016-04-09_BattleCk_CNFH_Rel,2016-04-09,229,216,1,13,BattleCk_CNFH_Rel
MeridanBr,AbvColusaBr,0.995,0.001,0.991,0.997,307.73,290.84,Lower Sac R,AbvColusaBr to MeridanBr,307.73 to 290.84,39.2205,-122.00847,39.145542,-121.917984,2016-04-09_BattleCk_CNFH_Rel,2016-04-09,216,181,1,14,BattleCk_CNFH_Rel
AbvTisdale,MeridanBr,0.991,0.002,0.987,0.993,290.84,269.23,Lower Sac R,MeridanBr to AbvTisdale,290.84 to 269.23,39.145542,-121.917984,39.0364,-121.82918,2016-04-09_BattleCk_CNFH_Rel,2016-04-09,181,164,1,15,BattleCk_CNFH_Rel
BlwChinaBend,AbvTisdale,0.989,0.002,0.985,0.992,269.23,240.61,Lower Sac R,AbvTisdale to BlwChinaBend,269.23 to 240.61,39.0364,-121.82918,38.88406,-121.81713,2016-04-09_BattleCk_CNFH_Rel,2016-04-09,164,119,1,16,BattleCk_CNFH_Rel
KnightsLandingBr,BlwChinaBend,0.985,0.003,0.978,0.99,240.61,224.05,Lower Sac R,BlwChinaBend to KnightsLandingBr,240.61 to 224.05,38.88406,-121.81713,38.8021,-121.72,2016-04-09_BattleCk_CNFH_Rel,2016-04-09,119,93,1,17,BattleCk_CNFH_Rel
TowerBridge,KnightsLandingBr,0.989,0.002,0.985,0.992,224.05,172,Lower Sac R,KnightsLandingBr to TowerBridge,224.05 to 172,38.8021,-121.72,38.5802,-121.508,2016-04-09_BattleCk_CNFH_Rel,2016-04-09,93,51,1,18,BattleCk_CNFH_Rel
SacTrawl,TowerBridge,0.988,0.007,0.965,0.996,172,166.815,Lower Sac R,TowerBridge to SacTrawl,172 to 166.815,38.5802,-121.508,38.539519999999996,-121.51444000000001,2016-04-09_BattleCk_CNFH_Rel,2016-04-09,51,49,1,19,BattleCk_CNFH_Rel
Freeport,SacTrawl,1,0,1,1,166.815,152.43,Lower Sac R,SacTrawl to Freeport,166.815 to 152.43,38.539519999999996,-121.51444000000001,38.46467,-121.50501,2016-04-09_BattleCk_CNFH_Rel,2016-04-09,49,46,1,20,BattleCk_CNFH_Rel
Hood_RT,Freeport,0.99,0.004,0.979,0.996,152.43,139,Lower Sac R,Freeport to Hood_RT,152.43 to 139,38.46467,-121.50501,38.3741,-121.523,2016-04-09_BattleCk_CNFH_Rel,2016-04-09,46,43,1,21,BattleCk_CNFH_Rel
Chipps,Hood_RT,0.986,0.003,0.979,0.99,139,71.48,West Delta,Hood_RT to Chipps,139 to 71.48,38.3741,-121.523,38.046132,-121.912643,2016-04-09_BattleCk_CNFH_Rel,2016-04-09,43,15,1,22,BattleCk_CNFH_Rel
Benicia,Chipps,0.989,0.007,0.965,0.996,71.48,52.04,Carquinez Strait,Chipps to Benicia,71.48 to 52.04,38.046132,-121.912643,38.041233,-122.12382,2016-04-09_BattleCk_CNFH_Rel,2016-04-09,15,13,1,23,BattleCk_CNFH_Rel
GoldenGateE,Benicia,1,0,1,1,52.04,1.71,SF Bay,Benicia to GoldenGateE,52.04 to 1.71,38.041233,-122.12382,37.82794,-122.46168,2016-04-09_BattleCk_CNFH_Rel,2016-04-09,13,7,1,24,BattleCk_CNFH_Rel
BattleCk1,BattleCk_CNFH_Rel,0.989,0.014,0.866,0.999,517.34,516.98,Battle Ck,BattleCk_CNFH_Rel to BattleCk1,517.34 to 516.98,40.398155,-122.14556,40.39827,-122.14959,2016-04-29_BattleCk_CNFH_Rel,2016-04-29,197,147,2,1,BattleCk_CNFH_Rel
BattleCk2,BattleCk1,0.993,0.005,0.972,0.998,516.98,515.33,Battle Ck,BattleCk1 to BattleCk2,516.98 to 515.33,40.39827,-122.14959,40.3954,-122.16553,2016-04-29_BattleCk_CNFH_Rel,2016-04-29,147,160,2,2,BattleCk_CNFH_Rel
BattleCk3,BattleCk2,0.997,0.002,0.989,0.999,515.33,511.45,Battle Ck,BattleCk2 to BattleCk3,515.33 to 511.45,40.3954,-122.16553,40.38434,-122.17876,2016-04-29_BattleCk_CNFH_Rel,2016-04-29,160,191,2,3,BattleCk_CNFH_Rel
Battle_Conf,BattleCk3,1,0,1,1,511.45,507.48,Upper Sac R,BattleCk3 to Battle_Conf,511.45 to 507.48,40.38434,-122.17876,40.35371,-122.17734,2016-04-29_BattleCk_CNFH_Rel,2016-04-29,191,191,2,4,BattleCk_CNFH_Rel
Blw_Paynes_Ck,Battle_Conf,0.999,0,0.998,1,507.48,476.27,Upper Sac R,Battle_Conf to Blw_Paynes_Ck,507.48 to 476.27,40.35371,-122.17734,40.25534,-122.17332,2016-04-29_BattleCk_CNFH_Rel,2016-04-29,191,186,2,5,BattleCk_CNFH_Rel
Blw_Salt,Blw_Paynes_Ck,0.999,0.001,0.997,0.999,476.27,456.88,Upper Sac R,Blw_Paynes_Ck to Blw_Salt,476.27 to 456.88,40.25534,-122.17332,40.1464,-122.15246,2016-04-29_BattleCk_CNFH_Rel,2016-04-29,186,181,2,6,BattleCk_CNFH_Rel
Abv_WoodsonBr,Blw_Salt,0.998,0.001,0.997,0.999,456.88,425.15,Upper Sac R,Blw_Salt to Abv_WoodsonBr,456.88 to 425.15,40.1464,-122.15246,39.920094,-122.08446000000001,2016-04-29_BattleCk_CNFH_Rel,2016-04-29,181,172,2,7,BattleCk_CNFH_Rel
GCID,Abv_WoodsonBr,0.991,0.002,0.988,0.994,425.15,404.42,Upper Sac R,Abv_WoodsonBr to GCID,425.15 to 404.42,39.920094,-122.08446000000001,39.79114,-122.036026,2016-04-29_BattleCk_CNFH_Rel,2016-04-29,172,144,2,8,BattleCk_CNFH_Rel
Blw_IrvineFinch,GCID,0.995,0.002,0.989,0.998,404.42,394.66,Upper Sac R,GCID to Blw_IrvineFinch,404.42 to 394.66,39.79114,-122.036026,39.73146,-121.97483,2016-04-29_BattleCk_CNFH_Rel,2016-04-29,144,137,2,9,BattleCk_CNFH_Rel
BlwOrd,Blw_IrvineFinch,0.991,0.002,0.987,0.993,394.66,361.72,Upper Sac R,Blw_IrvineFinch to BlwOrd,394.66 to 361.72,39.73146,-121.97483,39.56548,-122.0018,2016-04-29_BattleCk_CNFH_Rel,2016-04-29,137,101,2,10,BattleCk_CNFH_Rel
