estimate,se,lcl,ucl,reach_start,reach_end,rkm_start,rkm_end,Region,Reach,RKM,count_at_start,count_at_end,GenLat_start,GenLon_start,GenLat_end,GenLon_end,release,group,reach_num,mean_rel_date,release_site
0.623,0.362,0.075,0.971,MillCk_RST_Rel,MillCk1,450.7,449.92,Mill Ck,MillCk_RST_Rel to MillCk1,450.7 to 449.92,23,19,40.05479,-122.032104,40.055504,-122.04123,2016-05-24_MillCk_RST_Rel,1,1,2016-05-24,MillCk_RST_Rel
0.906,0.09,0.55,0.987,MillCk1,MillCk2,449.92,444.47,Mill Ck,MillCk1 to MillCk2,449.92 to 444.47,19,21,40.055504,-122.04123,40.046066,-122.09443,2016-05-24_MillCk_RST_Rel,1,2,2016-05-24,MillCk_RST_Rel
0.857,0.132,0.419,0.98,MillCk2,Mill_Ck_Conf,444.47,441.31,Upper Sac R,MillCk2 to Mill_Ck_Conf,444.47 to 441.31,21,20,40.046066,-122.09443,40.0327,-122.11987,2016-05-24_MillCk_RST_Rel,1,3,2016-05-24,MillCk_RST_Rel
