estimate,se,lcl,ucl,reach_start,reach_end,rkm_start,rkm_end,Region,Reach,RKM,count_at_start,count_at_end,GenLat_start,GenLon_start,GenLat_end,GenLon_end,release,group,reach_num,mean_rel_date,release_site
0.933,0.004,0.925,0.94,Sutter_Bypass_Rice_Rel,Benicia,228.021,52.144000000000005,Carquinez Strait,Sutter_Bypass_Rice_Rel to Benicia,228.021 to 52.144,459,136,38.94364,-121.66482,38.0423015,-122.1236,2023-03-17_Sutter_Bypass_Rice_Rel,1,1,2023-03-17,Sutter_Bypass_Rice_Rel
0.942,0.013,0.91,0.963,Benicia,GoldenGateE,52.144000000000005,1.71,SF Bay,Benicia to GoldenGateE,52.144 to 1.71,136,69,38.0423015,-122.1236,37.82794,-122.46168,2023-03-17_Sutter_Bypass_Rice_Rel,1,2,2023-03-17,Sutter_Bypass_Rice_Rel
