estimate,se,lcl,ucl,CI,reach_start,reach_end,rkm_start,rkm_end,Region,Reach,RKM,count_at_start,count_at_end,GenLat_start,GenLon_start,GenLat_end,GenLon_end,release,group,reach_num,mean_rel_date,release_site
0.715,0,0.715,0.715,0,SutterBypass_Weir2_RST_Rel,Blw_FRConf,249.54,203.46,Lower Sac R,SutterBypass_Weir2_RST_Rel to Blw_FRConf,249.54 to 203.46,205,41,39.10239,-121.758804,38.78212,-121.61526,2019-05-07_SutterBypass_Weir2_RST_Rel,1,1,2019-05-07,SutterBypass_Weir2_RST_Rel
0.924,0,0.924,0.924,0,Blw_FRConf,TowerBridge,203.46,172,Lower Sac R,Blw_FRConf to TowerBridge,203.46 to 172,41,32,38.78212,-121.61526,38.5802,-121.508,2019-05-07_SutterBypass_Weir2_RST_Rel,1,2,2019-05-07,SutterBypass_Weir2_RST_Rel
1,0,1,1,0,TowerBridge,I80-50_Br,172,170.74,Lower Sac R,TowerBridge to I80-50_Br,172 to 170.74,32,31,38.5802,-121.508,38.571133,-121.5164,2019-05-07_SutterBypass_Weir2_RST_Rel,1,3,2019-05-07,SutterBypass_Weir2_RST_Rel
1,0,1,1,0,I80-50_Br,SacTrawl,170.74,166.815,Lower Sac R,I80-50_Br to SacTrawl,170.74 to 166.815,31,34,38.571133,-121.5164,38.539519999999996,-121.51444000000001,2019-05-07_SutterBypass_Weir2_RST_Rel,1,4,2019-05-07,SutterBypass_Weir2_RST_Rel
0.945,0,0.945,0.945,0,SacTrawl,Freeport,166.815,152.43,Lower Sac R,SacTrawl to Freeport,166.815 to 152.43,34,30,38.539519999999996,-121.51444000000001,38.46467,-121.50501,2019-05-07_SutterBypass_Weir2_RST_Rel,1,5,2019-05-07,SutterBypass_Weir2_RST_Rel
1,0,1,1,0,Freeport,Hood,152.43,138.22,Lower Sac R,Freeport to Hood,152.43 to 138.22,30,22,38.46467,-121.50501,38.3617,-121.52033,2019-05-07_SutterBypass_Weir2_RST_Rel,1,6,2019-05-07,SutterBypass_Weir2_RST_Rel
0.76,0,0.76,0.76,0,Hood,Chipps,138.22,71.47999999999999,West Delta,Hood to Chipps,138.22 to 71.48,22,5,38.3617,-121.52033,38.046132,-121.912643,2019-05-07_SutterBypass_Weir2_RST_Rel,1,7,2019-05-07,SutterBypass_Weir2_RST_Rel
0.768,0,0.768,0.768,0,Chipps,Benicia,71.47999999999999,52.14,Carquinez Strait,Chipps to Benicia,71.48 to 52.14,5,3,38.046132,-121.912643,38.0423015,-122.1236,2019-05-07_SutterBypass_Weir2_RST_Rel,1,8,2019-05-07,SutterBypass_Weir2_RST_Rel
0.923,0,0.923,0.923,0,Benicia,GoldenGateE,52.14,1.71,SF Bay,Benicia to GoldenGateE,52.14 to 1.71,3,2,38.0423015,-122.1236,37.82794,-122.46168,2019-05-07_SutterBypass_Weir2_RST_Rel,1,9,2019-05-07,SutterBypass_Weir2_RST_Rel
