reach_end,reach_start,estimate,se,lcl,ucl,rkm_start,rkm_end,Region,Reach,RKM,GenLat_start,GenLon_start,GenLat_end,GenLon_end,release,mean_rel_date,count_at_start,count_at_end,group,reach_num,release_site
GCID,RBDD_Rel,0.994,0.002,0.99,0.997,461.579,405.273,Upper Sac R,RBDD_Rel to GCID,461.579 to 405.273,40.15444,-122.20249,39.799051000000006,-122.0471165,2023-04-21_RBDD_Rel,2023-04-21,45,32,1,1,RBDD_Rel
Ord,GCID,1,0,1,1,405.273,371.658,Upper Sac R,GCID to Ord,405.273 to 371.658,39.799051000000006,-122.0471165,39.634564999999995,-121.98939,2023-04-21_RBDD_Rel,2023-04-21,32,29,1,2,RBDD_Rel
AbvTisdale,Ord,0.988,0.003,0.981,0.992,371.658,269.238,Lower Sac R,Ord to AbvTisdale,371.658 to 269.238,39.634564999999995,-121.98939,39.0364,-121.82918,2023-04-21_RBDD_Rel,2023-04-21,29,9,1,3,RBDD_Rel
Knights_RST,AbvTisdale,1,0,1,1,269.238,222.05,Lower Sac R,AbvTisdale to Knights_RST,269.238 to 222.05,39.0364,-121.82918,38.79248,-121.69087,2023-04-21_RBDD_Rel,2023-04-21,9,9,1,4,RBDD_Rel
Freeport,Knights_RST,1,0,1,1,222.05,152.231,Lower Sac R,Knights_RST to Freeport,222.05 to 152.231,38.79248,-121.69087,38.46467,-121.50501,2023-04-21_RBDD_Rel,2023-04-21,9,9,1,5,RBDD_Rel
Benicia,Freeport,0.996,0.002,0.987,0.999,152.231,52.144,Carquinez Strait,Freeport to Benicia,152.231 to 52.144,38.46467,-121.50501,38.0423015,-122.1236,2023-04-21_RBDD_Rel,2023-04-21,9,6,1,6,RBDD_Rel
GoldenGateE,Benicia,0.986,0.008,0.957,0.995,52.144,1.71,SF Bay,Benicia to GoldenGateE,52.144 to 1.71,38.0423015,-122.1236,37.82794,-122.46168,2023-04-21_RBDD_Rel,2023-04-21,6,2,1,7,RBDD_Rel
GCID,RBDD_Rel,0.999,0,0.997,0.999,461.579,405.273,Upper Sac R,RBDD_Rel to GCID,461.579 to 405.273,40.15444,-122.20249,39.799051000000006,-122.0471165,2023-04-27_RBDD_Rel,2023-04-27,99,91,2,1,RBDD_Rel
Ord,GCID,1,0,1,1,405.273,371.658,Upper Sac R,GCID to Ord,405.273 to 371.658,39.799051000000006,-122.0471165,39.634564999999995,-121.98939,2023-04-27_RBDD_Rel,2023-04-27,91,84,2,2,RBDD_Rel
AbvTisdale,Ord,0.982,0.002,0.977,0.986,371.658,269.238,Lower Sac R,Ord to AbvTisdale,371.658 to 269.238,39.634564999999995,-121.98939,39.0364,-121.82918,2023-04-27_RBDD_Rel,2023-04-27,84,11,2,3,RBDD_Rel
Knights_RST,AbvTisdale,0.995,0.003,0.984,0.998,269.238,222.05,Lower Sac R,AbvTisdale to Knights_RST,269.238 to 222.05,39.0364,-121.82918,38.79248,-121.69087,2023-04-27_RBDD_Rel,2023-04-27,11,11,2,4,RBDD_Rel
Freeport,Knights_RST,0.997,0.002,0.988,0.999,222.05,152.231,Lower Sac R,Knights_RST to Freeport,222.05 to 152.231,38.79248,-121.69087,38.46467,-121.50501,2023-04-27_RBDD_Rel,2023-04-27,11,8,2,5,RBDD_Rel
