reach_end,reach_start,estimate,se,lcl,ucl,rkm_start,rkm_end,Region,Reach,RKM,GenLat_start,GenLon_start,GenLat_end,GenLon_end,release,mean_rel_date,count_at_start,count_at_end,group,reach_num,release_site
Benicia,Freeport,0.996,0.002,0.987,0.999,152.231,52.144,Carquinez Strait,Freeport to Benicia,152.231 to 52.144,38.46467,-121.50501,38.0423015,-122.1236,2023-04-27_RBDD_Rel,2023-04-27,8,6,2,6,RBDD_Rel
GoldenGateE,Benicia,0.994,0.006,0.96,0.999,52.144,1.71,SF Bay,Benicia to GoldenGateE,52.144 to 1.71,38.0423015,-122.1236,37.82794,-122.46168,2023-04-27_RBDD_Rel,2023-04-27,6,4,2,7,RBDD_Rel
GCID,RBDD_Rel,0.997,0.001,0.995,0.999,461.579,405.273,Upper Sac R,RBDD_Rel to GCID,461.579 to 405.273,40.15444,-122.20249,39.799051000000006,-122.0471165,2023-05-04_RBDD_Rel,2023-05-04,98,80,3,1,RBDD_Rel
Ord,GCID,0.99,0.003,0.983,0.994,405.273,371.658,Upper Sac R,GCID to Ord,405.273 to 371.658,39.799051000000006,-122.0471165,39.634564999999995,-121.98939,2023-05-04_RBDD_Rel,2023-05-04,80,50,3,2,RBDD_Rel
AbvTisdale,Ord,0.99,0.002,0.986,0.993,371.658,269.238,Lower Sac R,Ord to AbvTisdale,371.658 to 269.238,39.634564999999995,-121.98939,39.0364,-121.82918,2023-05-04_RBDD_Rel,2023-05-04,50,21,3,3,RBDD_Rel
Knights_RST,AbvTisdale,0.998,0.002,0.991,0.999,269.238,222.05,Lower Sac R,AbvTisdale to Knights_RST,269.238 to 222.05,39.0364,-121.82918,38.79248,-121.69087,2023-05-04_RBDD_Rel,2023-05-04,21,19,3,4,RBDD_Rel
Freeport,Knights_RST,1,0.001,0.983,1,222.05,152.231,Lower Sac R,Knights_RST to Freeport,222.05 to 152.231,38.79248,-121.69087,38.46467,-121.50501,2023-05-04_RBDD_Rel,2023-05-04,19,18,3,5,RBDD_Rel
Benicia,Freeport,0.995,0.002,0.989,0.998,152.231,52.144,Carquinez Strait,Freeport to Benicia,152.231 to 52.144,38.46467,-121.50501,38.0423015,-122.1236,2023-05-04_RBDD_Rel,2023-05-04,18,11,3,6,RBDD_Rel
GoldenGateE,Benicia,0.988,0.006,0.97,0.995,52.144,1.71,SF Bay,Benicia to GoldenGateE,52.144 to 1.71,38.0423015,-122.1236,37.82794,-122.46168,2023-05-04_RBDD_Rel,2023-05-04,11,5,3,7,RBDD_Rel
GCID,RBDD_Rel,0.998,0.001,0.996,0.999,461.579,405.273,Upper Sac R,RBDD_Rel to GCID,461.579 to 405.273,40.15444,-122.20249,39.799051000000006,-122.0471165,2023-05-11_RBDD_Rel,2023-05-11,101,80,4,1,RBDD_Rel
Ord,GCID,0.997,0.001,0.993,0.999,405.273,371.658,Upper Sac R,GCID to Ord,405.273 to 371.658,39.799051000000006,-122.0471165,39.634564999999995,-121.98939,2023-05-11_RBDD_Rel,2023-05-11,80,69,4,2,RBDD_Rel
AbvTisdale,Ord,0.997,0.001,0.995,0.998,371.658,269.238,Lower Sac R,Ord to AbvTisdale,371.658 to 269.238,39.634564999999995,-121.98939,39.0364,-121.82918,2023-05-11_RBDD_Rel,2023-05-11,69,60,4,3,RBDD_Rel
Knights_RST,AbvTisdale,1,0,0.997,1,269.238,222.05,Lower Sac R,AbvTisdale to Knights_RST,269.238 to 222.05,39.0364,-121.82918,38.79248,-121.69087,2023-05-11_RBDD_Rel,2023-05-11,60,59,4,4,RBDD_Rel
Freeport,Knights_RST,0.999,0.001,0.997,1,222.05,152.231,Lower Sac R,Knights_RST to Freeport,222.05 to 152.231,38.79248,-121.69087,38.46467,-121.50501,2023-05-11_RBDD_Rel,2023-05-11,59,52,4,5,RBDD_Rel
Benicia,Freeport,0.996,0.001,0.993,0.997,152.231,52.144,Carquinez Strait,Freeport to Benicia,152.231 to 52.144,38.46467,-121.50501,38.0423015,-122.1236,2023-05-11_RBDD_Rel,2023-05-11,52,35,4,6,RBDD_Rel
GoldenGateE,Benicia,0.992,0.002,0.986,0.996,52.144,1.71,SF Bay,Benicia to GoldenGateE,52.144 to 1.71,38.0423015,-122.1236,37.82794,-122.46168,2023-05-11_RBDD_Rel,2023-05-11,35,21,4,7,RBDD_Rel
GCID,RBDD_Rel,0.998,0.001,0.997,0.999,461.579,405.273,Upper Sac R,RBDD_Rel to GCID,461.579 to 405.273,40.15444,-122.20249,39.799051000000006,-122.0471165,2023-05-18_RBDD_Rel,2023-05-18,93,76,5,1,RBDD_Rel
Ord,GCID,0.997,0.001,0.993,0.999,405.273,371.658,Upper Sac R,GCID to Ord,405.273 to 371.658,39.799051000000006,-122.0471165,39.634564999999995,-121.98939,2023-05-18_RBDD_Rel,2023-05-18,76,60,5,2,RBDD_Rel
AbvTisdale,Ord,0.996,0.001,0.993,0.997,371.658,269.238,Lower Sac R,Ord to AbvTisdale,371.658 to 269.238,39.634564999999995,-121.98939,39.0364,-121.82918,2023-05-18_RBDD_Rel,2023-05-18,60,48,5,3,RBDD_Rel
Knights_RST,AbvTisdale,0.998,0.001,0.995,0.999,269.238,222.05,Lower Sac R,AbvTisdale to Knights_RST,269.238 to 222.05,39.0364,-121.82918,38.79248,-121.69087,2023-05-18_RBDD_Rel,2023-05-18,48,45,5,4,RBDD_Rel
Freeport,Knights_RST,0.999,0.001,0.995,1,222.05,152.231,Lower Sac R,Knights_RST to Freeport,222.05 to 152.231,38.79248,-121.69087,38.46467,-121.50501,2023-05-18_RBDD_Rel,2023-05-18,45,39,5,5,RBDD_Rel
Benicia,Freeport,0.989,0.002,0.983,0.992,152.231,52.144,Carquinez Strait,Freeport to Benicia,152.231 to 52.144,38.46467,-121.50501,38.0423015,-122.1236,2023-05-18_RBDD_Rel,2023-05-18,39,13,5,6,RBDD_Rel
GoldenGateE,Benicia,0.999,0.002,0.964,1,52.144,1.71,SF Bay,Benicia to GoldenGateE,52.144 to 1.71,38.0423015,-122.1236,37.82794,-122.46168,2023-05-18_RBDD_Rel,2023-05-18,13,9,5,7,RBDD_Rel
GCID,RBDD_Rel,0.999,0.001,0.997,0.999,461.579,405.273,Upper Sac R,RBDD_Rel to GCID,461.579 to 405.273,40.15444,-122.20249,39.799051000000006,-122.0471165,2023-05-25_RBDD_Rel,2023-05-25,99,87,6,1,RBDD_Rel
Ord,GCID,0.997,0.001,0.992,0.999,405.273,371.658,Upper Sac R,GCID to Ord,405.273 to 371.658,39.799051000000006,-122.0471165,39.634564999999995,-121.98939,2023-05-25_RBDD_Rel,2023-05-25,87,68,6,2,RBDD_Rel
AbvTisdale,Ord,0.993,0.001,0.99,0.995,371.658,269.238,Lower Sac R,Ord to AbvTisdale,371.658 to 269.238,39.634564999999995,-121.98939,39.0364,-121.82918,2023-05-25_RBDD_Rel,2023-05-25,68,39,6,3,RBDD_Rel
Knights_RST,AbvTisdale,0.999,0.001,0.995,1,269.238,222.05,Lower Sac R,AbvTisdale to Knights_RST,269.238 to 222.05,39.0364,-121.82918,38.79248,-121.69087,2023-05-25_RBDD_Rel,2023-05-25,39,38,6,4,RBDD_Rel
Freeport,Knights_RST,0.998,0.001,0.995,0.999,222.05,152.231,Lower Sac R,Knights_RST to Freeport,222.05 to 152.231,38.79248,-121.69087,38.46467,-121.50501,2023-05-25_RBDD_Rel,2023-05-25,38,30,6,5,RBDD_Rel
Benicia,Freeport,0.994,0.002,0.99,0.997,152.231,52.144,Carquinez Strait,Freeport to Benicia,152.231 to 52.144,38.46467,-121.50501,38.0423015,-122.1236,2023-05-25_RBDD_Rel,2023-05-25,30,17,6,6,RBDD_Rel
GoldenGateE,Benicia,0.995,0.003,0.984,0.998,52.144,1.71,SF Bay,Benicia to GoldenGateE,52.144 to 1.71,38.0423015,-122.1236,37.82794,-122.46168,2023-05-25_RBDD_Rel,2023-05-25,17,11,6,7,RBDD_Rel
GCID,RBDD_Rel,0.998,0.001,0.996,0.999,461.579,405.273,Upper Sac R,RBDD_Rel to GCID,461.579 to 405.273,40.15444,-122.20249,39.799051000000006,-122.0471165,2023-06-01_RBDD_Rel,2023-06-01,99,84,7,1,RBDD_Rel
Ord,GCID,0.987,0.003,0.98,0.991,405.273,371.658,Upper Sac R,GCID to Ord,405.273 to 371.658,39.799051000000006,-122.0471165,39.634564999999995,-121.98939,2023-06-01_RBDD_Rel,2023-06-01,84,49,7,2,RBDD_Rel
AbvTisdale,Ord,0.991,0.002,0.987,0.994,371.658,269.238,Lower Sac R,Ord to AbvTisdale,371.658 to 269.238,39.634564999999995,-121.98939,39.0364,-121.82918,2023-06-01_RBDD_Rel,2023-06-01,49,17,7,3,RBDD_Rel
Knights_RST,AbvTisdale,0.998,0.001,0.992,0.999,269.238,222.05,Lower Sac R,AbvTisdale to Knights_RST,269.238 to 222.05,39.0364,-121.82918,38.79248,-121.69087,2023-06-01_RBDD_Rel,2023-06-01,17,21,7,4,RBDD_Rel
Freeport,Knights_RST,0.996,0.002,0.989,0.998,222.05,152.231,Lower Sac R,Knights_RST to Freeport,222.05 to 152.231,38.79248,-121.69087,38.46467,-121.50501,2023-06-01_RBDD_Rel,2023-06-01,21,15,7,5,RBDD_Rel
Benicia,Freeport,0.991,0.003,0.982,0.995,152.231,52.144,Carquinez Strait,Freeport to Benicia,152.231 to 52.144,38.46467,-121.50501,38.0423015,-122.1236,2023-06-01_RBDD_Rel,2023-06-01,15,5,7,6,RBDD_Rel
GoldenGateE,Benicia,0.986,0.008,0.957,0.995,52.144,1.71,SF Bay,Benicia to GoldenGateE,52.144 to 1.71,38.0423015,-122.1236,37.82794,-122.46168,2023-06-01_RBDD_Rel,2023-06-01,5,3,7,7,RBDD_Rel
