estimate,se,lcl,ucl,reach_start,reach_end,rkm_start,rkm_end,Region,Reach,RKM,count_at_start,count_at_end,GenLat_start,GenLon_start,GenLat_end,GenLon_end,release,group,reach_num,mean_rel_date,release_site
0.867,0.019,0.826,0.9,SutterBypass_Weir2_RST_Rel,Blw_FRConf,249.541,203.468,Lower Sac R,SutterBypass_Weir2_RST_Rel to Blw_FRConf,249.541 to 203.468,95,37,39.10239,-121.758804,38.77409,-121.60043,2023-04-12_SutterBypass_Weir2_RST_Rel,1,1,2023-04-12,SutterBypass_Weir2_RST_Rel
0.992,0.009,0.936,0.999,Blw_FRConf,TowerBridge,203.468,172,Lower Sac R,Blw_FRConf to TowerBridge,203.468 to 172,37,34,38.77409,-121.60043,38.5802,-121.508,2023-04-12_SutterBypass_Weir2_RST_Rel,1,2,2023-04-12,SutterBypass_Weir2_RST_Rel
1,0,1,1,TowerBridge,I80-50_Br,172,170.748,Lower Sac R,TowerBridge to I80-50_Br,172 to 170.748,34,40,38.5802,-121.508,38.571133,-121.5164,2023-04-12_SutterBypass_Weir2_RST_Rel,1,3,2023-04-12,SutterBypass_Weir2_RST_Rel
1,0.002,1,1,I80-50_Br,SacTrawl,170.748,166.8225,Lower Sac R,I80-50_Br to SacTrawl,170.748 to 166.8225,40,38,38.571133,-121.5164,38.539519999999996,-121.51444000000001,2023-04-12_SutterBypass_Weir2_RST_Rel,1,4,2023-04-12,SutterBypass_Weir2_RST_Rel
0.981,0.007,0.963,0.99,SacTrawl,Benicia,166.8225,52.144000000000005,Carquinez Strait,SacTrawl to Benicia,166.8225 to 52.144,38,37,38.539519999999996,-121.51444000000001,38.0423015,-122.1236,2023-04-12_SutterBypass_Weir2_RST_Rel,1,5,2023-04-12,SutterBypass_Weir2_RST_Rel
0.915,0.024,0.856,0.952,Benicia,GoldenGateE,52.144000000000005,1.71,SF Bay,Benicia to GoldenGateE,52.144 to 1.71,37,20,38.0423015,-122.1236,37.82794,-122.46168,2023-04-12_SutterBypass_Weir2_RST_Rel,1,6,2023-04-12,SutterBypass_Weir2_RST_Rel
