reach_end,reach_start,estimate,se,lcl,ucl,rkm_start,rkm_end,Region,Reach,RKM,GenLat_start,GenLon_start,GenLat_end,GenLon_end,release,mean_rel_date,count_at_start,count_at_end,group,reach_num,release_site
Blw_Salt,RBDD_Rel,0.989,0.004,0.978,0.994,461.579,456.888,Upper Sac R,RBDD_Rel to Blw_Salt,461.579 to 456.888,40.15444,-122.20249,40.1464,-122.15246,2021-12-15_RBDD_Rel,2021-12-15,200,142,1,1,RBDD_Rel
Colusa AC2,Blw_Salt,0.999,0,0.999,0.999,456.888,318.618,Lower Sac R,Blw_Salt to Colusa AC2,456.888 to 318.618,40.1464,-122.15246,39.28007,-122.01891,2021-12-15_RBDD_Rel,2021-12-15,142,125,1,2,RBDD_Rel
AbvColusaBr,Colusa AC2,0.996,0.002,0.991,0.998,318.618,307.738,Lower Sac R,Colusa AC2 to AbvColusaBr,318.618 to 307.738,39.28007,-122.01891,39.2205,-122.00847,2021-12-15_RBDD_Rel,2021-12-15,125,146,1,3,RBDD_Rel
AbvTisdale,AbvColusaBr,0.999,0,0.998,1,307.738,269.238,Lower Sac R,AbvColusaBr to AbvTisdale,307.738 to 269.238,39.2205,-122.00847,39.0364,-121.82918,2021-12-15_RBDD_Rel,2021-12-15,146,155,1,4,RBDD_Rel
BlwChinaBend,AbvTisdale,1,0,0.998,1,269.238,240.618,Lower Sac R,AbvTisdale to BlwChinaBend,269.238 to 240.618,39.0364,-121.82918,38.88406,-121.81713,2021-12-15_RBDD_Rel,2021-12-15,155,130,1,5,RBDD_Rel
Knights_RST,BlwChinaBend,1,0,1,1,240.618,222.05,Lower Sac R,BlwChinaBend to Knights_RST,240.618 to 222.05,38.88406,-121.81713,38.79248,-121.69087,2021-12-15_RBDD_Rel,2021-12-15,130,153,1,6,RBDD_Rel
KnightsBlwRST,Knights_RST,1,0,1,1,222.05,221.58,Lower Sac R,Knights_RST to KnightsBlwRST,222.05 to 221.58,38.79248,-121.69087,38.78877,-121.694,2021-12-15_RBDD_Rel,2021-12-15,153,149,1,7,RBDD_Rel
Abv_FremontWeir,KnightsBlwRST,1,0,1,1,221.58,215.18,Lower Sac R,KnightsBlwRST to Abv_FremontWeir,221.58 to 215.18,38.78877,-121.694,38.76009,-121.67145,2021-12-15_RBDD_Rel,2021-12-15,149,154,1,8,RBDD_Rel
Blw_Knights_GS3,Abv_FremontWeir,1,0,1,1,215.18,212.8,Lower Sac R,Abv_FremontWeir to Blw_Knights_GS3,215.18 to 212.8,38.76009,-121.67145,38.75972,-121.67329,2021-12-15_RBDD_Rel,2021-12-15,154,147,1,9,RBDD_Rel
Blw_FremontWeir,Blw_Knights_GS3,1,0,1,1,212.8,210.36,Lower Sac R,Blw_Knights_GS3 to Blw_FremontWeir,212.8 to 210.36,38.75972,-121.67329,38.77015,-121.6322,2021-12-15_RBDD_Rel,2021-12-15,147,116,1,10,RBDD_Rel
