estimate,se,lcl,ucl,reach_start,reach_end,rkm_start,rkm_end,Region,Reach,RKM,count_at_start,count_at_end,GenLat_start,GenLon_start,GenLat_end,GenLon_end,release,group,reach_num,mean_rel_date,release_site
0.879,0.027,0.816,0.923,UpperButte_RST_Rel,UpperButte3,340.85,267.21,Butte Creek,UpperButte_RST_Rel to UpperButte3,340.85 to 267.21,31,12,39.70936,-121.75056,39.1876,-121.90903,2019-05-11_UpperButte_RST_Rel,1,1,2019-05-11,UpperButte_RST_Rel
0.958,0.025,0.869,0.988,UpperButte3,Blw_FRConf,267.21,203.46,Lower Sac R,UpperButte3 to Blw_FRConf,267.21 to 203.46,12,8,39.1876,-121.90903,38.78212,-121.61526,2019-05-11_UpperButte_RST_Rel,1,2,2019-05-11,UpperButte_RST_Rel
0.958,0.041,0.757,0.994,Blw_FRConf,TowerBridge,203.46,172,Lower Sac R,Blw_FRConf to TowerBridge,203.46 to 172,8,7,38.78212,-121.61526,38.5802,-121.508,2019-05-11_UpperButte_RST_Rel,1,3,2019-05-11,UpperButte_RST_Rel
1,0,1,1,TowerBridge,I80-50_Br,172,170.74,Lower Sac R,TowerBridge to I80-50_Br,172 to 170.74,7,8,38.5802,-121.508,38.571133,-121.5164,2019-05-11_UpperButte_RST_Rel,1,4,2019-05-11,UpperButte_RST_Rel
0.87,0.054,0.725,0.944,I80-50_Br,Chipps,170.74,71.47999999999999,West Delta,I80-50_Br to Chipps,170.74 to 71.48,8,2,38.571133,-121.5164,38.046132,-121.912643,2019-05-11_UpperButte_RST_Rel,1,5,2019-05-11,UpperButte_RST_Rel
1,0,1,1,Chipps,Benicia,71.47999999999999,52.14,Carquinez Strait,Chipps to Benicia,71.48 to 52.14,2,2,38.046132,-121.912643,38.0423015,-122.1236,2019-05-11_UpperButte_RST_Rel,1,6,2019-05-11,UpperButte_RST_Rel
0.872,0.122,0.444,0.983,Benicia,GoldenGateE,52.14,1.71,SF Bay,Benicia to GoldenGateE,52.14 to 1.71,2,1,38.0423015,-122.1236,37.82794,-122.46168,2019-05-11_UpperButte_RST_Rel,1,7,2019-05-11,UpperButte_RST_Rel
