reach_end,reach_start,estimate,se,lcl,ucl,rkm_start,rkm_end,Region,Reach,RKM,GenLat_start,GenLon_start,GenLat_end,GenLon_end,release,mean_rel_date,count_at_start,count_at_end,group,reach_num,release_site
ButteBr,BlwOrd,0.987,0.005,0.973,0.994,361.728,344.108,Lower Sac R,BlwOrd to ButteBr,361.728 to 344.108,39.56548,-122.0018,39.4569,-121.995,2021-03-18_NF_Battle_Creek_Rel,2021-03-18,34,27,2,12,NF_Battle_Creek_Rel
Colusa AC3,ButteBr,0.987,0.006,0.966,0.995,344.108,331.158,Lower Sac R,ButteBr to Colusa AC3,344.108 to 331.158,39.4569,-121.995,39.36038,-122.01373,2021-03-18_NF_Battle_Creek_Rel,2021-03-18,27,23,2,13,NF_Battle_Creek_Rel
Colusa AC2,Colusa AC3,0.996,0.004,0.975,1,331.158,318.618,Lower Sac R,Colusa AC3 to Colusa AC2,331.158 to 318.618,39.36038,-122.01373,39.28007,-122.01891,2021-03-18_NF_Battle_Creek_Rel,2021-03-18,23,22,2,14,NF_Battle_Creek_Rel
AbvColusaBr,Colusa AC2,0.996,0.004,0.969,0.999,318.618,307.738,Lower Sac R,Colusa AC2 to AbvColusaBr,318.618 to 307.738,39.28007,-122.01891,39.2205,-122.00847,2021-03-18_NF_Battle_Creek_Rel,2021-03-18,22,21,2,15,NF_Battle_Creek_Rel
Colusa BC2,AbvColusaBr,0.996,0.004,0.969,0.999,307.738,296.278,Lower Sac R,AbvColusaBr to Colusa BC2,307.738 to 296.278,39.2205,-122.00847,39.184963,-121.943214,2021-03-18_NF_Battle_Creek_Rel,2021-03-18,21,20,2,16,NF_Battle_Creek_Rel
Colusa BC3,Colusa BC2,1,0,1,1,296.278,287.208,Lower Sac R,Colusa BC2 to Colusa BC3,296.278 to 287.208,39.184963,-121.943214,39.13132,-121.936554,2021-03-18_NF_Battle_Creek_Rel,2021-03-18,20,20,2,17,NF_Battle_Creek_Rel
AbvTisdale,Colusa BC3,0.988,0.006,0.967,0.995,287.208,269.238,Lower Sac R,Colusa BC3 to AbvTisdale,287.208 to 269.238,39.13132,-121.936554,39.0364,-121.82918,2021-03-18_NF_Battle_Creek_Rel,2021-03-18,20,16,2,18,NF_Battle_Creek_Rel
BlwChinaBend,AbvTisdale,1,0.003,1,1,269.238,240.618,Lower Sac R,AbvTisdale to BlwChinaBend,269.238 to 240.618,39.0364,-121.82918,38.88406,-121.81713,2021-03-18_NF_Battle_Creek_Rel,2021-03-18,16,14,2,19,NF_Battle_Creek_Rel
Knights_RST,BlwChinaBend,0.985,0.008,0.955,0.995,240.618,222.05,Lower Sac R,BlwChinaBend to Knights_RST,240.618 to 222.05,38.88406,-121.81713,38.79248,-121.69087,2021-03-18_NF_Battle_Creek_Rel,2021-03-18,14,12,2,20,NF_Battle_Creek_Rel
Blw_Elkhorn_GS1,Knights_RST,0.982,0.008,0.958,0.993,222.05,191.92,Lower Sac R,Knights_RST to Blw_Elkhorn_GS1,222.05 to 191.92,38.79248,-121.69087,38.64737,-121.57771,2021-03-18_NF_Battle_Creek_Rel,2021-03-18,12,7,2,21,NF_Battle_Creek_Rel
TowerBridge,Blw_Elkhorn_GS1,0.992,0.008,0.947,0.999,191.92,172,Lower Sac R,Blw_Elkhorn_GS1 to TowerBridge,191.92 to 172,38.64737,-121.57771,38.5802,-121.508,2021-03-18_NF_Battle_Creek_Rel,2021-03-18,7,6,2,22,NF_Battle_Creek_Rel
Freeport,TowerBridge,1,0,1,1,172,152.231,Lower Sac R,TowerBridge to Freeport,172 to 152.231,38.5802,-121.508,38.46467,-121.50501,2021-03-18_NF_Battle_Creek_Rel,2021-03-18,6,6,2,23,NF_Battle_Creek_Rel
Chipps,Freeport,0.978,0.011,0.942,0.992,152.231,71.486,West Delta,Freeport to Chipps,152.231 to 71.486,38.46467,-121.50501,38.046132,-121.912643,2021-03-18_NF_Battle_Creek_Rel,2021-03-18,6,1,2,24,NF_Battle_Creek_Rel
