estimate,se,lcl,ucl,reach_start,reach_end,rkm_start,rkm_end,Region,Reach,RKM,count_at_start,count_at_end,GenLat_start,GenLon_start,GenLat_end,GenLon_end,release,group,reach_num,mean_rel_date,release_site
0.283,0.077,0.158,0.453,FR_Gridley_Rel,Gridley,287.387,287.027,Feather_R,FR_Gridley_Rel to Gridley,287.387 to 287.027,490,461,39.357876,-121.63604,39.35455,-121.63422,2023-04-11_FR_Gridley_Rel,1,1,2023-04-11,FR_Gridley_Rel
0.913,0.023,0.857,0.949,Gridley,CoxRiffle,287.027,283.87,Feather_R,Gridley to CoxRiffle,287.027 to 283.87,461,455,39.35455,-121.63422,39.333267,-121.632675,2023-04-11_FR_Gridley_Rel,1,2,2023-04-11,FR_Gridley_Rel
0.951,0.03,0.844,0.986,CoxRiffle,FR_Herringer,283.87,282.673,Feather_R,CoxRiffle to FR_Herringer,283.87 to 282.673,455,399,39.333267,-121.632675,39.325356,-121.62361,2023-04-11_FR_Gridley_Rel,1,3,2023-04-11,FR_Gridley_Rel
0.988,0.009,0.947,0.998,FR_Herringer,FR_Abv_Honcut_Ck,282.673,278.823,Feather_R,FR_Herringer to FR_Abv_Honcut_Ck,282.673 to 278.823,399,441,39.325356,-121.62361,39.296703,-121.628456,2023-04-11_FR_Gridley_Rel,1,4,2023-04-11,FR_Gridley_Rel
0.978,0.008,0.954,0.989,FR_Abv_Honcut_Ck,SunsetPumps,278.823,269.756,Feather_R,FR_Abv_Honcut_Ck to SunsetPumps,278.823 to 269.756,441,420,39.296703,-121.628456,39.251724,-121.63522,2023-04-11_FR_Gridley_Rel,1,5,2023-04-11,FR_Gridley_Rel
1,0.001,1,1,SunsetPumps,Blw_SunsetPumps,269.756,268.791,Feather_R,SunsetPumps to Blw_SunsetPumps,269.756 to 268.791,420,339,39.251724,-121.63522,39.24316,-121.635475,2023-04-11_FR_Gridley_Rel,1,6,2023-04-11,FR_Gridley_Rel
0.913,0.008,0.896,0.927,Blw_SunsetPumps,BC_Beach,268.791,217.314,Feather_R,Blw_SunsetPumps to BC_Beach,268.791 to 217.314,339,236,39.24316,-121.635475,38.877506,-121.61404,2023-04-11_FR_Gridley_Rel,1,7,2023-04-11,FR_Gridley_Rel
0.957,0.004,0.948,0.964,BC_Beach,Benicia,217.314,52.144000000000005,Carquinez Strait,BC_Beach to Benicia,217.314 to 52.144,236,129,38.877506,-121.61404,38.0423015,-122.1236,2023-04-11_FR_Gridley_Rel,1,8,2023-04-11,FR_Gridley_Rel
0.951,0.011,0.923,0.968,Benicia,GoldenGateE,52.144000000000005,1.71,SF Bay,Benicia to GoldenGateE,52.144 to 1.71,129,70,38.0423015,-122.1236,37.82794,-122.46168,2023-04-11_FR_Gridley_Rel,1,9,2023-04-11,FR_Gridley_Rel
