reach_end,reach_start,estimate,se,lcl,ucl,rkm_start,rkm_end,Region,Reach,RKM,GenLat_start,GenLon_start,GenLat_end,GenLon_end,release,mean_rel_date,count_at_start,count_at_end,group,reach_num,release_site
Colusa BC2,AbvColusaBr,0.998,0.003,0.947,1,307.738,296.278,Lower Sac R,AbvColusaBr to Colusa BC2,307.738 to 296.278,39.2205,-122.00847,39.184963,-121.943214,2022-02-10_Caldwell_Park_Rel,2022-02-10,31,26,1,11,Caldwell_Park_Rel
AbvTisdale,Colusa BC2,0.997,0.002,0.988,0.999,296.278,269.238,Lower Sac R,Colusa BC2 to AbvTisdale,296.278 to 269.238,39.184963,-121.943214,39.0364,-121.82918,2022-02-10_Caldwell_Park_Rel,2022-02-10,26,30,1,12,Caldwell_Park_Rel
Knights_RST,AbvTisdale,0.995,0.002,0.99,0.998,269.238,222.05,Lower Sac R,AbvTisdale to Knights_RST,269.238 to 222.05,39.0364,-121.82918,38.79348,-121.6914625,2022-02-10_Caldwell_Park_Rel,2022-02-10,30,25,1,13,Caldwell_Park_Rel
Abv_FremontWeir,Knights_RST,0.995,0.006,0.952,0.999,222.05,215.18,Lower Sac R,Knights_RST to Abv_FremontWeir,222.05 to 215.18,38.79348,-121.6914625,38.76009,-121.67145,2022-02-10_Caldwell_Park_Rel,2022-02-10,25,21,1,14,Caldwell_Park_Rel
SacFeather,Abv_FremontWeir,0.995,0.005,0.965,0.999,215.18,205.76,Lower Sac R,Abv_FremontWeir to SacFeather,215.18 to 205.76,38.76009,-121.67145,38.785244,-121.62445,2022-02-10_Caldwell_Park_Rel,2022-02-10,21,22,1,15,Caldwell_Park_Rel
Blw_Elkhorn_GS1,SacFeather,1,0,1,1,205.76,191.92,Lower Sac R,SacFeather to Blw_Elkhorn_GS1,205.76 to 191.92,38.785244,-121.62445,38.64737,-121.57771,2022-02-10_Caldwell_Park_Rel,2022-02-10,22,23,1,16,Caldwell_Park_Rel
TowerBridge,Blw_Elkhorn_GS1,0.998,0.002,0.984,1,191.92,172,Lower Sac R,Blw_Elkhorn_GS1 to TowerBridge,191.92 to 172,38.64737,-121.57771,38.5802,-121.508,2022-02-10_Caldwell_Park_Rel,2022-02-10,23,22,1,17,Caldwell_Park_Rel
SacTrawl,TowerBridge,1,0,1,1,172,166.822,Lower Sac R,TowerBridge to SacTrawl,172 to 166.822,38.5802,-121.508,38.539519999999996,-121.51444000000001,2022-02-10_Caldwell_Park_Rel,2022-02-10,22,22,1,18,Caldwell_Park_Rel
Freeport,SacTrawl,0.99,0.006,0.969,0.997,166.822,152.438,Lower Sac R,SacTrawl to Freeport,166.822 to 152.438,38.539519999999996,-121.51444000000001,38.46467,-121.50501,2022-02-10_Caldwell_Park_Rel,2022-02-10,22,19,1,19,Caldwell_Park_Rel
Abv_Clarksburg,Freeport,1,0,1,1,152.438,147.668,Lower Sac R,Freeport to Abv_Clarksburg,152.438 to 147.668,38.46467,-121.50501,38.43443,-121.52448,2022-02-10_Caldwell_Park_Rel,2022-02-10,19,19,1,20,Caldwell_Park_Rel
Hood,Abv_Clarksburg,1,0,1,1,147.668,138.228,Lower Sac R,Abv_Clarksburg to Hood,147.668 to 138.228,38.43443,-121.52448,38.3617,-121.52033,2022-02-10_Caldwell_Park_Rel,2022-02-10,19,19,1,21,Caldwell_Park_Rel
Chipps,Hood,0.992,0.003,0.984,0.996,138.228,71.486,West Delta,Hood to Chipps,138.228 to 71.486,38.3617,-121.52033,38.046132,-121.912643,2022-02-10_Caldwell_Park_Rel,2022-02-10,19,11,1,22,Caldwell_Park_Rel
Benicia,Chipps,0.989,0.007,0.959,0.997,71.486,52.144,Carquinez Strait,Chipps to Benicia,71.486 to 52.144,38.046132,-121.912643,38.0423015,-122.1236,2022-02-10_Caldwell_Park_Rel,2022-02-10,11,9,1,23,Caldwell_Park_Rel
GoldenGateE,Benicia,1,0,1,1,52.144,1.71,SF Bay,Benicia to GoldenGateE,52.144 to 1.71,38.0423015,-122.1236,37.82794,-122.46168,2022-02-10_Caldwell_Park_Rel,2022-02-10,9,2,1,24,Caldwell_Park_Rel
Blw_Cypress,Caldwell_Park_Rel,0.996,0.001,0.993,0.998,551.288,543.908,Upper Sac R,Caldwell_Park_Rel to Blw_Cypress,551.288 to 543.908,40.593826,-122.39836,40.56047,-122.37527,2022-03-02_Caldwell_Park_Rel,2022-03-02,430,418,2,1,Caldwell_Park_Rel
Blw_ClearCr,Blw_Cypress,0.999,0.001,0.997,1,543.908,535.628,Upper Sac R,Blw_Cypress to Blw_ClearCr,543.908 to 535.628,40.56047,-122.37527,40.50188,-122.36192,2022-03-02_Caldwell_Park_Rel,2022-03-02,418,414,2,2,Caldwell_Park_Rel
BlwCowCr,Blw_ClearCr,1,0,0.999,1,535.628,520.698,Upper Sac R,Blw_ClearCr to BlwCowCr,535.628 to 520.698,40.50188,-122.36192,40.46013,-122.22765,2022-03-02_Caldwell_Park_Rel,2022-03-02,414,412,2,3,Caldwell_Park_Rel
Battle_Conf,BlwCowCr,0.998,0.001,0.997,0.999,520.698,507.488,Upper Sac R,BlwCowCr to Battle_Conf,520.698 to 507.488,40.46013,-122.22765,40.35371,-122.17734,2022-03-02_Caldwell_Park_Rel,2022-03-02,412,402,2,4,Caldwell_Park_Rel
Blw_Paynes_Ck,Battle_Conf,0.997,0,0.996,0.998,507.488,476.278,Upper Sac R,Battle_Conf to Blw_Paynes_Ck,507.488 to 476.278,40.35371,-122.17734,40.25534,-122.17332,2022-03-02_Caldwell_Park_Rel,2022-03-02,402,368,2,5,Caldwell_Park_Rel
Blw_Salt,Blw_Paynes_Ck,0.997,0.001,0.995,0.998,476.278,456.888,Upper Sac R,Blw_Paynes_Ck to Blw_Salt,476.278 to 456.888,40.25534,-122.17332,40.1464,-122.15246,2022-03-02_Caldwell_Park_Rel,2022-03-02,368,344,2,6,Caldwell_Park_Rel
Mill_Ck_Conf,Blw_Salt,0.993,0.001,0.99,0.996,456.888,441.318,Upper Sac R,Blw_Salt to Mill_Ck_Conf,456.888 to 441.318,40.1464,-122.15246,40.0327,-122.11987,2022-03-02_Caldwell_Park_Rel,2022-03-02,344,291,2,7,Caldwell_Park_Rel
Ord,Mill_Ck_Conf,0.988,0.001,0.986,0.99,441.318,371.658,Upper Sac R,Mill_Ck_Conf to Ord,441.318 to 371.658,40.0327,-122.11987,39.63447,-121.98959,2022-03-02_Caldwell_Park_Rel,2022-03-02,291,116,2,8,Caldwell_Park_Rel
Colusa AC2,Ord,0.991,0.001,0.988,0.994,371.658,318.618,Lower Sac R,Ord to Colusa AC2,371.658 to 318.618,39.63447,-121.98959,39.28007,-122.01891,2022-03-02_Caldwell_Park_Rel,2022-03-02,116,85,2,9,Caldwell_Park_Rel
AbvColusaBr,Colusa AC2,0.99,0.003,0.981,0.995,318.618,307.738,Lower Sac R,Colusa AC2 to AbvColusaBr,318.618 to 307.738,39.28007,-122.01891,39.2205,-122.00847,2022-03-02_Caldwell_Park_Rel,2022-03-02,85,68,2,10,Caldwell_Park_Rel
Colusa BC2,AbvColusaBr,0.997,0.002,0.987,0.999,307.738,296.278,Lower Sac R,AbvColusaBr to Colusa BC2,307.738 to 296.278,39.2205,-122.00847,39.184963,-121.943214,2022-03-02_Caldwell_Park_Rel,2022-03-02,68,61,2,11,Caldwell_Park_Rel
AbvTisdale,Colusa BC2,0.999,0.001,0.995,1,296.278,269.238,Lower Sac R,Colusa BC2 to AbvTisdale,296.278 to 269.238,39.184963,-121.943214,39.0364,-121.82918,2022-03-02_Caldwell_Park_Rel,2022-03-02,61,69,2,12,Caldwell_Park_Rel
Knights_RST,AbvTisdale,0.998,0.001,0.996,0.999,269.238,222.05,Lower Sac R,AbvTisdale to Knights_RST,269.238 to 222.05,39.0364,-121.82918,38.79348,-121.6914625,2022-03-02_Caldwell_Park_Rel,2022-03-02,69,66,2,13,Caldwell_Park_Rel
Abv_FremontWeir,Knights_RST,0.998,0.002,0.981,1,222.05,215.18,Lower Sac R,Knights_RST to Abv_FremontWeir,222.05 to 215.18,38.79348,-121.6914625,38.76009,-121.67145,2022-03-02_Caldwell_Park_Rel,2022-03-02,66,58,2,14,Caldwell_Park_Rel
SacFeather,Abv_FremontWeir,0.998,0.002,0.985,1,215.18,205.76,Lower Sac R,Abv_FremontWeir to SacFeather,215.18 to 205.76,38.76009,-121.67145,38.785244,-121.62445,2022-03-02_Caldwell_Park_Rel,2022-03-02,58,61,2,15,Caldwell_Park_Rel
Blw_Elkhorn_GS1,SacFeather,0.996,0.002,0.989,0.999,205.76,191.92,Lower Sac R,SacFeather to Blw_Elkhorn_GS1,205.76 to 191.92,38.785244,-121.62445,38.64737,-121.57771,2022-03-02_Caldwell_Park_Rel,2022-03-02,61,61,2,16,Caldwell_Park_Rel
TowerBridge,Blw_Elkhorn_GS1,0.994,0.002,0.987,0.997,191.92,172,Lower Sac R,Blw_Elkhorn_GS1 to TowerBridge,191.92 to 172,38.64737,-121.57771,38.5802,-121.508,2022-03-02_Caldwell_Park_Rel,2022-03-02,61,54,2,17,Caldwell_Park_Rel
SacTrawl,TowerBridge,0.985,0.007,0.961,0.994,172,166.822,Lower Sac R,TowerBridge to SacTrawl,172 to 166.822,38.5802,-121.508,38.539519999999996,-121.51444000000001,2022-03-02_Caldwell_Park_Rel,2022-03-02,54,50,2,18,Caldwell_Park_Rel
Freeport,SacTrawl,0.994,0.003,0.985,0.998,166.822,152.438,Lower Sac R,SacTrawl to Freeport,166.822 to 152.438,38.539519999999996,-121.51444000000001,38.46467,-121.50501,2022-03-02_Caldwell_Park_Rel,2022-03-02,50,46,2,19,Caldwell_Park_Rel
Abv_Clarksburg,Freeport,0.991,0.007,0.964,0.998,152.438,147.668,Lower Sac R,Freeport to Abv_Clarksburg,152.438 to 147.668,38.46467,-121.50501,38.43443,-121.52448,2022-03-02_Caldwell_Park_Rel,2022-03-02,46,44,2,20,Caldwell_Park_Rel
Hood,Abv_Clarksburg,0.995,0.003,0.981,0.999,147.668,138.228,Lower Sac R,Abv_Clarksburg to Hood,147.668 to 138.228,38.43443,-121.52448,38.3617,-121.52033,2022-03-02_Caldwell_Park_Rel,2022-03-02,44,42,2,21,Caldwell_Park_Rel
Chipps,Hood,0.993,0.002,0.989,0.996,138.228,71.486,West Delta,Hood to Chipps,138.228 to 71.486,38.3617,-121.52033,38.046132,-121.912643,2022-03-02_Caldwell_Park_Rel,2022-03-02,42,26,2,22,Caldwell_Park_Rel
Benicia,Chipps,0.994,0.004,0.981,0.998,71.486,52.144,Carquinez Strait,Chipps to Benicia,71.486 to 52.144,38.046132,-121.912643,38.0423015,-122.1236,2022-03-02_Caldwell_Park_Rel,2022-03-02,26,24,2,23,Caldwell_Park_Rel
GoldenGateE,Benicia,1,0,1,1,52.144,1.71,SF Bay,Benicia to GoldenGateE,52.144 to 1.71,38.0423015,-122.1236,37.82794,-122.46168,2022-03-02_Caldwell_Park_Rel,2022-03-02,24,11,2,24,Caldwell_Park_Rel
